'to', 1, 0, 5, 10, 0
'very', 1, 0, 9, 14, 0
'The', 1, 1, 0, 6, 0
'respect', 1, 0, 7, 11, 0
'that', 1, 0, 12, 18, 0
'I', 1, 1, 17, 24, 0
'feel', 1, 0, 3, 8, 0
'meaning', 1, 0, 6, 45, 0
'it', 1, 0, 3, 13, 0
'until', 1, 0, 5, 10, 0
'has', 1, 0, 2, 10, 0
'thriller', 1, 0, 9, 10, 0
'a', 1, 0, 3, 6, 0
'same', 1, 0, 6, 8, 0
'for', 1, 0, 5, 12, 0
'is', 1, 0, 4, 13, 0
'action', 1, 0, 5, 6, 0
'so', 1, 0, 5, 23, 0
'together', 1, 0, 4, 8, 0
'The', 1, 1, 0, 24, 0
'in', 1, 0, 18, 21, 0
'box', 1, 0, 2, 6, 0
'the', 1, 0, 8, 11, 0
'appealing', 1, 0, 9, 18, 0
'have', 1, 0, 5, 10, 0
'with', 1, 0, 15, 20, 0
'slapstick', 1, 0, 4, 5, 0
'sense', 1, 0, 0, 3, 0
'London', 1, 1, 3, 17, 0
'film:', 1, 0, 8, 20, 0
'fun', 1, 0, 7, 9, 0
'any', 1, 0, 6, 21, 0
'is', 1, 0, 1, 17, 0
'while', 1, 0, 10, 21, 0
'war', 1, 0, 8, 9, 0
'island', 1, 0, 10, 11, 0
'and', 1, 0, 9, 18, 0
'good', 1, 0, 6, 15, 0
'a', 1, 0, 0, 10, 0
'the', 1, 0, 1, 8, 0
'through', 1, 0, 18, 24, 0
'actors', 1, 0, 8, 16, 0
'and', 1, 0, 7, 12, 0
'security', 1, 0, 3, 13, 0
'do', 1, 0, 6, 13, 0
'as', 1, 0, 7, 15, 0
'scenes', 1, 0, 1, 12, 0
'presented', 1, 0, 27, 31, 0
'that', 1, 0, 4, 11, 0
'film', 1, 0, 2, 10, 0
'with', 1, 0, 3, 15, 0
"don't", 1, 0, 0, 4, 0
'What', 1, 1, 0, 10, 0
'would', 1, 0, 5, 15, 0
'relentless', 1, 0, 21, 31, 0
'point', 1, 0, 4, 20, 0
'the', 1, 0, 2, 4, 0
'left', 1, 0, 2, 14, 0
'are', 1, 0, 2, 10, 0
'down', 1, 0, 7, 8, 0
'heighten', 1, 0, 11, 16, 0
'I', 1, 1, 3, 22, 0
'during', 1, 0, 20, 39, 0
'to', 1, 0, 3, 9, 0
"we're", 1, 0, 2, 5, 0
'from', 1, 0, 11, 15, 0
'This', 1, 1, 0, 10, 0
'his', 1, 0, 3, 11, 0
'before', 1, 0, 17, 37, 0
'an', 1, 0, 6, 9, 0
'and', 1, 0, 3, 5, 0
'what', 1, 0, 1, 10, 0
'Mean', 1, 1, 18, 20, 0
'basically', 1, 0, 9, 16, 0
'one', 1, 0, 6, 7, 0
'is', 1, 0, 2, 6, 0
'of', 1, 0, 4, 11, 0
'but', 1, 0, 0, 12, 0
'doe-eyed', 1, 0, 0, 6, 0
'budget', 1, 0, 10, 18, 0
'family', 1, 0, 4, 18, 0
'contexts', 1, 0, 5, 6, 0
'theme', 1, 0, 24, 34, 0
'some', 1, 0, 6, 10, 0
'all', 1, 0, 9, 14, 0
'of', 1, 0, 1, 26, 0
'exhaustion', 1, 0, 0, 4, 0
'to', 1, 0, 7, 16, 0
'"Can', 1, 0, 5, 11, 0
'is', 1, 0, 2, 5, 0
'his', 1, 0, 1, 6, 0
'for', 1, 0, 5, 20, 0
'like', 1, 0, 1, 15, 0
'guilty', 1, 0, 9, 10, 0
'The', 1, 1, 3, 6, 0
'alongside', 1, 0, 9, 11, 0
'was', 1, 0, 7, 22, 0
'we', 1, 0, 4, 9, 0
'The', 1, 1, 10, 13, 0
'but', 1, 0, 7, 16, 0
'film', 1, 0, 5, 12, 0
'was', 1, 0, 7, 10, 0
'seamlessly', 1, 0, 0, 1, 0
'a', 1, 0, 20, 26, 0
'heard', 1, 0, 6, 18, 0
'know', 1, 0, 1, 5, 0
'have', 1, 0, 3, 10, 0
'the', 1, 0, 7, 10, 0
'of', 1, 0, 8, 17, 0
'good', 1, 0, 5, 6, 0
'wear', 1, 0, 14, 20, 0
'starts', 1, 0, 22, 24, 0
'a', 1, 0, 11, 22, 0
'roles', 1, 0, 9, 10, 0
'to', 1, 0, 18, 22, 0
'equal', 1, 0, 3, 11, 0
'and', 1, 0, 9, 12, 0
'and', 1, 0, 3, 8, 0
'this', 1, 0, 6, 17, 0
'matter', 1, 0, 15, 16, 0
'and', 1, 0, 0, 7, 0
'compelling', 1, 0, 5, 10, 0
"It's", 1, 1, 0, 14, 0
'a', 1, 0, 10, 26, 0
'direction', 1, 0, 1, 10, 0
'is', 1, 0, 9, 19, 0
'described', 1, 0, 11, 27, 0
'film', 1, 0, 9, 25, 0
'in', 1, 0, 9, 11, 0
'quickly', 1, 0, 17, 31, 0
'with', 1, 0, 36, 42, 0
'such', 1, 0, 5, 7, 0
'format', 1, 0, 7, 10, 0
'pelican', 1, 0, 5, 10, 0
'to', 1, 0, 19, 32, 0
'that', 1, 0, 20, 31, 0
'other', 1, 0, 6, 10, 0
'a', 1, 0, 10, 14, 0
'few', 1, 0, 3, 11, 0
'very', 1, 0, 0, 8, 0
'the', 1, 0, 16, 31, 0
'but', 1, 0, 0, 5, 0
'a', 1, 0, 8, 11, 0
'like', 1, 0, 0, 7, 0
'-', 1, 0, 7, 19, 0
'kinetic', 1, 0, 0, 2, 0
'human', 1, 0, 0, 11, 0
'future', 1, 0, 2, 4, 0
'IT', 1, 1, 6, 7, 0
'one', 1, 0, 1, 9, 0
'watching', 1, 0, 19, 21, 0
'was', 1, 0, 21, 26, 0
'are', 1, 0, 13, 16, 0
'nickel', 1, 0, 15, 20, 0
'good', 1, 0, 5, 9, 0
'circumstances', 1, 0, 13, 18, 0
'of', 1, 0, 5, 7, 0
'a', 1, 0, 15, 21, 0
'film', 1, 0, 1, 10, 0
'life', 1, 0, 7, 8, 0
'have', 1, 0, 5, 18, 0
'reviewers', 1, 0, 5, 17, 0
'fans', 1, 0, 4, 5, 0
'much', 1, 0, 5, 16, 0
'did', 1, 0, 21, 26, 0
'cinema', 1, 0, 6, 7, 0
"That's", 1, 1, 0, 11, 0
'Day', 1, 1, 1, 13, 0
'this', 1, 0, 5, 7, 0
'of', 1, 0, 2, 4, 0
'running', 1, 0, 20, 22, 0
'another', 1, 0, 13, 15, 0
'a', 1, 0, 11, 18, 0
'yet', 1, 0, 1, 11, 0
'cinema', 1, 0, 12, 19, 0
'a', 1, 0, 2, 5, 0
'commercials', 1, 0, 1, 11, 0
'the', 1, 0, 4, 11, 0
'biggest', 1, 0, 1, 25, 0
'been', 1, 0, 3, 18, 0
'ought', 1, 0, 9, 19, 0
'closing', 1, 0, 17, 22, 0
'seeing', 1, 0, 3, 7, 0
'were', 1, 0, 8, 16, 0
"'", 1, 0, 0, 4, 0
'wonder', 1, 0, 3, 4, 0
'and', 1, 0, 3, 20, 0
'rest', 1, 0, 13, 14, 0
'movies', 1, 0, 7, 8, 0
'off', 1, 0, 5, 9, 0
'elements', 1, 0, 15, 16, 0
'history', 1, 0, 9, 20, 0
'of', 1, 0, 1, 12, 0
'graphics', 1, 0, 4, 12, 0
'same', 1, 0, 21, 26, 0
'as', 1, 0, 9, 28, 0
'different', 1, 0, 12, 13, 0
'could', 1, 0, 7, 17, 0
"it's", 1, 0, 11, 23, 0
'I', 1, 1, 0, 9, 0
'but', 1, 0, 0, 11, 0
'experiences', 1, 0, 12, 22, 0
'suspense', 1, 0, 16, 18, 0
'of', 1, 0, 6, 9, 0
'and', 1, 0, 25, 33, 0
'best', 1, 0, 9, 20, 0
'and', 1, 0, 0, 10, 0
'or', 1, 0, 0, 8, 0
'sent', 1, 0, 5, 14, 0
'even', 1, 0, 1, 14, 0
'Superbad', 1, 1, 4, 5, 0
'absolutely', 1, 0, 12, 14, 0
'of', 1, 0, 3, 9, 0
'too', 1, 0, 4, 6, 0
'scenes', 1, 0, 3, 4, 0
'superhero', 1, 0, 4, 13, 0
'as', 1, 0, 4, 13, 0
"doesn't", 1, 0, 24, 38, 0
'was', 1, 0, 2, 9, 0
'confront', 1, 0, 4, 8, 0
'wonderful', 1, 0, 6, 8, 0
'some', 1, 0, 14, 17, 0
'a', 1, 0, 4, 19, 0
'saw', 1, 0, 2, 18, 0
'People', 1, 1, 0, 8, 0
'clear', 1, 0, 8, 14, 0
'to', 1, 0, 10, 12, 0
'and', 1, 0, 11, 15, 0
'are', 1, 0, 3, 6, 0
'movie', 1, 0, 11, 23, 0
'saga', 1, 0, 5, 12, 0
'a', 1, 0, 2, 9, 0
'but', 1, 0, 0, 11, 0
'behavior', 1, 0, 8, 9, 0
'screen', 1, 0, 13, 14, 0
'classic', 1, 0, 22, 26, 0
'bad', 1, 0, 9, 11, 0
'the', 1, 0, 10, 13, 0
'to', 1, 0, 4, 6, 0
'liners', 1, 0, 3, 6, 0
'car', 1, 0, 14, 16, 0
'drips', 1, 0, 11, 15, 0
'"Family', 1, 0, 7, 15, 0
'scenes', 1, 0, 7, 22, 0
'or', 1, 0, 7, 12, 0
'sure', 1, 0, 3, 24, 0
'from', 1, 0, 2, 35, 0
'I', 1, 1, 1, 23, 0
'unnecessary', 1, 0, 21, 29, 0
'on', 1, 0, 8, 22, 0
'and', 1, 0, 8, 19, 0
'in', 1, 0, 3, 11, 0
'that', 1, 0, 10, 70, 0
'his', 1, 0, 5, 7, 0
'movie', 1, 0, 6, 10, 0
'are', 1, 0, 1, 11, 0
'rope', 1, 0, 3, 11, 0
'my', 1, 0, 4, 6, 0
'doting', 1, 0, 7, 9, 0
'the', 1, 0, 1, 6, 0
'stupid', 1, 0, 3, 4, 0
'do', 1, 0, 5, 15, 0
'watched', 1, 0, 2, 14, 0
'is', 1, 0, 2, 5, 0
'and', 1, 0, 3, 6, 0
'my', 1, 0, 1, 8, 0
'and', 1, 0, 16, 31, 0
'actor', 1, 0, 5, 11, 0
'movie', 1, 0, 12, 22, 0
"film's", 1, 0, 6, 17, 0
'our', 1, 0, 2, 9, 0
'thrilling', 1, 0, 7, 11, 0
'not', 1, 0, 8, 17, 0
'decided', 1, 0, 9, 16, 0
'her', 1, 0, 2, 3, 0
'everything', 1, 0, 4, 5, 0
'conversation', 1, 0, 4, 8, 0
'audience', 1, 0, 12, 17, 0
'is', 1, 0, 14, 18, 0
'best', 1, 0, 5, 9, 0
'be', 1, 0, 4, 13, 0
'big', 1, 0, 4, 6, 0
'a', 1, 0, 2, 19, 0
'where', 1, 0, 0, 7, 0
'it', 1, 0, 9, 14, 0
'but', 1, 0, 0, 10, 0
'books', 1, 0, 6, 22, 0
'Sci-Fi', 1, 1, 6, 8, 0
'regarding', 1, 0, 12, 24, 0
'viewer', 1, 0, 4, 24, 0
'this', 1, 0, 5, 11, 0
'journey', 1, 0, 10, 11, 0
'seem', 1, 0, 5, 8, 0
'mission', 1, 0, 9, 17, 0
'the', 1, 0, 1, 18, 0
'and', 1, 0, 9, 14, 0
'the', 1, 0, 13, 15, 0
'to', 1, 0, 12, 33, 0
'actually', 1, 0, 11, 24, 0
'nothing', 1, 0, 11, 17, 0
'or', 1, 0, 6, 9, 0
'tries', 1, 0, 4, 11, 0
'On', 1, 1, 0, 4, 0
'one', 1, 0, 21, 22, 0
'people', 1, 0, 16, 32, 0
'a', 1, 0, 8, 21, 0
'know', 1, 0, 17, 19, 0
'the', 1, 0, 0, 7, 0
'But', 1, 1, 0, 26, 0
'film', 1, 0, 12, 22, 0
'this', 1, 0, 10, 20, 0
'was', 1, 0, 11, 15, 0
'film', 1, 0, 21, 22, 0
'humor', 1, 0, 12, 23, 0
'its', 1, 0, 27, 30, 0
'It', 1, 1, 0, 5, 0
'that', 1, 0, 5, 24, 0
'give', 1, 0, 1, 14, 0
'about', 1, 0, 4, 10, 0
'nevertheless', 1, 0, 1, 4, 0
'August:', 1, 1, 3, 6, 0
'eclectic', 1, 0, 3, 5, 0
'-', 1, 0, 6, 18, 0
'story', 1, 0, 1, 19, 0
'an', 1, 0, 4, 10, 0
'Furious', 1, 1, 1, 10, 0
'because', 1, 0, 4, 10, 0
'only', 1, 0, 4, 11, 0
'the', 1, 0, 4, 7, 0
'is', 1, 0, 3, 17, 0
'watching', 1, 0, 2, 7, 0
'movie', 1, 0, 4, 28, 0
'heart', 1, 0, 6, 18, 0
'turn', 1, 0, 13, 41, 0
'in', 1, 0, 6, 13, 0
'Some', 1, 1, 0, 11, 0
'physique', 1, 0, 6, 7, 0
'be', 1, 0, 7, 11, 0
'what', 1, 0, 12, 18, 0
'years', 1, 0, 13, 15, 0
'condensing', 1, 0, 7, 16, 0
'film', 1, 0, 11, 12, 0
'field', 1, 0, 6, 7, 0
'seen', 1, 0, 11, 24, 0
'from', 1, 0, 6, 25, 0
'films', 1, 0, 10, 14, 0
'one', 1, 0, 10, 15, 0
'come', 1, 0, 10, 15, 0
'No', 1, 1, 0, 17, 0
'you', 1, 0, 1, 12, 0
'Dates', 1, 1, 7, 13, 0
'life', 1, 0, 2, 3, 0
'problem', 1, 0, 3, 11, 0
'a', 1, 0, 7, 15, 0
"isn't", 1, 0, 1, 3, 0
'compared', 1, 0, 4, 9, 0
'film', 1, 0, 2, 3, 0
'always', 1, 0, 5, 35, 0
'bar', 1, 0, 9, 15, 0
'as', 1, 0, 28, 36, 0
'that', 1, 0, 6, 14, 0
'he', 1, 0, 11, 16, 0
'been', 1, 0, 7, 25, 0
'also', 1, 0, 17, 21, 0
'and', 1, 0, 0, 6, 0
'picks', 1, 0, 3, 11, 0
'one', 1, 0, 9, 10, 0
'and', 1, 0, 1, 3, 0
'one', 1, 0, 3, 11, 0
'hard', 1, 0, 6, 16, 0
'and', 1, 0, 0, 9, 0
"isn't", 1, 0, 0, 8, 0
'atmosphere', 1, 0, 5, 6, 0
'said', 1, 0, 4, 7, 0
'to', 1, 0, 2, 28, 0
'Vs', 1, 1, 1, 26, 0
'I', 1, 1, 0, 15, 0
'yourself', 1, 0, 4, 6, 0
'action', 1, 0, 8, 11, 0
'style', 1, 0, 18, 19, 0
'for', 1, 0, 16, 28, 0
'turn', 1, 0, 3, 15, 0
'is', 1, 0, 2, 7, 0
'quite', 1, 0, 2, 7, 0
'save', 1, 0, 12, 23, 0
'Spiderman', 1, 1, 0, 1, 0
'that', 1, 0, 2, 7, 0
'still', 1, 0, 9, 12, 0
'to', 1, 0, 47, 63, 0
'young', 1, 0, 3, 5, 0
'performance', 1, 0, 10, 17, 0
'of', 1, 0, 15, 17, 0
'and', 1, 0, 9, 16, 0
'earlier', 1, 0, 9, 16, 0
'time', 1, 0, 3, 7, 0
'dramatising', 1, 0, 29, 35, 0
'was', 1, 0, 2, 18, 0
'but', 1, 0, 0, 9, 0
'can', 1, 0, 1, 11, 0
'the', 1, 0, 5, 7, 0
'into', 1, 0, 13, 26, 0
'the', 1, 0, 22, 25, 0
'make', 1, 0, 13, 18, 0
'I', 1, 1, 12, 20, 0
'you', 1, 0, 0, 11, 0
'in', 1, 0, 16, 20, 0
'only', 1, 0, 1, 6, 0
'the', 1, 0, 5, 8, 0
'desires', 1, 0, 7, 8, 0
'was', 1, 0, 2, 17, 0
'can', 1, 0, 10, 14, 0
'film', 1, 0, 19, 25, 0
'its', 1, 0, 9, 15, 0
'His', 1, 1, 0, 26, 0
'The', 1, 1, 0, 10, 0
'in', 1, 0, 13, 20, 0
'widely', 1, 0, 2, 5, 0
'a', 1, 0, 17, 21, 0
'her', 1, 0, 12, 21, 0
'consider', 1, 0, 6, 9, 0
'repeated', 1, 0, 7, 12, 0
'trail', 1, 0, 20, 21, 0
'shootouts', 1, 0, 3, 4, 0
'watch', 1, 0, 6, 20, 0
'for', 1, 0, 5, 10, 0
'Vietnam', 1, 1, 3, 9, 0
'that', 1, 0, 8, 24, 0
'created', 1, 0, 8, 18, 0
'on', 1, 0, 6, 9, 0
'have', 1, 0, 7, 21, 0
'has', 1, 0, 7, 14, 0
'if', 1, 0, 0, 3, 0
'side', 1, 0, 7, 8, 0
'"a', 1, 0, 11, 24, 0
'as', 1, 0, 7, 13, 0
'most', 1, 0, 4, 11, 0
'itself', 1, 0, 11, 12, 0
'timed', 1, 0, 0, 2, 0
'The', 1, 1, 0, 21, 0
'series', 1, 0, 3, 16, 0
'with', 1, 0, 0, 9, 0
'with', 1, 0, 3, 9, 0
'major', 1, 0, 8, 15, 0
'from', 1, 0, 5, 9, 0
'comparing', 1, 0, 3, 7, 0
'and', 1, 0, 8, 12, 0
'to', 1, 0, 5, 19, 0
'to', 1, 0, 19, 24, 0
'storyline', 1, 0, 3, 19, 0
'same', 1, 0, 4, 6, 0
'meant', 1, 0, 11, 20, 0
'regard', 1, 0, 2, 11, 0
'going', 1, 0, 3, 8, 0
'ARTIFICIAL', 1, 1, 1, 3, 0
'had', 1, 0, 10, 30, 0
'difficult', 1, 0, 10, 19, 0
'by', 1, 0, 18, 20, 0
'Top', 1, 1, 6, 13, 0
'died', 1, 0, 2, 5, 0
'well', 1, 0, 4, 5, 0
'presents', 1, 0, 1, 13, 0
'as', 1, 0, 1, 9, 0
'does', 1, 0, 2, 5, 0
'of', 1, 0, 13, 15, 0
'to', 1, 0, 15, 17, 0
'well', 1, 0, 4, 10, 0
'look', 1, 0, 2, 11, 0
'brilliant', 1, 0, 4, 7, 0
'films', 1, 0, 9, 15, 0
'far', 1, 0, 67, 70, 0
'a', 1, 0, 4, 9, 0
'realistic', 1, 0, 4, 5, 0
'animation', 1, 0, 17, 20, 0
'film', 1, 0, 14, 23, 0
'long', 1, 0, 3, 4, 0
'the', 1, 0, 1, 5, 0
'able', 1, 0, 2, 18, 0
'characters', 1, 0, 8, 13, 0
'was', 1, 0, 2, 10, 0
'I', 1, 1, 3, 18, 0
'just', 1, 0, 1, 11, 0
'the', 1, 0, 10, 12, 0
'for', 1, 0, 4, 9, 0
'do', 1, 0, 13, 24, 0
'grande', 1, 0, 1, 31, 0
'and', 1, 0, 7, 14, 0
'first', 1, 0, 16, 18, 0
'in', 1, 0, 3, 6, 0
'then', 1, 0, 16, 18, 0
'and', 1, 0, 30, 45, 0
'a', 1, 0, 2, 11, 0
'shed', 1, 0, 8, 14, 0
'great', 1, 0, 13, 14, 0
'also', 1, 0, 2, 7, 0
'heard', 1, 0, 1, 25, 0
'loose', 1, 0, 1, 5, 0
'by', 1, 0, 2, 4, 0
'the', 1, 0, 4, 22, 0
'a', 1, 0, 45, 70, 0
'The', 1, 1, 0, 5, 0
'For', 1, 1, 0, 2, 0
'our', 1, 0, 11, 13, 0
'ever', 1, 0, 3, 4, 0
'and', 1, 0, 12, 15, 0
'shooting', 1, 0, 7, 11, 0
'involving', 1, 0, 8, 16, 0
'fact', 1, 0, 11, 18, 0
'in', 1, 0, 17, 20, 0
'for', 1, 0, 30, 32, 0
'Do', 1, 1, 0, 12, 0
"'Matrix'", 1, 0, 35, 58, 0
'concierge', 1, 0, 5, 6, 0
'be', 1, 0, 7, 15, 0
'potential', 1, 0, 7, 11, 0
'sit', 1, 0, 9, 17, 0
'kids', 1, 0, 10, 11, 0
'The', 1, 1, 0, 2, 0
'the', 1, 0, 9, 11, 0
'the', 1, 0, 1, 6, 0
'will', 1, 0, 12, 19, 0
'that', 1, 0, 2, 8, 0
'to', 1, 0, 19, 22, 0
'writer', 1, 0, 24, 29, 0
'unlike', 1, 0, 18, 29, 0
'different', 1, 0, 8, 15, 0
'yet', 1, 0, 10, 12, 0
'seem', 1, 0, 3, 6, 0
'car', 1, 0, 6, 8, 0
'a', 1, 0, 4, 18, 0
'your', 1, 0, 4, 11, 0
'front', 1, 0, 8, 13, 0
'Orange', 1, 1, 2, 7, 0
'have', 1, 0, 10, 15, 0
'for', 1, 0, 8, 11, 0
'some', 1, 0, 7, 18, 0
'Raiders', 1, 1, 6, 12, 0
'the', 1, 0, 2, 4, 0
'dialog', 1, 0, 10, 22, 0
'film', 1, 0, 17, 18, 0
'are', 1, 0, 3, 9, 0
'incredible', 1, 0, 0, 1, 0
'clear', 1, 0, 5, 6, 0
'we', 1, 0, 6, 23, 0
'look', 1, 0, 8, 24, 0
'through', 1, 0, 23, 30, 0
'film', 1, 0, 5, 15, 0
'sub-par', 1, 0, 6, 12, 0
'nine', 1, 0, 7, 22, 0
'to', 1, 0, 15, 22, 0
'to', 1, 0, 6, 19, 0
'how', 1, 0, 4, 10, 0
'is', 1, 0, 2, 4, 0
'the', 1, 0, 9, 16, 0
'scheme', 1, 0, 9, 10, 0
'are', 1, 0, 4, 15, 0
'audience', 1, 0, 4, 5, 0
'for', 1, 0, 4, 10, 0
'the', 1, 0, 5, 8, 0
'its', 1, 0, 5, 26, 0
'physical', 1, 0, 11, 13, 0
'Kick-Ass', 1, 1, 0, 1, 0
'character', 1, 0, 1, 6, 0
'to', 1, 0, 3, 17, 0
'undoubtedly', 1, 0, 13, 22, 0
'bore', 1, 0, 4, 6, 0
'on', 1, 0, 4, 18, 0
'rifle', 1, 0, 4, 13, 0
'think', 1, 0, 1, 28, 0
'hope', 1, 0, 4, 22, 0
'character', 1, 0, 10, 17, 0
'evoke', 1, 0, 2, 8, 0
'my', 1, 0, 10, 12, 0
'Up', 1, 1, 1, 2, 0
'a', 1, 0, 8, 10, 0
'it', 1, 0, 1, 8, 0
'the', 1, 0, 6, 14, 0
'to', 1, 0, 7, 29, 0
'movie', 1, 0, 3, 8, 0
'uncalled', 1, 0, 3, 12, 0
'very', 1, 0, 6, 8, 0
'laugh', 1, 0, 25, 27, 0
'purely', 1, 0, 5, 12, 0
'in', 1, 0, 0, 11, 0
'throw', 1, 0, 9, 16, 0
'hard', 1, 0, 1, 14, 0
'delivers', 1, 0, 1, 16, 0
'an', 1, 0, 4, 11, 0
'so', 1, 0, 9, 21, 0
'Lord', 1, 1, 0, 6, 0
'Die', 1, 1, 0, 9, 0
'Friday', 1, 1, 17, 18, 0
'their', 1, 0, 3, 17, 0
'you', 1, 0, 1, 8, 0
'disproving', 1, 0, 2, 22, 0
'film', 1, 0, 9, 22, 0
'spoof', 1, 0, 11, 12, 0
'achieved', 1, 0, 14, 16, 0
'ever', 1, 0, 11, 13, 0
'really', 1, 0, 35, 51, 0
'Zoo', 1, 1, 30, 31, 0
'characters', 1, 0, 14, 22, 0
'or not', 2, 0, 11, 13, 0
'the movie', 2, 0, 15, 17, 0
'give anything', 2, 0, 3, 6, 0
"- you've", 2, 0, 4, 18, 0
'is it', 2, 0, 2, 14, 0
'King Kong', 2, 1, 8, 27, 0
'successfully transpose', 2, 0, 6, 11, 0
'you may', 2, 0, 0, 15, 0
'tale of', 2, 0, 7, 12, 0
'home we', 2, 0, 7, 16, 0
"It's about", 2, 0, 0, 7, 0
'place in', 2, 0, 14, 19, 0
'in the', 2, 0, 0, 3, 0
'this fantastical', 2, 0, 5, 15, 0
'I highly', 2, 0, 0, 4, 0
'few questions', 2, 0, 5, 7, 0
'a real', 2, 0, 15, 18, 0
'extra treat', 2, 0, 5, 7, 0
'the wall', 2, 0, 15, 17, 0
'had to', 2, 0, 1, 10, 0
'young starlet', 2, 0, 11, 15, 0
'computer image', 2, 0, 7, 15, 0
'They were', 2, 0, 0, 4, 0
'this movie', 2, 0, 5, 7, 0
'an actor', 2, 0, 3, 12, 0
'I think', 2, 0, 0, 8, 0
'that is', 2, 0, 7, 14, 0
'at the', 2, 0, 15, 18, 0
'if Pi', 2, 0, 1, 7, 0
'Mask we', 2, 0, 12, 20, 0
'characters great', 2, 0, 5, 21, 0
'term I', 2, 0, 2, 19, 0
'prepared to', 2, 0, 2, 8, 0
"film's funniest", 2, 0, 10, 13, 0
'Dollar Baby', 2, 1, 1, 19, 0
'grew younger', 2, 0, 9, 15, 0
'me this', 2, 0, 2, 14, 0
'for a', 2, 0, 24, 31, 0
'or an', 2, 0, 16, 20, 0
'him to', 2, 0, 2, 9, 0
'do because', 2, 0, 14, 37, 0
'intriguing to', 2, 0, 8, 11, 0
'time you', 2, 0, 10, 14, 0
'just because', 2, 0, 9, 13, 0
'of the', 2, 0, 2, 8, 0
'With films', 2, 0, 0, 11, 0
'felt so', 2, 0, 8, 11, 0
'to make', 2, 0, 12, 18, 0
'the entire', 2, 0, 8, 11, 0
'It is', 2, 0, 0, 12, 0
'a role', 2, 0, 14, 16, 0
'-- a', 2, 0, 10, 26, 0
'minor doubts', 2, 0, 1, 9, 0
'reactions to', 2, 0, 1, 16, 0
'this does', 2, 0, 2, 7, 0
'The supporting', 2, 0, 0, 8, 0
'to create', 2, 0, 9, 15, 0
'will attract', 2, 0, 7, 15, 0
'friggin creepy', 2, 0, 4, 9, 0
'Remembering it', 2, 0, 0, 10, 0
'surround sound', 2, 0, 6, 8, 0
'is a', 2, 0, 10, 19, 0
'the realm', 2, 0, 6, 12, 0
'its tenderness', 2, 0, 18, 20, 0
'seen without', 2, 0, 18, 35, 0
'of the', 2, 0, 11, 20, 0
'off all', 2, 0, 5, 41, 0
'its set', 2, 0, 1, 11, 0
'characters and', 2, 0, 8, 14, 0
'me spell', 2, 0, 32, 47, 0
'it failed', 2, 0, 1, 5, 0
'feel-good film', 2, 0, 5, 12, 0
'are looking', 2, 0, 6, 18, 0
'this film', 2, 0, 6, 9, 0
'mine suggested', 2, 0, 4, 8, 0
'suffer from', 2, 0, 4, 11, 0
'other world', 2, 0, 7, 15, 0
'some of', 2, 0, 1, 7, 0
'feature more', 2, 0, 7, 24, 0
'tells his', 2, 0, 2, 7, 0
'FBI do', 2, 0, 4, 15, 0
'so hard', 2, 0, 13, 18, 0
'in Oakland', 2, 0, 2, 9, 0
'allows it', 2, 0, 8, 13, 0
'cinema goers', 2, 0, 8, 19, 0
'a welcome', 2, 0, 2, 12, 0
