name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Audi A6 2.0T Premium Plus,Audi,Gray,54510,International Autos,(414) 203-5342,3.8,56,,68,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUG8AFC4JN011602
2017 Audi Q5 2.0T Premium quattro,Audi,White,36000,International Autos,(414) 939-8502,3.8,56,4875,68,Ibis White,Black,8-Speed Automatic,AWD,WA1C2AFP8HA054700
2012 Audi A5 2.0T quattro,Audi,Black,19998,CarMax Metro Parc,(414) 214-9772,4,2,53471,68,Black,Black,8-Speed Automatic w/Manual Shift,AWD,WAULFAFR3CA022223
2014 Audi A5 Premium Plus,Audi,Black,28596,Selig Auto Sales and Leasing,(414) 395-8880,5,15,39181,68,Black,Saddle,8-SPEED A/T,All Wheel Drive,WAULFAFH4EN011282
2018 Audi A4 2.0T Premium Plus,Audi,Gray,50100,International Autos,(414) 203-5342,3.8,56,,68,Manhattan Gray Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WAUENAF42JA058448
2013 Audi S4 3.0T Prestige,Audi,Other,23990,Hometown Auto Sales,(262) 421-4659,5,1,76992,72,,,7-SPEED A/T,AWD,WAUBGAFL0DA153034
2017 Audi A4 2.0T Premium quattro,Audi,White,34967,Audi North Shore,(414) 375-2104,3.5,14,4959,72,Ibis White,Black,7-Speed Automatic with Auto-Shift,AWD,WAUANAF48HN009658
2013 Audi A5 2.0T Premium Plus quattro,Audi,Gray,13667,Audi North Shore,(414) 375-2115,3.5,14,114675,72,Monsoon Gray Metallic,Black,8-Speed Automatic,AWD,WAULFAFR8DA039018
2014 Audi A6 2.0T Premium Plus,Audi,Black,23613,Andrew Toyota,(866) 786-0878,4.9,1460,33030,73,Phantom Black Pearl Effect,Black,8-SPEED A/T,All Wheel Drive,WAUGFAFC2EN060163
2011 Audi S4 3.0 Premium Plus,Audi,Gray,18699,Heiser Ford Lincoln,(414) 375-4242,5,664,89999,74,Quartz Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUKGAFL3BA009300
2013 Audi Q7 3.0 TDI Premium,Audi,Black,31633,Porsche Milwaukee North,(888) 481-5925,,,24232,74,Black,Black,8-Speed Automatic,AWD,WA1LMAFE1DD000897
2012 Audi S4 3.0 Premium Plus,Audi,Black,23953,Porsche Milwaukee North,(888) 481-5925,,,55721,74,Brilliant Black,Black / Red,7-Speed Automatic with Auto-Shift,AWD,WAUBGAFL7CA017613
2014 Audi RS 5 4.2,Audi,Gray,42819,Porsche Milwaukee North,(888) 481-5925,,,44824,74,Daytona Gray Pearl,Black,7-Speed Automatic with Auto-Shift,AWD,WUAC6AFR4EA901108
2015 Audi Q5 2.0T Premium Plus quattro,Audi,Silver,31500,Lexus of Milwaukee,(414) 973-2600,5,9,15758,74,Florett Silver Metallic,Black,8-Speed Automatic,AWD,WA1LFAFP1FA078435
2015 Audi A3 2.0T Premium Plus quattro,Audi,White,21343,Porsche Milwaukee North,(888) 481-5925,,,37314,74,Glacier White Metallic,Black,6-Speed Automatic with Auto-Shift,AWD,WAUEFGFF4F1011009
2015 Audi A6 3.0T Prestige,Audi,Gray,28980,VROOM (Milwaukee),(877) 682-3020,,,43456,73,Gray,Tan,8-Speed Automatic w/OD,AWD,WAUHGAFC2FN024993
2017 Audi Q3 2.0T Premium Plus,Audi,Gray,33980,VROOM (Milwaukee),(877) 682-3020,,,2611,73,Gray,Black,6-Speed Automatic w/OD,AWD,WA1JCCFS4HR006827
2016 Audi S6 Prestige,Audi,Black,56480,VROOM (Milwaukee),(877) 682-3020,,,17349,73,Black,Black,7-Speed Auto-Shift Manual w/OD,AWD,WAUH2AFC0GN040156
2016 Audi A7 3.0T Premium Plus,Audi,Black,42480,VROOM (Milwaukee),(877) 682-3020,,,37603,73,Black,Black,8-Speed Automatic w/OD,AWD,WAUWGAFC6GN080847
2017 Audi Q7 Premium Plus,Audi,White,52230,VROOM (Milwaukee),(877) 682-3020,,,23790,73,White,Gray,8-Speed Automatic w/OD,AWD,WA1LAAF73HD023307
2017 Audi A6 2.0T Premium,Audi,Gray,40730,VROOM (Milwaukee),(877) 682-3020,,,5688,73,Gray,Tan,7-Speed Auto-Shift Manual w/OD,FWD,WAUD8AFC5HN059056
2015 Audi Q3 2.0T Premium Plus,Audi,Black,23730,VROOM (Milwaukee),(877) 682-3020,,,55441,73,Black,Black,6-Speed Automatic w/OD,AWD,WA1EFCFS1FR013353
2015 Audi Q5 2.0T Premium,Audi,Silver,26230,VROOM (Milwaukee),(877) 682-3020,,,50465,73,Silver,Black,8-Speed Automatic w/OD,AWD,WA1LFAFP7FA056486
2014 Audi Q5 2.0T Premium,Audi,Silver,26730,VROOM (Milwaukee),(877) 682-3020,,,34881,73,Silver,Brown,8-Speed Automatic w/OD,AWD,WA1LFAFP2EA039643
2014 Audi Q7 3.0T Premium,Audi,Black,28230,VROOM (Milwaukee),(877) 682-3020,,,51734,73,Black,Black,8-Speed Automatic w/OD,AWD,WA1LGAFE1ED002562
2014 Audi A4 2.0T Premium quattro,Audi,Gray,21230,VROOM (Milwaukee),(877) 682-3020,,,27708,73,Gray,Black,8-Speed Automatic w/OD,AWD,WAUBFAFL9EN039725
2015 Audi A6 2.0T Premium,Audi,White,27480,VROOM (Milwaukee),(877) 682-3020,,,23548,73,White,Black,8-Speed Automatic w/OD,AWD,WAUGFAFC3FN034138
2014 Audi Q7 3.0 TDI Premium,Audi,White,28980,VROOM (Milwaukee),(877) 682-3020,,,74337,73,White,Tan,8-Speed Automatic w/OD,AWD,WA1LMAFE7ED002316
2015 Audi Q7 3.0 TDI Premium,Audi,Gray,36230,VROOM (Milwaukee),(877) 682-3020,,,43814,73,Gray,Gray,8-Speed Automatic w/OD,AWD,WA1LMAFE6FD009436
2015 Audi Q7 3.0T S line Prestige,Audi,Gray,36980,VROOM (Milwaukee),(877) 682-3020,,,47305,73,Gray,Black,8-Speed Automatic w/OD,AWD,WA1DGBFE6FD002259
2015 Audi Q7 3.0T Premium,Audi,Black,30980,VROOM (Milwaukee),(877) 682-3020,,,59516,73,Black,Black,8-Speed Automatic w/OD,AWD,WA1LGAFE3FD016299
2018 Audi Q3 2.0T Premium,Audi,White,31730,VROOM (Milwaukee),(877) 682-3020,,,4882,73,White,Brown,6-Speed Automatic w/OD,FWD,WA1BCCFS6JR014504
2017 Audi Q5 Premium,Audi,Silver,33980,VROOM (Milwaukee),(877) 682-3020,,,21019,73,Silver,Black,8-Speed Automatic w/OD,AWD,WA1C2AFP2HA078054
2014 Audi allroad Premium,Audi,Black,24230,VROOM (Milwaukee),(877) 682-3020,,,38575,73,Black,Brown,8-Speed Automatic w/OD,AWD,WA1TFAFL8EA148718
2017 Audi A6 Prestige,Audi,Red,47980,VROOM (Milwaukee),(877) 682-3020,,,13539,73,Red,Black,8-Speed Automatic w/OD,AWD,WAUH2AFC5HN044155
2015 Audi A3 2.0T Premium quattro,Audi,Silver,23980,VROOM (Milwaukee),(877) 682-3020,,,32382,73,Silver,Black,6-Speed Auto-Shift Manual w/OD,AWD,WAU7FLFF2F1037853
2015 Audi A4 2.0T Premium,Audi,Silver,23730,VROOM (Milwaukee),(877) 682-3020,,,19785,73,Silver,Tan,8-Speed CVT w/OD,FWD,WAUAFAFL6FN032874
2016 Audi Q5 2.0T Premium,Audi,Gray,33730,VROOM (Milwaukee),(877) 682-3020,,,24073,73,Gray,Gray,8-Speed Automatic w/OD,AWD,WA1L2AFP6GA127903
2016 Audi A6 2.0T Premium,Audi,White,30730,VROOM (Milwaukee),(877) 682-3020,,,37754,73,White,Tan,7-Speed Auto-Shift Manual w/OD,FWD,WAUDFAFC7GN114157
2014 Audi S7 Prestige,Audi,Silver,45730,VROOM (Milwaukee),(877) 682-3020,,,24864,73,Silver,Black,7-Speed Auto-Shift Manual w/OD,AWD,WAUW2AFCXEN085030
2018 Audi S5 Prestige,Audi,White,62230,VROOM (Milwaukee),(877) 682-3020,,,5524,73,White,Black,8-Speed Automatic w/OD,AWD,WAUC4CF5XJA034073
2017 Audi A8 3.0T quattro,Audi,White,48780,VROOM (Milwaukee),(877) 682-3020,,,28290,73,White,Brown,8-Speed Automatic w/OD,AWD,WAU44AFD6HN012834
2015 Audi Q5 2.0T Premium,Audi,Gray,29730,VROOM (Milwaukee),(877) 682-3020,,,35935,73,Gray,Black,8-Speed Automatic w/OD,AWD,WA1LFAFPXFA109911
2015 Audi A8 L 4.0T,Audi,White,49480,VROOM (Milwaukee),(877) 682-3020,,,16038,73,White,Gray,8-Speed Automatic w/OD,AWD,WAU32AFD7FN011805
2014 Audi allroad Premium Plus,Audi,Blue,24730,VROOM (Milwaukee),(877) 682-3020,,,57373,73,Blue,Tan,8-Speed Automatic w/OD,AWD,WA1UFAFL4EA040133
2016 Audi A4 2.0T Premium Plus quattro,Audi,White,27730,VROOM (Milwaukee),(877) 682-3020,,,20194,73,White,Black,8-Speed Automatic w/OD,AWD,WAUFFAFL5GN000554
2014 Audi Q7 3.0 TDI Premium,Audi,White,33730,VROOM (Milwaukee),(877) 682-3020,,,52206,73,White,Black,8-Speed Automatic w/OD,AWD,WA1LMAFE2ED001526
2017 Audi A6 Prestige,Audi,White,47980,VROOM (Milwaukee),(877) 682-3020,,,9564,73,White,Black,8-Speed Automatic w/OD,AWD,WAUH2AFC6HN089153
2014 Audi A6 2.0T Premium,Audi,Black,25980,VROOM (Milwaukee),(877) 682-3020,,,27270,73,Black,Black,8-Speed CVT w/OD,FWD,WAUDFAFC6EN164481
2016 Audi Q5 2.0T Premium,Audi,Gray,34230,VROOM (Milwaukee),(877) 682-3020,,,16969,73,Gray,Black,8-Speed Automatic w/OD,AWD,WA1L2AFP5GA138553
2017 Audi Q3 2.0T Premium,Audi,Black,25480,VROOM (Milwaukee),(877) 682-3020,,,23139,73,Black,Black,6-Speed Automatic w/OD,FWD,WA1BCCFS3HR013952
2014 Audi S7 Prestige,Audi,Black,36900,MSI Auto Sales,(608) 478-2670,3.9,12,84938,6,Black,Black,7-SPEED A/T,All Wheel Drive,WAUW2AFC9EN038958
2016 Audi A5 2.0T Premium Plus quattro,Audi,Red,37800,Schoepp Motors West,(608) 729-3822,2.7,5,9508,6,Red,,8-Speed Automatic,AWD,WAUM2AFH5GN002237
2015 Audi A3 1.8T Premium,Audi,White,21995,Schoepp Motors West,(608) 729-3822,2.7,5,13862,6,White,,6-Speed Automatic with Auto-Shift,FWD,WAUACHFF5F1110063
2015 Audi Q5 2.0T Premium Plus quattro,Audi,Gray,25500,Zimbrick Buick GMC Eastside,(608) 729-3827,4.9,183,41555,7,Gray,,8-Speed Automatic,AWD,WA1LFAFP1FA109697
2018 Audi Q5 2.0T Premium,Audi,Black,46398,Van Horn Ford of Oconomowoc,(262) 264-7724,4.8,76,3067,46,Mythos Black Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY8J2004536
2013 Audi S5 3.0T Premium Plus quattro,Audi,Silver,34500,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,4.7,720,48768,49,Silver,Black,7-Speed Automatic with Auto-Shift,AWD,WAUVGAFH3DN009222
2018 Audi A4 2.0T Premium Plus,Audi,Blue,49150,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Moonlight Blue Metallic,Rock Gray,7-Speed Automatic with Auto-Shift,AWD,WAUENAF41JA074866
2018 Audi A6 3.0T Premium quattro,Audi,White,62550,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Glacier White Metallic,Black,8-Speed Automatic,AWD,WAUG3AFCXJN044604
2016 Audi Q5 3.0 TDI Premium Plus quattro,Audi,Black,49968,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Brilliant Black,Pistachio Beige,8-Speed Automatic,AWD,WA1CVAFP1GA002816
2018 Audi Q5 2.0T Premium,Audi,Silver,54375,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY1J2146307
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,43625,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS9JR021958
2018 Audi A6 3.0T Premium quattro,Audi,Black,64410,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUG3AFC1JN044040
2013 Audi Q7 3.0 TDI Premium Plus,Audi,Gray,23999,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,93919,55,Gray,,8-Speed Automatic,AWD,WA1LMAFE9DD006432
2018 Audi Q5 2.0T Premium,Audi,Gray,54375,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Monsoon Gray Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WA1BNAFY7J2116437
2018 Audi S5 3.0T Premium Plus quattro,Audi,Gray,67261,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Daytona Gray Pearl Effect / Black Roof,Black,8-Speed Automatic,AWD,WAUY4GF53JN001924
2018 Audi A4 2.0T Premium Plus,Audi,Silver,49150,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Florett Silver Metallic,Black,7-Speed Automatic with Auto-Shift,AWD,WAUENAF48JA074377
2018 Audi A6 3.0T quattro Sport,Audi,Black,61000,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,55,Mythos Black Metallic,Black,8-Speed Automatic,AWD,WAUF3AFCXJN079252
2014 Audi A6 3.0 TDI Prestige quattro,Audi,Black,23999,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,80493,55,Black,,8-Speed Automatic,AWD,WAUHMAFC9EN082042
2018 Audi A6 2.0T Premium quattro,Audi,Gray,39995,Ubersox Auto Group,(888) 606-5696,3.9,40,16175,57,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUF8AFC8JN017012
2014 Audi A6 3.0 TDI Premium Plus quattro,Audi,Black,29817,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,4.6,57,51336,60,Black,Black,8-Speed Automatic,AWD,WAUHMAFC0EN006709
2015 Audi A3 1.8T Premium,Audi,Black,17977,Russ Darrow Waukesha Mitsubishi,(262) 510-2858,4.8,323,35595,60,Phantom Black Pearl,Black,6-Speed Automatic with Auto-Shift,FWD,WAUACGFF1F1008589
2015 Audi Q5 2.0T Premium quattro,Audi,Black,25348,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,4.6,57,69199,60,Black,Black,8-Speed Automatic,AWD,WA1LFAFP8FA098875
2014 Audi Q7 3.0L TDI Prestige,Audi,Black,38900,Midwest Highline,(815) 516-8789,,,44000,61,Charcoal,Black,8-SPEED A/T,All Wheel Drive,WA1WMAFE4ED008880
2013 Audi S6 Prestige,Audi,Blue,38900,Midwest Highline,(815) 516-8789,,,32550,61,Moonlight Blue Metallic,Black,7-SPEED A/T,All Wheel Drive,WAUF2AFC3DN150492
2017 Audi Q5 Premium Plus,Audi,Silver,38998,CarMax Waukesha,(262) 207-2339,,,6836,61,Silver,Brown,8-Speed Automatic w/OD,AWD,WA1L2AFP2HA059729
2012 Audi A4 2.0T Prestige,Audi,Black,16500,Midwest Highline,(815) 516-8789,,,77146,61,Black,Black,8-SPEED A/T,All Wheel Drive,WAUKFAFL4CN008654
2014 Audi A4 2.0T Premium quattro,Audi,Black,21990,Hall Volkswagen Mazda,(888) 450-4176,4.6,56,22220,62,Black,Black,8-Speed Automatic,AWD,WAUBFAFL7EN045877
2008 Audi S8 5.2,Audi,Blue,19995,Alpha Motors,(262) 649-5754,4.8,4,143312,63,Blue,Black,6-SPEED A/T,All Wheel Drive,WAUPN94EX8N015563
1996 Audi A4 2.8 quattro,Audi,Silver,1499,Russ Darrow Mazda of Milwaukee,(888) 364-8375,4.7,337,174554,67,Silver,Gray,5-Speed Manual,AWD,WAUEA88D1TA263831
2018 Audi A6 2.0T Premium Plus,Audi,Gray,55560,International Autos,(414) 203-5342,3.8,56,,68,Tornado Gray Metallic,Black,8-Speed Automatic,AWD,WAUG8AFC8JN009397
2013 Audi A7 3.0T Premium Plus quattro,Audi,Black,28457,International Autos,(414) 939-8502,3.8,56,50344,68,Brilliant Black,Black,8-Speed Automatic,AWD,WAUYGAFC2DN005731
2017 Audi A3 2.0T Premium Plus,Audi,Black,31757,International Autos,(414) 939-8502,3.8,56,8200,68,Brilliant Black,Black,6-Speed Automatic with Auto-Shift,AWD,WAUJ8GFF0H1005476
2015 Audi Q5 2.0T Premium Plus quattro,Audi,Blue,28500,International Autos,(414) 269-8729,3.8,56,39570,68,Moonlight Blue Metallic,Pistachio Beige,8-Speed Automatic,AWD,WA1LFAFP6FA028744
2015 Audi Q5 3.0T Premium Plus quattro,Audi,Gray,31900,International Autos,(414) 269-8729,3.8,56,35942,68,Monsoon Gray Metallic,Black,8-Speed Automatic,AWD,WA1DGAFP7FA048261
