name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2015 BMW X3 xDrive28i,BMW,Black,28942,Zimbrick BMW,(888) 570-3759,4.8,176,44205,2,Black Sapphire Metallic,Black Nevada Leather,8-SPEED A/T,All Wheel Drive,5UXWX9C56F0D45707
2018 BMW X1 xDrive28i,BMW,Other,39226,Zimbrick BMW,(888) 237-4721,4.8,176,,2,Mediterr. Blue,CANBERRA BEIGE,8-SPEED A/T,All Wheel Drive,WBXHT3C30J5K30842
2018 BMW 430 i xDrive,BMW,Gray,60041,Zimbrick BMW,(888) 237-4721,4.8,177,,2,Mineral Gray Metallic,Leather Dakota Black/Blue Stit,8-SPEED A/T,All Wheel Drive,WBA4Z3C53JEC57254
2013 BMW 528 i xDrive,BMW,Gray,18500,Lexus of Madison,(608) 478-2660,5,68,62144,6,Gray,,8-Speed Automatic,AWD,WBAXH5C58DDW15130
2006 BMW X3 3.0i,BMW,Silver,5995,Schoepp Motors West,(608) 729-3822,2.7,5,149372,6,Silver,,,AWD,WBXPA934X6WG76904
2018 BMW 430 i xDrive,BMW,Gray,37997,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156,22900,7,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA4Z3C55JEC48765
2013 BMW 328 i xDrive,BMW,Silver,16755,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303,70021,7,Glacier Silver Metallic,Black,8-Speed A/T,All Wheel Drive,WBA3B5C52DF599110
2016 BMW 328d xDrive,BMW,Blue,33999,Wilde East Towne Honda,(608) 467-1265,4.9,2693,28217,7,Blue,,8-SPEED A/T,All Wheel Drive,WBA8J1C59GK710670
2011 BMW 535 i xDrive,BMW,Blue,14979,Kayser Chrysler Center,(608) 338-1543,4.5,91,86118,22,Blue,Oyster / Black,8-Speed Automatic,AWD,WBAFU7C5XBC870481
2018 BMW 430 i xDrive,BMW,Blue,39694,Kayser Chrysler Center,(608) 338-1543,4.5,91,15027,22,Estoril Blue Metallic,Black,8-Speed Automatic,AWD,WBA4Z3C53JEC47582
2015 BMW 328d xDrive,BMW,Other,30140,Napleton Chevrolet Buick,(920) 717-1525,5,21,39251,26,,,8-SPEED A/T,All Wheel Drive,WBA3K5C5XFK301929
2015 BMW X3 xDrive28i,BMW,Black,25998,Napleton Chevrolet Buick,(920) 717-1525,5,21,35152,26,Black,,8-SPEED A/T,All Wheel Drive,5UXWX9C55F0D50882
2016 BMW 340 i,BMW,Black,35500,Van Horn Ford of Oconomowoc,(262) 264-7724,4.8,76,15745,46,Black,,,RWD,WBA8B3C57GK383856
2015 BMW 328 i xDrive,BMW,White,22634,Kunes Country Chevrolet GMC Buick of Elkhorn,(877) 465-8196,4.9,298,61210,51,Alpine White,Black,8-Speed Automatic,AWD,WBA3B3C53FF546343
2015 BMW X3 xDrive35i,BMW,Black,22888,Lou Bachrodt Automall,(815) 580-3156,4.8,1634,76301,60,Black,Beige,8-Speed Automatic,AWD,5UXWX7C57F0K35119
2017 BMW 330 i xDrive,BMW,Black,46084,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Jet Black,Black / Dark Oyster,8-Speed Automatic,AWD,WBA8D9G3XHNU64887
2015 BMW X4 xDrive28i,BMW,Silver,32125,Lou Bachrodt Automall,(815) 580-3161,4.8,1634,38984,60,Mineral Silver Metallic,Black,8-Speed Automatic,AWD,5UXXW3C5XF0M87429
2017 BMW 530 i xDrive,BMW,White,57005,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Alpine White,Black,8-Speed Automatic,AWD,WBAJA7C36HWA70806
2015 BMW X3 xDrive28i,BMW,Blue,27983,Lou Bachrodt Automall,(815) 580-3161,4.8,1634,35790,60,Blue,Beige,8-Speed Automatic,AWD,5UXWX9C57F0D61298
2016 BMW 328 i xDrive,BMW,Silver,26969,Boucher Hyundai,(866) 508-6541,4.9,881,24859,60,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,WBA8E3C54GK501059
2011 BMW X5 xDrive35i,BMW,Black,16825,Boucher Hyundai,(866) 508-6541,4.9,881,84728,60,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXZV4C59BL404146
2013 BMW 335 i xDrive,BMW,Silver,18999,Wilde Honda,(262) 226-8570,4.5,631,65953,60,Orion Silver Metallic,,,AWD,WBA3B9C58DF585199
2018 BMW 320 i xDrive,BMW,Gray,39447,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA8E5G58JNV02694
2015 BMW 335 i xDrive,BMW,Silver,29500,Wilde Honda,(262) 226-8570,4.5,631,12660,60,Orion Silver Metallic,,,AWD,WBA3B9G5XFNR93772
2018 BMW 340 i xDrive,BMW,Black,54859,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Black Sapphire,Black,,AWD,WBA8B7G58JNU95363
2018 BMW 640 Gran Turismo i xDrive,BMW,Black,74147,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Carbon Black Metallic,Black,8-Speed Automatic,AWD,WBAJV6C57JBC99668
2016 BMW 528 i xDrive,BMW,Black,31540,Boucher Hyundai,(866) 508-6541,4.9,881,36576,60,Jet Black,Black,8-Speed Automatic,AWD,WBA5A7C55GG148128
2018 BMW 340 i xDrive,BMW,Gray,55027,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Mineral Gray Metallic,Black / Dark Oyster,8-Speed Automatic,AWD,WBA8B7G53JNU95531
2015 BMW X4 xDrive28i,BMW,Gray,31000,Wilde Honda,(262) 226-8570,4.5,631,11662,60,Dark Graphite Metallic,,8-Speed Automatic w/OD,AWD,5UXXW3C53F0F88878
2017 BMW X1 xDrive 28i,BMW,Silver,41772,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Glacier Silver Metallic,Beige,8-Speed Automatic,AWD,WBXHT3Z32H4A57531
2018 BMW X2 xDrive28i,BMW,Gold,45387,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Gold Metallic,Black,8-Speed Automatic,AWD,WBXYJ5C35JEB19577
2018 BMW X6 xDrive35i,BMW,Black,65652,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Jet Black,Black,8-Speed Automatic,AWD,5UXKU2C5XJ0X50005
2017 BMW X3 xDrive28i,BMW,Silver,50485,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Glacier Silver Metallic,Black,8-Speed Automatic,AWD,5UXWX9C36H0W74924
2015 BMW 435 Gran Coupe i xDrive,BMW,Black,28888,Lou Bachrodt Automall,(815) 580-3161,4.8,1634,46895,60,Black,Coral Red / Black,8-Speed Automatic,AWD,WBA4B3C52FD669955
2012 BMW 528 i xDrive,BMW,Blue,16574,Boucher Cadillac of Waukesha,(877) 562-3823,5,29,66249,61,Deep Sea Blue Metallic,Venetian Beige,8-Speed Automatic,AWD,WBAXH5C58CDW07317
2015 BMW X5 xDrive35i,BMW,White,37998,CarMax Waukesha,(262) 207-2339,,,29004,61,White,Black,8-Speed Automatic w/OD,AWD,5UXKR0C58F0P03150
2018 BMW 430 i xDrive,BMW,Black,38000,Lexus of Brookfield,(262) 510-0474,4.9,184,24610,62,Black,Black,8-Speed Automatic,AWD,WBA4Z3C57JEA31640
2014 BMW 328d xDrive,BMW,Gray,30600,Acura of Brookfield,(888) 254-2062,4.9,501,39878,62,Mineral Gray Metallic,Leather Dakota Black,8-SPEED A/T,All Wheel Drive,WBA3K5C56EKT33937
2015 BMW 428 i,BMW,Black,25999,Acura of Brookfield,(888) 254-2062,4.9,501,47008,62,Black Sapphire Metallic,Leather Black/Red hghlgt/Stitc,8-SPEED A/T,All Wheel Drive,WBA3N5C55FK198314
2006 BMW X5 3.0i,BMW,Gray,8995,Meeker Hill Auto Sales,(262) 229-4370,4.9,30,106980,62,Titanium Silver,CHARCOAL LEATHER,AUTO,AWD,5UXFA13596LY43852
2015 BMW X1 xDrive28i,BMW,Black,23799,Van Horn Hyundai of Fond du Lac,(920) 933-8267,4.8,730,31275,66,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C50FVY34112
2013 BMW 328 i xDrive,BMW,Red,19992,Selig Auto Sales and Leasing,(414) 395-8880,5,15,38462,68,Red,Black,8-SPEED A/T,All Wheel Drive,WBA3B5C54DF594152
2009 BMW X3 xDrive30i,BMW,Gray,9999,Russ Darrow Mazda,(414) 269-8762,4.7,433,97563,68,Space Gray Metallic,Black,6-Speed Automatic,AWD,WBXPC93499WJ27822
2014 BMW 550 i xDrive,BMW,Gray,30641,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,60759,68,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAKP9C59EDZ35109
2015 BMW 328 i xDrive,BMW,Black,27259,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,57074,68,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA3G7C57FK480587
2011 BMW 750 i xDrive,BMW,Silver,17977,EZ Motorcars,(414) 203-8043,5,22,93648,70,Titanium Silver Metallic,Black,6-Speed Automatic,AWD,WBAKC6C59BC394400
2016 BMW 328 i xDrive,BMW,Gray,32777,BMW of Milwaukee North,(866) 932-0704,4.8,106,9766,73,Mineral Gray Metallic,Black / Red,8-Speed Automatic,AWD,WBA8E3G55GNT76310
2015 BMW 335 i,BMW,Gray,30444,BMW of Milwaukee North,(866) 932-0704,4.8,106,41620,73,Mineral Gray Metallic,Black,8-Speed Automatic,RWD,WBA3A9G59FNS66271
2017 BMW X3 xDrive28i,BMW,Gray,39875,BMW of Milwaukee North,(866) 932-0704,4.8,106,5302,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,5UXWX9C57H0T13509
2014 BMW 328 i xDrive,BMW,Black,27555,BMW of Milwaukee North,(866) 932-0704,4.8,106,37872,73,Jet Black,Coral Red,8-Speed Automatic,AWD,WBA3G7C58EKN36728
2015 BMW 528 i xDrive,BMW,Black,31333,BMW of Milwaukee North,(866) 932-0704,4.8,106,15076,73,Jet Black,Black,8-Speed Automatic,AWD,WBA5A7C57FD626565
2015 BMW X5 xDrive35i,BMW,Blue,37699,BMW of Milwaukee North,(866) 932-0704,4.8,106,37204,73,Imperial Blue Metallic,Canberra Beige,8-Speed Automatic,AWD,5UXKR0C58F0K67707
2018 BMW X5 xDrive35i,BMW,Black,62390,BMW of Milwaukee North,(877) 591-3075,4.8,106,9081,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXKR0C55J0X85458
2017 BMW 330 i xDrive,BMW,Blue,38777,BMW of Milwaukee North,(866) 932-0704,4.8,106,9981,73,Mediterranean Blue Metallic,Oyster,8-Speed Automatic,AWD,WBA8D9G50HNU58694
2018 BMW 430 Gran Coupe i xDrive,BMW,White,49520,BMW of Milwaukee North,(866) 932-0704,4.8,106,5646,73,Alpine White,Black,8-Speed Automatic,AWD,WBA4J3C52JBG94882
2017 BMW 330 i xDrive,BMW,White,38987,BMW of Milwaukee North,(866) 932-0704,4.8,106,9943,73,Mineral White Metallic,Black,8-Speed Automatic,AWD,WBA8D9C51HK677803
2017 BMW 330 Gran Turismo i xDrive,BMW,Gray,43899,BMW of Milwaukee North,(866) 932-0704,4.8,106,4179,73,Mineral Gray Metallic,Coral Red,8-Speed Automatic,AWD,WBA8Z9C50HG452986
2018 BMW 430 Gran Coupe i xDrive,BMW,Gray,49950,BMW of Milwaukee North,(877) 591-3075,4.8,106,4361,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA4J3C53JBG91277
2018 BMW X1 xDrive 28i,BMW,White,41394,BMW of Milwaukee North,(877) 591-3075,4.8,106,4532,73,Mineral White Metallic,Black,8-Speed Automatic,AWD,WBXHT3C34J5F88674
2017 BMW X5 xDrive35i,BMW,Gray,54444,BMW of Milwaukee North,(866) 932-0704,4.8,106,10974,73,Dark Graphite Metallic,Beige,8-Speed Automatic,AWD,5UXKR0C31H0V80227
2017 BMW X3 xDrive28i,BMW,Black,44955,BMW of Milwaukee North,(866) 932-0704,4.8,106,4766,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,5UXWX9C33H0W70152
2017 BMW X3 xDrive28i,BMW,Black,34888,BMW of Milwaukee North,(866) 932-0704,4.8,106,23943,73,Jet Black,Oyster,8-Speed Automatic,AWD,5UXWX9C30H0T24091
2014 BMW 428 i xDrive,BMW,Red,26889,BMW of Milwaukee North,(877) 591-3075,4.8,106,34655,73,Melbourne Red Metallic,Black / Red,8-Speed Automatic,AWD,WBA3N5C51EK196087
2015 BMW 328 i xDrive,BMW,Gray,25984,BMW of Milwaukee North,(866) 932-0704,4.8,106,23349,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBA3B3C56FF546014
2015 BMW 328 i xDrive,BMW,Black,25984,BMW of Milwaukee North,(877) 591-3075,4.8,106,30632,73,Black Sapphire Metallic,Black / Red,8-Speed Automatic,AWD,WBA3B3G58FNT18175
2017 BMW X5 xDrive35i,BMW,Gray,58455,BMW of Milwaukee North,(866) 932-0704,4.8,106,9361,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,5UXKR0C32H0V79538
2015 BMW 528 i xDrive,BMW,Black,27987,BMW of Milwaukee North,(866) 932-0704,4.8,106,41982,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5A7C59FD620752
2015 BMW 328 i xDrive,BMW,Blue,32222,BMW of Milwaukee North,(866) 932-0704,4.8,106,29221,73,Imperial Blue Metallic,Black,8-Speed Automatic,AWD,WBA3G7C55FK297060
2015 BMW X1 xDrive 28i,BMW,Blue,22987,BMW of Milwaukee North,(866) 932-0704,4.8,106,45414,73,Deep Sea Blue Metallic,Sand Beige,8-Speed Automatic,AWD,WBAVL1C52FVY33592
2015 BMW 535 i xDrive,BMW,Black,28622,BMW of Milwaukee North,(877) 591-3075,4.8,106,59052,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C5XFD544609
2015 BMW M5 Base,BMW,Orange,63777,BMW of Milwaukee North,(877) 591-3075,4.8,106,20014,73,Sakhir Orange Metallic,Black,6-Speed Manual,RWD,WBSFV9C55FD594375
2015 BMW X1 xDrive28i,BMW,Black,19493,INFINITI North Shore,(888) 675-1554,,,37245,73,Black,Black,8-Speed Automatic Steptronic,All Wheel Drive,WBAVL1C56FVY27245
2015 BMW X1 xDrive 28i,BMW,Blue,19000,BMW of Milwaukee North,(866) 932-0704,4.8,106,54659,73,Midnight Blue Metallic,Beige,8-Speed Automatic,AWD,WBAVL1C59FVY29216
2013 BMW 650 i xDrive,BMW,Red,38588,BMW of Milwaukee North,(877) 591-3075,4.8,106,25828,73,Imola Red,Black,8-Speed Automatic,AWD,WBAYM1C59DDZ02520
2015 BMW 528 i xDrive,BMW,Gray,29409,BMW of Milwaukee North,(866) 932-0704,4.8,106,31607,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5A7C50FD625077
2015 BMW 535 i xDrive,BMW,Black,32984,BMW of Milwaukee North,(866) 932-0704,4.8,106,36198,73,Black Sapphire Metallic,Black,8-Speed Automatic,AWD,WBA5B3C59FD543614
2017 BMW X1 xDrive 28i,BMW,Gray,36887,BMW of Milwaukee North,(877) 591-3075,4.8,106,5368,73,Mineral Gray Metallic,Black,8-Speed Automatic,AWD,WBXHT3C33H5F70564
2018 BMW X5 xDrive35i,BMW,Gray,63555,BMW of Milwaukee North,(877) 591-3075,4.8,106,4737,73,Dark Graphite Metallic,Black,8-Speed Automatic,AWD,5UXKR0C59J0X85771
2015 BMW 535 i xDrive,BMW,Gray,26899,BMW of Milwaukee North,(877) 591-3075,4.8,106,72391,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBA5B3C58FD547962
2011 BMW 535 i xDrive,BMW,Gray,12777,BMW of Milwaukee North,(877) 591-3075,4.8,106,126449,73,Space Gray Metallic,Black,8-Speed Automatic,AWD,WBAFU7C54BC877944
2014 BMW 550 i,BMW,Black,27730,VROOM (Milwaukee),(877) 682-3020,,,51686,73,Black,Black,8-Speed Automatic w/OD,RWD,WBAKN9C54ED000814
2016 BMW 535 i,BMW,Black,32230,VROOM (Milwaukee),(877) 682-3020,,,47623,73,Black,Tan,8-Speed Automatic w/OD,RWD,WBA5B1C58GG129065
2014 BMW 535 i,BMW,White,27480,VROOM (Milwaukee),(877) 682-3020,,,37833,73,White,Tan,,RWD,WBA5B1C57ED482668
2017 BMW X4 M40i,BMW,Gray,44980,VROOM (Milwaukee),(877) 682-3020,,,18888,73,Gray,Black,8-Speed Automatic w/OD,AWD,5UXXW7C51H0U25542
2015 BMW X5 xDrive35i,BMW,Black,35230,VROOM (Milwaukee),(877) 682-3020,,,45748,73,Black,Black,8-Speed Automatic w/OD,AWD,5UXKR0C5XF0K66624
2016 BMW 535 i,BMW,Black,34480,VROOM (Milwaukee),(877) 682-3020,,,32201,73,Black,Brown,8-Speed Automatic w/OD,RWD,WBA5B1C59GG128927
2017 BMW X3 sDrive28i,BMW,Black,30230,VROOM (Milwaukee),(877) 682-3020,,,22724,73,Black,Brown,8-Speed Automatic w/OD,RWD,5UXWZ7C33H0V91336
2017 BMW X6 M Base,BMW,Gray,81480,VROOM (Milwaukee),(877) 682-3020,,,9095,73,Gray,Tan,8-Speed Automatic w/OD,AWD,5YMKW8C51H0U71803
2015 BMW X6 M Base,BMW,Silver,64730,VROOM (Milwaukee),(877) 682-3020,,,28958,73,Silver,Gray,8-Speed Automatic w/OD,AWD,5YMKW8C50F0R42725
2015 BMW X1 xDrive28i,BMW,Black,22887,Zimbrick BMW,(888) 570-3759,4.8,176,47493,2,Black,,8-SPEED A/T,All Wheel Drive,WBAVL1C52FVY35889
2015 BMW 435 i xDrive,BMW,Black,41990,Zimbrick BMW,(888) 570-3759,4.8,176,25187,2,Black Sapphire Metallic,Leather Dakota Black/Blue Stit,8-SPEED A/T,All Wheel Drive,WBA3T7C59FPW79980
2017 BMW X5 xDrive35d,BMW,White,59942,Zimbrick BMW,(888) 570-3759,4.8,176,9547,2,Mineral White Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,5UXKS4C31H0Y16323
2018 BMW X3 M40i,BMW,Blue,63620,Zimbrick BMW,(888) 237-4721,4.8,176,,2,Phytonic Blue Metallic,Black Leather w/blue stitching,8-SPEED A/T,All Wheel Drive,5UXTS3C55J0Y97137
2018 BMW 328d xDrive,BMW,Silver,49166,Zimbrick BMW,(888) 237-4721,4.8,177,,2,Glacier Silver Metallic,Black SensaTec/Red Stitching,8-SPEED A/T,All Wheel Drive,WBA8F1C59JK898485
2018 BMW 230 i xDrive,BMW,Other,41826,Zimbrick BMW,(888) 237-4721,4.8,177,,2,Mediter Blue Me,BLACK SENSA,8-SPEED A/T,All Wheel Drive,WBA2J3C56JVD48274
2017 BMW 530 i xDrive,BMW,Blue,54945,Zimbrick BMW,(888) 570-3759,4.8,176,5027,2,Imperial Blue Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBAJA7C34HWA70867
2018 BMW 640 i xDrive,BMW,Blue,67996,Zimbrick BMW,(888) 570-3759,4.8,176,2953,2,Bluestone Metallic,Ivory White Nappa Leather,8-SPEED A/T,All Wheel Drive,WBAJV6C50JBC99785
2015 BMW 328 i xDrive,BMW,Other,26930,Zimbrick BMW,(888) 570-3759,4.8,176,38150,2,,,8-SPEED A/T,All Wheel Drive,WBA3B5G55FNS16134
2017 BMW X1 xDrive 28i,BMW,Gray,33895,Kayser Ford Lincoln,(608) 807-5359,4.7,399,10529,2,Gray,Black,8-Speed Automatic,AWD,WBXHT3Z33H4A55142
2018 BMW 430 i xDrive,BMW,Black,46926,Zimbrick BMW,(888) 237-4721,4.8,176,,2,Jet Black,CORAL RED,8-SPEED A/T,All Wheel Drive,WBA4J3C57JBL03044
2018 BMW 320 i,BMW,Black,40516,Zimbrick BMW,(888) 237-4721,4.8,176,,2,Black Sapphire Metallic,Black SensaTec,8-SPEED A/T,All Wheel Drive,WBA8E5G57JNU46053
2018 BMW 430 i xDrive,BMW,Black,52546,Zimbrick BMW,(888) 237-4721,4.8,177,,2,Black Sapphire Metallic,Coral Red Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA4W5C58JAE43318
2015 BMW X3 xDrive28i,BMW,Silver,31878,Kayser Ford Lincoln,(608) 807-5359,4.7,399,11270,2,Mineral Silver Metallic,Black,8-Speed Automatic,AWD,5UXWX9C59F0D56085
2015 BMW 328 i xDrive,BMW,Gray,29882,Zimbrick BMW,(888) 570-3759,4.8,176,30694,2,Mineral Gray Metallic,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA3B3G54FNR87396
2015 BMW 535 i xDrive,BMW,Black,30976,Zimbrick BMW,(888) 570-3759,4.8,176,46065,2,Jet Black,Black Dakota Leather,8-SPEED A/T,All Wheel Drive,WBA5B3C51FD541680
2015 BMW X3 xDrive28i,BMW,Gray,26958,Zimbrick BMW,(888) 570-3759,4.8,176,36077,2,Gray,,8-SPEED A/T,All Wheel Drive,5UXWX9C59F0D50674
2018 BMW 430 i xDrive,BMW,Black,52871,Zimbrick BMW,(888) 237-4721,4.8,177,,2,Carbon Black,BLACK DAKOTA,8-SPEED A/T,All Wheel Drive,WBA4J3C56JBL03004
2014 BMW 428 i,BMW,White,25998,608 Motorsports,(608) 729-3815,5,48,30904,5,White,Black,8-SPEED A/T,Rear Wheel Drive,WBA3N3C59EF712466
2017 BMW X3 xDrive28i,BMW,Black,29989,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303,42002,7,Carbon Black Metallic,Black,8-Speed A/T,All Wheel Drive,5UXWX9C56H0T00640
2016 BMW 328 i xDrive,BMW,Red,26997,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156,29449,7,Melbourne Red Metallic,Black,8-Speed Automatic,AWD,WBA8E3G58GNT80478
2016 BMW 528 i xDrive,BMW,Black,31997,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,156,34755,7,Black,Black,8-Speed Automatic,AWD,WBA5A7C50GG148103
2013 BMW 535 i xDrive,BMW,Blue,18863,Metro Ford of Madison,(608) 729-3823,4.5,26,81387,7,Blue,,8-Speed Automatic,AWD,WBAFU7C52DDU72999
2015 BMW 320 i xDrive,BMW,Black,21995,Don Miller East,(608) 729-3839,5,6,40460,7,Black,,8-Speed Automatic,AWD,WBA3C3C53FP663265
2015 BMW X1 xDrive 35i,BMW,Gray,25989,Kayser Chrysler Center,(608) 338-1543,4.5,91,30566,22,Mineral Gray,Coral Red / Gray Black,6-Speed Automatic,AWD,WBAVM5C52FVV94307
2014 BMW X3 xDrive28i,BMW,Black,18491,Kayser Chrysler Center,(608) 338-1543,4.5,91,79862,22,Black,Black,8-Speed Automatic,AWD,5UXWX9C52E0D41359
2014 BMW 320 i xDrive,BMW,Black,17699,Hesser Toyota,(608) 554-2958,4.8,107,50844,30,Black,,8-Speed Automatic,AWD,WBA3C3G53ENS72623
2013 BMW 335 i,BMW,Other,24492,"Ewald Chevrolet Buick, LLC",(262) 533-9031,4.9,249,43391,46,Other,,8-Speed Automatic,RWD,WBA3A9G58DNP35685
2018 BMW 320 i xDrive,BMW,Black,41102,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Jet Black,Black,8-Speed Automatic,AWD,WBA8E5G5XJNV02602
2017 BMW X1 xDrive 28i,BMW,Beige,40573,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Bronze Metallic,Beige,8-Speed Automatic,AWD,WBXHT3C36H5F76746
2014 BMW 428 i xDrive,BMW,Black,24786,Wilde Honda,(262) 226-8570,4.5,631,44391,60,Black,,Automatic,AWD,WBA3N5C58EF716777
2018 BMW X5 xDrive35i,BMW,Black,56192,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Jet Black,Black,8-Speed Automatic,AWD,5UXKR0C53J0X86883
2014 BMW 320 i xDrive,BMW,Black,17000,Wilde Honda,(262) 226-8570,4.5,631,43978,60,Jet Black,Black,8-Speed Automatic w/OD,AWD/All-Wheel Drive,WBA3C3C54EF985126
2013 BMW 328 i xDrive,BMW,Black,17000,Wilde Honda,(262) 226-8570,4.5,631,53341,60,Jet Black,,8-Speed Automatic w/Manual Shift,AWD,WBA3B3C53DJ812146
2015 BMW X1 xDrive 28i,BMW,Silver,22989,Lou Bachrodt Automall,(815) 580-3156,4.8,1634,42038,60,Silver,Beige,8-Speed Automatic,AWD,WBAVL1C59FVY34772
2017 BMW X1 xDrive 28i,BMW,Silver,41772,Lou Bachrodt Automall,(815) 580-3174,4.8,1634,,60,Glacier Silver Metallic,Beige,8-Speed Automatic,AWD,WBXHT3Z32H4A57528
2008 BMW X5 4.8i,BMW,Black,12166,Boucher Hyundai,(866) 508-6541,4.9,881,102433,60,Jet Black,Sand Beige,6-Speed Automatic,AWD,5UXFE83588L160489
2014 BMW 328d xDrive,BMW,Beige,22520,Fields Jaguar Land Rover Volvo Waukesha,(262) 229-4393,4.6,57,66137,60,Sparkling Bronze Metallic,Black,8-Speed Automatic,AWD,WBA3K5C56EKT33646
2015 BMW 328 i xDrive,BMW,Blue,22998,CarMax Waukesha,(262) 207-2339,,,34107,61,Blue,Black,8-Speed Automatic w/OD,AWD,WBA3B3G58FNT17530
