_id,ltable_vin,rtable_vin,ltable_name,ltable_year,ltable_maker,ltable_price,ltable_seller_phone,ltable_seller_name,ltable_miles,ltable_exterior_color,ltable_interior_color,rtable_name,rtable_year,rtable_maker,rtable_price,rtable_seller_phone,rtable_seller_name,rtable_miles,rtable_exterior_color,rtable_interior_color
4632,JTHKD5BH6G2263393,JTHKD5BH6G2263393,2016 Lexus CT 200h Base,2016,Lexus,24900.0,(608) 807-5348,Schoepp Motors - Northeast,8951.0,Red,,2016 Lexus CT 200h Hybrid,2016.0,Lexus,25995.0,,Schoepp Motors West,8951.0,Red,
4732,JTJBARBZ0H2101140,JTJBARBZ0H2101140,2017 Lexus NX 200t NX,2017,Lexus,32950.0,(608) 478-2657,Lexus of Madison,8744.0,Atomic Silver,Black,2017 Lexus NX,2017.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,8744.0,ATOMIC SILVER,BLACK
4829,WAULFAFH4EN011282,WAULFAFH4EN011282,2014 Audi A5 Premium Plus,2014,Audi,28977.0,(414) 395-8880,Selig Auto Sales and Leasing,39181.0,Black,Saddle,2014 Audi A5 2.0T Premium Plus Cabriolet quattro,2014.0,Audi,28596.0,877-208-7980,Selig Auto Sales and Leasing,39181.0,Black,Leather
5774,JTHBK1GG7F2203507,2T2BK1BA4FC257378,2015 Lexus ES 350 NAVIGATION,2015,Lexus,24985.0,(866) 590-9089,Boucher Chevrolet of Waukesha,40810.0,Silver Lining Metallic,Black,2015 LEXUS RX 350 All-wheel Drive,2015.0,Lexus,,877-609-0095,Lexus of Rockford,42680.0,0077 Starfire Pearl,
5780,JTHBK1GG2F2181528,2T2BK1BA4FC257378,2015 Lexus ES 350 4dr Sedan,2015,Lexus,25980.0,(877) 682-3020,VROOM (Milwaukee),40726.0,Gray,Gray,2015 LEXUS RX 350 All-wheel Drive,2015.0,Lexus,,877-609-0095,Lexus of Rockford,42680.0,0077 Starfire Pearl,
5792,JTHCE1BL7FA004446,2T2BK1BA4FC257378,2015 Lexus GS 350 350,2015,Lexus,31000.0,(262) 373-6622,Lexus of Brookfield,40796.0,White,Black,2015 LEXUS RX 350 All-wheel Drive,2015.0,Lexus,,877-609-0095,Lexus of Rockford,42680.0,0077 Starfire Pearl,
5806,2T2BK1BA7FC281044,2T2BK1BA4FC257378,2015 Lexus RX 350,2015,Lexus,25998.0,(414) 214-9772,CarMax Metro Parc,44352.0,Gray,Gray,2015 LEXUS RX 350 All-wheel Drive,2015.0,Lexus,,877-609-0095,Lexus of Rockford,42680.0,0077 Starfire Pearl,
5999,5UXKR6C56E0J73004,5UXKR6C56E0J73004,2014 BMW X5 xDrive50i,2014,BMW,45682.0,(563) 239-2223,Deery Brothers of Dubuque,34085.0,Mineral White Metallic,Canberra Beige,2014 BMW X5 xDrive50i SAV,2014.0,BMW,45682.0,888-810-0623 877-500-2315,BMW of Dubuque,34085.0,Mineral White Metallic,CANBERRA BEIGE
6072,WAUBGAFL7CA017613,WAUBGAFL7CA017613,2012 Audi S4 3.0 Premium Plus,2012,Audi,23953.0,(888) 481-5925,Porsche Milwaukee North,55721.0,Brilliant Black,Black / Red,2012 Audi S4 3.0 Premium Plus Sedan,2012.0,Audi,23953.0,877-650-2166,Umansky Motor Cars,55721.0,Brilliant Black,BLACK
6413,4JGDA5HB7FA445741,4JGDA5HB6FA511177,2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,29998.0,(608) 286-3923,CarMax Madison,36642.0,Gray,Black,2015 Mercedes-Benz M-Class ML 350,2015.0,Mercedes-Benz,31681.0,414-543-3000,International Autos,35346.0,Polar White,Black
6414,WDDHF8JB4FB086738,4JGDA5HB6FA511177,2015 Mercedes-Benz  E 350 4MATIC,2015,Mercedes-Benz,29855.0,(920) 545-2133,Kayser Chrysler Center Watertown,35199.0,Silver,Gray / Dark Gray,2015 Mercedes-Benz M-Class ML 350,2015.0,Mercedes-Benz,31681.0,414-543-3000,International Autos,35346.0,Polar White,Black
6417,WDDHF5KB8FB100167,4JGDA5HB6FA511177,2015 Mercedes-Benz  E 350,2015,Mercedes-Benz,30980.0,(877) 682-3020,VROOM (Milwaukee),35869.0,Black,Black,2015 Mercedes-Benz M-Class ML 350,2015.0,Mercedes-Benz,31681.0,414-543-3000,International Autos,35346.0,Polar White,Black
6925,WAUB4CF54JA008483,WA1BNAFY1J2025518,2018 Audi S5 3.0T Premium Plus quattro,2018,Audi,,(414) 375-2115,Audi North Shore,9231.0,Glacier White Metallic,Black,2018 Audi Q5 2.0T Premium Plus SUV,2018.0,Audi,46450.0,414-543-3000,INTERNATIONAL AUTOS GROUP,9692.0,Matador Red Metallic,Nougat Brown
7237,WBAVM5C52DVV90982,WBAFU7C58DDU70044,2013 BMW X1 xDrive 35i,2013,BMW,24995.0,(262) 510-2733,Reina International,35542.0,Mineral Gray Metallic,Coral Red / Gray Black,2013 BMW 535i xDrive Sedan,2013.0,BMW,,414-543-3000,INTERNATIONAL AUTOS GROUP,34560.0,Blue,
7508,WBA3K5C5XFK301929,WBA5A7C58FD625750,2015 BMW 328d xDrive,2015,BMW,30140.0,(920) 717-1525,Napleton Chevrolet Buick,39251.0,,,2015 BMW 5 Series 528i Xdrive Sedan,2015.0,BMW,30000.0,847-265-1122,Zeigler Nissan Gurnee,37828.0,Black Sapphire Metallic,BLACK
7680,JTHCF1D2XE5002117,JTHBK1GG2E2136216,2014 Lexus IS 250 Base,2014,Lexus,24500.0,(815) 261-4475,BMW and Mazda of Crystal Lake,37518.0,Silver Lining Metallic,Black,Used 2014 Lexus ES 350 Base,2014.0,Lexus,23987.0,815-625-9600,MAJESKI MOTORS INC,35851.0,Brown,
7697,JTHCF1D27E5014239,JTHBK1GG2E2136216,2014 Lexus IS 250 Base,2014,Lexus,25899.0,(866) 690-6248,Boucher Nissan Waukesha,35333.0,Nebula Gray Pearl,Black,Used 2014 Lexus ES 350 Base,2014.0,Lexus,23987.0,815-625-9600,MAJESKI MOTORS INC,35851.0,Brown,
7703,JTHCE1BL2E5021159,JTHBK1GG2E2136216,2014 Lexus GS 350 Base,2014,Lexus,24943.0,(262) 229-4393,Fields Jaguar Land Rover Volvo Waukesha,37835.0,Gray,,Used 2014 Lexus ES 350 Base,2014.0,Lexus,23987.0,815-625-9600,MAJESKI MOTORS INC,35851.0,Brown,
7727,JTHHE5BC5F5006301,JTHSE5BC2F5004575,2015 Lexus RC 350 Base,2015,Lexus,33998.0,(866) 508-6541,Boucher Hyundai,12608.0,Starfire Pearl,Black,2015 Lexus RC 350,2015.0,Lexus,34950.0,877-510-3625 877-545-4105,Lexus of Madison,12426.0,NEBULA GRAY PEARL,STRATUS GRAY
7779,2T2BK1BA8FC330901,JTHSE5BC2F5004575,2015 Lexus RX 350,2015,Lexus,35007.0,(262) 510-0474,Lexus of Brookfield,12092.0,White,Parchment,2015 Lexus RC 350,2015.0,Lexus,34950.0,877-510-3625 877-545-4105,Lexus of Madison,12426.0,NEBULA GRAY PEARL,STRATUS GRAY
8255,JTJBARBZXG2066959,JTJBARBZXG2066959,2016 Lexus NX 200t,2016,Lexus,32500.0,(608) 478-2660,Lexus of Madison,26304.0,Nebula Gray Pearl,Black,2016 Lexus NX 200t,2016.0,Lexus,32500.0,877-510-3625 877-545-4105,Lexus of Madison,26304.0,NEBULA GRAY PEARL,BLACK
8643,WAUENAF49JA019906,WAUENAF43JN002298,2018 Audi A4 2.0T Premium Plus,2018,Audi,40953.0,(414) 939-8502,International Autos,3987.0,Mythos Black Metallic,Black,2018 Audi A4 2.0T Premium Sedan,2018.0,Audi,41593.0,,International Alfa Romeo,4049.0,Moonlight blue metallic,Nougat brown / Black
9207,WBAVM5C54DVL63910,WBAVM5C54DVL63910,2013 BMW X1 xDrive35i,2013,BMW,22990.0,(888) 570-3759,Zimbrick BMW,37297.0,Midnight Blue Metallic,Leather 'Nevada' Terra/Leather,2013 BMW X1 AWD 4dr xDrive35i,2013.0,BMW,22990.0,888-237-4721 877-654-8272,Zimbrick BMW,37297.0,Midnight Blue Metallic,Terra
9384,JTJHK31U192061856,JTJHK31U192061856,2009 Lexus RX 350,2009,Lexus,15995.0,(608) 216-2303,Goben Cars East,76186.0,Brown,,2009 Lexus RX 350,2009.0,Lexus,15995.0,608-216-0500,Goben Cars,76186.0,Brown,
9404,WBA3B9C57DF140873,WBA3B9C57DF140873,2013 BMW 335 i xDrive,2013,BMW,22990.0,(877) 654-8272,Zimbrick BMW,39874.0,Glacier Silver Metallic,Leather Dakota Venetian Beige,2013 BMW 3 Series 4dr Sdn 335i xDrive AWD,2013.0,BMW,22990.0,888-237-4721 877-654-8272,Zimbrick BMW,39874.0,Glacier Silver Metallic,Leather Dakota Venetian Beige
9431,58ABK1GG0HU059604,58ABK1GG0HU059604,2017 Lexus ES 350,2017,Lexus,38707.0,(262) 510-0474,Lexus of Brookfield,8973.0,White,Brown,2017 LEXUS ES 350,2017.0,Lexus,38000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,8973.0,White Pearl,FLAXEN
9839,2T2BK1BA5FC325638,2T2BK1BA5FC325638,2015 Lexus RX 350 Base,2015,Lexus,29500.0,(414) 375-4932,Lexus of Milwaukee,42760.0,Nebula Gray Pearl,Black,2015 LEXUS RX,2015.0,Lexus,29500.0,(414) 386-1368,Lexus of Milwaukee,42760.0,Nebula Gray Pearl,BLACK
10277,WBAJE7C52JG891355,WBAJE7C52JG891355,2018 BMW 540 i xDrive,2018,BMW,57794.0,(414) 751-6997,Russ Darrow Honda,1344.0,Alpine White,Cognac,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10317,WBA4J7C55JBH15165,WBAJE7C52JG891355,2018 BMW 440 Gran Coupe i xDrive,2018,BMW,57345.0,(877) 477-3859,BMW of Milwaukee North,0.0,Black Sapphire Metallic,Black,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10333,WBA4J7C59JBM74093,WBAJE7C52JG891355,2018 BMW 440 Gran Coupe i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Alpine White,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10336,WBXHT3C35J5L27244,WBAJE7C52JG891355,2018 BMW X1 xDrive 28i,2018,BMW,,(414) 203-5342,International Autos,0.0,White,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10343,WBA8B7G52JNV10889,WBAJE7C52JG891355,2018 BMW 340 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Mineral Gray Metallic,Black,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10344,WBA8E5G50JNU48100,WBAJE7C52JG891355,2018 BMW 320 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Red,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10347,WBA4J7C54JBH15299,WBAJE7C52JG891355,2018 BMW 440 Gran Coupe i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Carbon Black,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10348,WBA7F2C5XJB238604,WBAJE7C52JG891355,2018 BMW 750 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Mineral White Metallic,Black,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10351,WBA8D9G55JNU69163,WBAJE7C52JG891355,2018 BMW 330 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Glacier Silver Metallic,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10352,WBA2J3C50JVA52439,WBAJE7C52JG891355,2018 BMW 230 i xDrive,2018,BMW,,(414) 203-5342,International Autos,0.0,Black Sapphire Metallic,,Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,888-356-1417,Russ Darrow Kia,1344.0,Alpine White,Cognac
10431,WAUB1GFF6G1038778,WA1L2AFP9GA047950,2016 Audi S3 2.0T Premium Plus quattro,2016,Audi,36967.0,(414) 375-2104,Audi North Shore,24236.0,Florett Silver Metallic,Black / Magma Red,2016 Audi Q5 2.0T Premium Plus SUV,2016.0,Audi,35950.0,414-543-3000,INTERNATIONAL AUTOS GROUP,22608.0,Mythos Black Metallic,Chestnut Brown
10586,WA1D7AFP4GA003540,WA1L2AFP9GA047950,2016 Audi Q5 3.0T Premium Plus quattro,2016,Audi,,(414) 375-2115,Audi North Shore,24119.0,White,,2016 Audi Q5 2.0T Premium Plus SUV,2016.0,Audi,35950.0,414-543-3000,INTERNATIONAL AUTOS GROUP,22608.0,Mythos Black Metallic,Chestnut Brown
10734,WAUSGAFC8CN001932,WAUSGAFC8CN001932,2012 Audi A7 Premium quattro,2012,Audi,25700.0,(815) 701-9578,Harvard Ford,73145.0,Havanna Black Metallic,Black,2012 Audi A7 Sedan V-6 cyl,2012.0,Audi,25700.0,(608) 882-4700,Evansville Ford,73145.0,Ice Silver Metallic,BLACK
11019,5UXZV4C59D0G50072,5UXZV4C59D0G50072,2013 BMW X5,2013,BMW,25995.0,(608) 729-3822,Schoepp Motors West,35214.0,Gray,,2013 BMW X5,2013.0,BMW,25995.0,,Schoepp Motors West,35214.0,GRAY,
11157,WDCGG8HB5CF814915,WDCGG8HB5CF814915,2012 Mercedes-Benz  GLK 350 4MATIC,2012,Mercedes-Benz,20248.0,(262) 510-2426,Mercedes-Benz of Elmbrook,34932.0,Steel Gray Metallic,Black,2012 Mercedes-Benz GLK GLK 350,2012.0,Mercedes-Benz,20248.0,414-543-3000,International Autos,34932.0,Steel Gray Metallic,Black
11234,JTHBJ46G972042956,JTHBJ46G972042956,2007 Lexus ES 350,2007,Lexus,7997.0,(414) 326-9166,Diamond Jim's Motorcars,165189.0,Gold,Tan,2007 LEXUS ES 350 Base Sedan,2007.0,Lexus,7997.0,888-261-9579,Diamond Jim's Motorcars,165189.0,Gold,TAN
11439,WAUGUGFFXH1041682,WAUGUGFFXH1041682,2017 Audi A3 2.0T Premium Plus,2017,Audi,26699.0,(920) 933-8267,Van Horn Hyundai of Fond du Lac,3031.0,Chrome,aluminum,Used 2017 Audi A3 Sedan 2.0T Premium Plus,2017.0,Audi,26699.0,,Van Horn Hyundai Fond Du Lac,3031.0,Monsoon Gray Metallic,Black
11832,WAUY4GF51JN006667,WA1BNAFY8J2017383,2018 Audi S5 3.0T Premium Plus quattro,2018,Audi,,(815) 916-4212,Napleton Autowerks Loves Park,0.0,Navarra Blue Metallic / Black Roof,Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11835,WAUENCF57JA069174,WA1BNAFY8J2017383,2018 Audi A5 2.0T Premium quattro,2018,Audi,,(414) 203-5342,International Autos,0.0,Moonlight Blue Metallic,Nougat Brown / Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11840,WA1LAAF73JD032045,WA1BNAFY8J2017383,2018 Audi Q7 3.0T Premium,2018,Audi,,(414) 203-5342,International Autos,0.0,Orca Black Metallic,Nougat Brown,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11844,WAUTNAF55JA075647,WA1BNAFY8J2017383,2018 Audi A5 2.0T Premium Plus quattro,2018,Audi,,(414) 203-5342,International Autos,0.0,Florett Silver Metallic,Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11849,WA1BNAFY6J2124514,WA1BNAFY8J2017383,2018 Audi Q5 2.0T Premium,2018,Audi,,(414) 203-5342,International Autos,0.0,Mythos Black Metallic,Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11850,WA1BNAFY3J2064627,WA1BNAFY8J2017383,2018 Audi Q5 2.0T Premium Plus quattro,2018,Audi,,(414) 203-5342,International Autos,0.0,Mythos Black Metallic,Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11851,WAUENAF42JN005726,WA1BNAFY8J2017383,2018 Audi A4 2.0T Premium Plus,2018,Audi,,(414) 203-5342,International Autos,0.0,Manhattan Gray Metallic,Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11854,WA1ECCFS5JR024793,WA1BNAFY8J2017383,2018 Audi Q3 2.0T Sport Premium quattro,2018,Audi,,(414) 203-5342,International Autos,0.0,Daytona Gray Pearl Effect,Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11857,WA1BNAFY9J2117671,WA1BNAFY8J2017383,2018 Audi Q5 2.0T Premium,2018,Audi,,(414) 203-5342,International Autos,0.0,Brilliant Black,Atlas Beige / Gray,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11862,WAU23AFC7JN078977,WA1BNAFY8J2017383,2018 Audi A7 3.0T Premium Plus quattro,2018,Audi,,(414) 203-5342,International Autos,0.0,Nardo Gray,Black,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
11864,WA1BNAFY3J2067107,WA1BNAFY8J2017383,2018 Audi Q5 2.0T Premium Plus quattro,2018,Audi,,(414) 203-5342,International Autos,0.0,Ibis White,Atlas Beige / Gray,Used 2018 Audi Q5 2.0 TFSI Premium Plus,2018.0,Audi,42999.0,(608) 269-2158,Brenengen Chevrolet Buick,464.0,Monsoon Gray Metallic,Black W/leather Seating Surfaces
12450,WBA4Z3C5XJEC47823,WBA4Z3C55JEC48958,2018 BMW 430 i xDrive,2018,BMW,40876.0,(877) 591-3075,BMW of Milwaukee North,19313.0,Black Sapphire Metallic,Black,Used 2018 BMW 4 Series 430i xDrive,2018.0,BMW,38888.0,888-356-1417,Russ Darrow Kia,17679.0,Carbon Black Metallic,Black
12500,2T2BZMCA4HC076862,2T2BZMCA8HC108941,2017 Lexus RX 350 350,2017,Lexus,47000.0,(414) 973-2600,Lexus of Milwaukee,7180.0,Silver Gray,Gray,2017 LEXUS RX 350 SUV,2017.0,Lexus,45500.0,877-441-8782,"Napleton's Autowerks, Inc.",6329.0,Silver,
12576,2T2BZMCA5HC086459,2T2BZMCA8HC108941,2017 Lexus RX 350,2017,Lexus,47000.0,(888) 347-2891,Anderson Toyota Lexus,7522.0,Black,,2017 LEXUS RX 350 SUV,2017.0,Lexus,45500.0,877-441-8782,"Napleton's Autowerks, Inc.",6329.0,Silver,
12623,2T2BK1BA1FC292024,2T2BK1BA1FC292024,2015 Lexus RX 350,2015,Lexus,28227.0,(262) 373-6622,Lexus of Brookfield,58962.0,Gray,Light Gray,2015 LEXUS RX 350,2015.0,Lexus,28000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,58962.0,Gray,LIGHT GRAY
12654,JTHCE1BL5FA001254,2T2BK1BA1FC292024,2015 Lexus GS 350 350,2015,Lexus,28522.0,(866) 413-8566,Gordie Boucher Lincoln of West Allis,58026.0,Liquid Platinum,Black,2015 LEXUS RX 350,2015.0,Lexus,28000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,58962.0,Gray,LIGHT GRAY
