name,year,maker,price,seller_name,seller_phone,miles,exterior_color,interior_color,transmission,drivetrain,vin,id
2008 LEXUS GX,2008.0,Lexus,13000.0,Lexus of Milwaukee,(414) 386-1368,161541.0,Salsa Red Pearl,DARK GRAY,Automatic,4-Wheel Drive,JTJBT20X580171358,1503
2010 Mercedes-BEN ML350 ML350 4MATIC WAGON,2010.0,Mercedes-Benz,16900.0,Galena Chrysler,888-678-9662 888-713-6429,74791.0,Black,BLACK,Automatic,All Wheel Drive,4JGBB8GB6AA592522,1932
2013 BMW X3 Xdrive28I WAGON,2013.0,BMW,27900.0,Galena Chrysler,888-678-9662 888-713-6429,39811.0,Silver,BLACK/LIGHT GRAYSTONE,Automatic,All Wheel Drive,5UXWX9C55D0D05230,357
2005 Lexus LS 430 RWD,2005.0,Lexus,12452.0,JH Barkau & Sons Auto Sales,866-731-1116,118205.0,Black Onyx,Black,Automatic,Rear Wheel Drive,JTHBN36F355028004,1224
2012 Lexus ES 350,2012.0,Lexus,16995.0,Reina International,(262) 781-3336,75558.0,Obsidian,Parchment,Automatic,Front Wheel Drive,JTHBK1EG9C2512006,1394
Used 2015 Lexus IS 250,2015.0,Lexus,25784.0,Russ Darrow Kia,888-356-1417,34884.0,Starfire Pearl,Flaxen,Automatic,All Wheel Drive,JTHCF1D21F5022256,1176
2017 BMW 330e iPerformance Sedan,2017.0,BMW,45888.0,Concours BMW,888-258-1784 888-258-6303,10003.0,Black Sapphire,BLACK,,,WBA8E1C52HK480072,425
2013 LEXUS RX 350 AWD 4dr SUV,2013.0,Lexus,20990.0,Sommer's Automotive,888-494-4193,111681.0,Black,,Automatic,All Wheel Drive,2T2BK1BAXDC208554,1458
"2015 BMW X1 xDrive28i SUV - Heated Leather, Bluetooth",2015.0,BMW,24873.0,Richardson Motors,(888) 480-1482,24460.0,Alpine White,,Automatic,All Wheel Drive,WBAVL1C53FVY30460,618
2014 Audi S5,2014.0,Audi,28995.0,Auto Works,608-222-3119,26254.0,Brilliant Black,,Manual,All Wheel Drive,WAUGGAFR0EA014050,2555
2015 BMW 4 Series 435i xDrive AWD,2015.0,BMW,33905.0,Motorwerks of Barrington,888-570-6761 888-570-6837,42841.0,Gray,Oyster,Automatic,All Wheel Drive,WBA3T7C52FP942309,906
2014 Audi A4,2014.0,Audi,21000.0,Lexus of Milwaukee,(414) 386-1368,53652.0,Brilliant black,BLACK,Automatic,All Wheel Drive,WAUFFAFL1EN014030,2839
2002 Lexus LS 430 Sedan,2002.0,Lexus,6500.0,Car City Inc,866-901-0639,102945.0,Gold,Leather,Automatic,Rear Wheel Drive,JTHBN30F420081618,1706
2013 BMW X3 xDrive28i SAV,2013.0,BMW,,libraty kia,877-593-6264,72301.0,,,Automatic,All Wheel Drive,5UXWX9C5XD0D06857,1024
2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,Umansky Motor Cars,877-650-2166,4499.0,Black,MACCHIATO BEIGE,Automatic,All Wheel Drive,WDDZF4KB9HA023218,1977
2015 Audi A4 2.0T Premium (Tiptronic) Sedan,2015.0,Audi,25967.0,INTERNATIONAL AUTOS GROUP,414-543-3000,31880.0,Moonlight blue metallic,Titanium gray / Steel gray,Automatic,All Wheel Drive,WAUFFAFL1FN014384,2730
2015 Mercedes-Benz 4dr Sdn C 300 4MATIC,2015.0,Mercedes-Benz,26900.0,Zimbrick European,(608) 258-4000,23045.0,Black,Black MB-Tex,Automatic,All Wheel Drive,55SWF4KB4FU031842,1732
2006 BMW 330xi Sedan,2006.0,BMW,7888.0,Concours BMW,888-258-1784 888-258-6303,119603.0,Jet Black,BLACK,Manual,All Wheel Drive,WBAVD33576KV62085,492
2002 Lexus SC 430 SALE PRICE $10999.00 Convertible,2002.0,Lexus,10999.0,"M & M Motors, Inc.",877-279-2115,144629.0,Black Onyx,BLACK,Automatic,Rear Wheel Drive,JTHFN48Y220005828,1440
2015 Mercedes-Benz CLA CLA 45 AMG,2015.0,Mercedes-Benz,36998.0,"Ray Chevrolet, Inc.",501-843-3592,33641.0,Exterior,,Automated Manual,All Wheel Drive,WDDSJ5CBXFN220747,2058
2015 BMW X1 xDrive35i SUV,2015.0,BMW,25989.0,Kayser Nissan,866-752-3695,30566.0,Mineral Gray,,Automatic,All Wheel Drive,WBAVM5C52FVV94307,61
2013 Audi TT 2.0T Roadster quattro S tronic,2013.0,Audi,27996.0,Marengo Auto Group,866-387-6926,19266.0,Black,Leather,Automated Manual,All Wheel Drive,TRUSFAFK3D1000702,2808
2015 BMW X3 xDrive28i AWD,2015.0,BMW,28945.0,Motorwerks of Barrington,888-570-6761 888-570-6837,32102.0,White,Black,Automatic,All Wheel Drive,5UXWX9C57F0D59454,859
2018 BMW X5 eDrive xDrive40e iPerformance SAV,2018.0,BMW,62885.0,International Alfa Romeo,,2409.0,Black Sapphire Metallic,Black,,4-Wheel Drive,5UXKT0C50J0W00279,245
2003 Lexus RX 300 ALL SERVICE RECORDS SUV,2003.0,Lexus,,"M & M Motors, Inc.",877-279-2115,146248.0,Crystal White,Ivory,Automatic,All Wheel Drive,JTJHF10U930300115,1438
2013 BMW 6 Series 650i xDrive Gran Coupe,2013.0,BMW,37000.0,Savi Auto Dealer Inc,,49300.0,,,Automatic,All Wheel Drive,WBA6B4C54DD098187,1042
2015 Mercedes-Benz SL-Class SL 400 Roadster,2015.0,Mercedes-Benz,49444.0,Motorwerks of Barrington,888-570-6761 888-570-6837,35960.0,Red,Black,Automatic,Rear Wheel Drive,WDDJK6FA7FF030691,2313
2012 BMW 3 Series 328i,2012.0,BMW,,Dynamic Motors,,57999.0,Titanium Silver Metallic,,Manual,Rear Wheel Drive,WBAKE5C59CE756087,334
2012 BMW 3-Series 328i Modern Turbo,2012.0,BMW,12995.0,Scott Motors,,97485.0,Silver,Leather,Manual,Rear Wheel Drive,WBA3A5C59CF256067,86
2011 BMW X5 xDrive35i,2011.0,BMW,17998.0,Arlington Acura in Palatine,866-231-0455 866-892-7510,77715.0,,,Automatic,All Wheel Drive,5UXZV4C51BL738106,1057
2015 Lexus CT 200h,2015.0,Lexus,24158.0,Kunes Country Chrysler Dodge Jeep Ram,888-551-0274,24149.0,,,Automatic,Front Wheel Drive,JTHKD5BH7F2221409,1233
2015 BMW 3 Series 328i xDrive,2015.0,BMW,22634.0,Kunes Country Ford Lincoln Inc.,(888) 440-2312,61210.0,,,Automatic,All Wheel Drive,WBA3B3C53FF546343,162
2006 Mercedes-Benz E 350 4MATIC,2006.0,Mercedes-Benz,8950.0,Kunes Country Ford Lincoln,888-446-6028 888-439-7059,173702.0,Gray,,Automatic,All Wheel Drive,WDBUF87J86X188732,1788
2015 Mercedes-Benz AMG G 63 4-Matic 1 Owner Clean Carfax!,2015.0,Mercedes-Benz,99999.0,XL Auto Group,888-693-1642,36237.0,Steel Gray Metallic,designo Black/Black,Automatic,4-Wheel Drive,WDCYC7DF4FX232712,2132
2015 Mercedes-Benz E-Class E 350 4MATIC,2015.0,Mercedes-Benz,32493.0,Motorwerks of Barrington,888-570-6761 888-570-6837,40815.0,Gray,Black,Automatic,All Wheel Drive,WDDHF8JB7FB135298,2283
2015 LEXUS NX 200t,2015.0,Lexus,33507.0,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,28971.0,Meteor,FLAXEN SYN LTH,Automatic,All Wheel Drive,JTJBARBZ0F2034892,1387
2015 Audi A4 2.0T Premium Plus Sedan,2015.0,Audi,25500.0,INTERNATIONAL AUTOS GROUP,414-543-3000,43738.0,Moonlight Blue Metallic,Beige/Brown,Automatic,All Wheel Drive,WAUFFAFL4FN033043,2702
Used 2011 BMW 328i xDrive Sedan,2011.0,BMW,16500.0,MCGRATH CADILLAC,,45164.0,Silver,,Manual,All Wheel Drive,WBAPK5C52BF127326,189
2017 BMW 7 Series 750i xDrive With Navigation & AWD,2017.0,BMW,79987.0,Motorwerks of Barrington,888-570-6761 888-570-6837,11509.0,,,,All Wheel Drive,WBA7F2C50HG422382,855
2014 BMW 3 Series 328d Xdrive,2014.0,BMW,22520.0,Fields Jaguar Land Rover Volvo Madison,866-700-7434,66137.0,Sparkling Bronze Metallic,Black,Automatic,All Wheel Drive,WBA3K5C56EKT33646,111
2007 Mercedes-Benz R-Class Base SUV,2007.0,Mercedes-Benz,10995.0,"Napleton's Autowerks, Inc.",877-441-8782,122845.0,,,Automatic,All Wheel Drive,4JGCB65E07A047267,1801
2017 BMW 330i xDrive Sports Wagon,2017.0,BMW,49878.0,Concours BMW,888-258-1784 888-258-6303,4685.0,Mineral Gray,BLACK,Automatic,All Wheel Drive,WBA8K3C35HA022910,494
Used 2011 Lexus IS 250,2011.0,Lexus,17000.0,Anderson Toyota Lexus,866-619-2362 866-913-8078,60176.0,Gray,,Automatic,All Wheel Drive,JTHCF5C27B5047228,1244
2015 LEXUS NX 200t,2015.0,Lexus,27509.0,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,30268.0,Atomic Silver,BROWN,Automatic,Front Wheel Drive,JTJYARBZ7F2000992,1385
2010 Audi S5 Cabriolet 2dr Cabriolet Prestige Convertible,2010.0,Audi,19995.0,Autosource Motors Inc.,888-784-8893,48138.0,Brilliant Black,Black,Automated Manual,All Wheel Drive,WAUVGAFH8AN010779,2866
2008 LEXUS ES 350 Sedan,2008.0,Lexus,8600.0,Zeigler Nissan Gurnee,847-265-1122,134786.0,Smoky Granite Mica,LIGHT GRAY,Automatic,Front Wheel Drive,JTHBJ46G582260815,1583
2015 BMW M6 Base With Navigation,2015.0,BMW,63999.0,Motorwerks of Barrington,888-570-6761 888-570-6837,39254.0,Singapore Gray Metallic,Black,Automated Manual,Rear Wheel Drive,WBSLZ9C58FD651322,872
2014 BMW 535d xDrive Sedan,2014.0,BMW,25986.0,Zeigler Nissan Gurnee,847-265-1122,57280.0,Glacier Silver Metallic,BLACK,Automatic,All Wheel Drive,WBAFV3C59EDZ33672,722
2015 BMW 550i xDrive Sedan,2015.0,BMW,43885.0,International Alfa Romeo,,27837.0,Space Gray Metallic,Venetian Beige,Automatic,All Wheel Drive,WBAKP9C5XFD693920,278
2014 LEXUS GS 350 Sedan V-6 cyl,2014.0,Lexus,28597.0,Gordie Boucher Lincoln West Allis,888-450-6819,34416.0,Starfire Pearl,BLACK,Automatic,All Wheel Drive,JTHCE1BLXE5026724,1417
2008 Mercedes-Benz E-Class E350 Luxury,2008.0,Mercedes-Benz,8799.0,Economy Plus Auto Sales,,103510.0,Silver,Select,Automatic,All Wheel Drive,WDBUF87X18B251612,2148
2004 BMW X5 4.4i SUV,2004.0,BMW,4997.0,Diamond Jim's Motorcars,888-261-9579,190230.0,Black,,Automatic,All Wheel Drive,5UXFB53554LV03048,534
2013 Mercedes-Benz GL-Class GL 450,2013.0,Mercedes-Benz,27995.0,Schoepp Motors West,,93653.0,Lunar Blue Metallic,,Automatic,All Wheel Drive,4JGDF7CE9DA148238,1757
Used 2008 Lexus ES 350 4dr Sedan,2008.0,Lexus,10977.0,Neuville Motors,(715) 942-7237,103475.0,Moon Shell Mica,Cashmere,Automatic,Front Wheel Drive,JTHBJ46G582249216,1660
Used 2008 Lexus ES 350 4dr Sedan,2008.0,Lexus,9993.0,Boucher Chevrolet,866-668-0615 866-590-9089,109427.0,Black Sapphire,Cashmere W/perforated Semi Aniline Leather Seat,Automatic,Front Wheel Drive,JTHBJ46GX82240575,1290
2015 Lexus GS 350,2015.0,Lexus,32950.0,Lexus of Madison,877-510-3625 877-545-4105,27890.0,NEBULA GRAY PEARL,FLAXEN,Automatic,All Wheel Drive,JTHCE1BLXFA002397,1112
2014 Mercedes-Benz E-Class E 350 Base,2014.0,Mercedes-Benz,33987.0,Motorwerks of Barrington,888-570-6761 888-570-6837,19516.0,Lunar Blue Metallic,Espresso Brown/Black,Automatic,Rear Wheel Drive,WDDKK5KF8EF232759,2260
2013 BMW 328XI TURBO AWD,2013.0,BMW,17995.0,Auto Villa Custom Trucks,888-441-5743,61405.0,BLACK,BLACK,Automatic,All Wheel Drive,WBA3B3C51DF541459,547
2015 Audi R8 5.2,2015.0,Audi,129989.0,Kearns Motor Car,920-674-6777,10918.0,Mythos Black Metallic/Black Roof,Black,Automated Manual,All Wheel Drive,WUAVNAFG2F7001607,2564
2010 LEXUS RX 350 SUV,2010.0,Lexus,14105.0,Zeigler Nissan Gurnee,847-265-1122,128275.0,Cerulean Blue Metallic,PARCHMENT,Automatic,All Wheel Drive,2T2BK1BA6AC079885,1579
2018 Audi Q5 2.0T Premium SUV,2018.0,Audi,46967.0,INTERNATIONAL AUTOS GROUP,414-543-3000,5780.0,Manhattan gray metallic,Black,,All Wheel Drive,WA1BNAFY0J2022092,2782
Used 2015 Audi RS 5 RS 5,2015.0,Audi,57995.0,Napleton Cadillac,8779021636,22758.0,Black,Black,Automated Manual,All Wheel Drive,WUAC6AFH9FN900098,2601
2016 Mercedes-Benz E-Class E 63 S AMG 4MATIC,2016.0,Mercedes-Benz,67777.0,Motor Werks Honda,847-381-8900,38668.0,,,Automatic,All Wheel Drive,WDDHF7GB3GB185330,2392
2015 BMW M3 4dr Sdn,2015.0,BMW,57990.0,Zimbrick BMW,888-237-4721 877-654-8272,9307.0,Mineral Gray Metallic,Black,Manual,Rear Wheel Drive,WBS3C9C59FP804998,11
2013 LEXUS RX 450h Base SUV,2013.0,Lexus,23500.0,Wilde Honda New & Used Cars,888-582-4889,69988.0,Starfire Pearl,,Automatic,All Wheel Drive,JTJBC1BA1D2451120,1303
2015 Audi A3 1.8T Premium,2015.0,Audi,21995.0,Schoepp Motors West,,13862.0,WHITE,,Automated Manual,Front Wheel Drive,WAUACHFF5F1110063,2531
Used 2014 Audi A4 2.0T Premium Quattro,2014.0,Audi,21444.0,Russ Darrow Kia,888-356-1417,36340.0,Red,,Manual,All Wheel Drive,WAUDFAFL2EN031457,2543
2018 Audi S5 3.0T Premium Plus Sportback,2018.0,Audi,,INTERNATIONAL AUTOS GROUP,414-543-3000,9231.0,Glacier white metallic,Black,,All Wheel Drive,WAUB4CF54JA008483,2794
2015 Mercedes-Benz M-Class ML 350 SUV,2015.0,Mercedes-Benz,33737.0,Umansky Motor Cars,877-650-2166,30549.0,Polar White,BLACK,Automatic,All Wheel Drive,4JGDA5HB3FA529524,2019
2018 Mercedes-Benz E-Class E 300,2018.0,Mercedes-Benz,59673.0,Motor Werks Honda,847-381-8900,890.0,Black,Nut Brown / Black,Automatic,,WDDZF4KB2JA356642,2411
2017 BMW 5 Series 530i xDrive Sedan,2017.0,BMW,54945.0,Zimbrick BMW,888-237-4721 877-654-8272,5027.0,Imperial Blue Metallic,Black,,All Wheel Drive,WBAJA7C34HWA70867,14
2004 BMW 3-Series 325Ci convertible,2004.0,BMW,7950.0,Champion Motorcars,888-744-1402,93067.0,Silver,Leather,Manual,Rear Wheel Drive,WBABW33454PL24403,167
2016 Mercedes-Benz S-Class S 63 AMG,2016.0,Mercedes-Benz,107385.0,Motor Werks Honda,847-381-8900,19580.0,Gray,Crystal Gray/Seashell Gray,Automatic,All Wheel Drive,WDDUG7JB2GA267432,2369
Used 2006 BMW X3 3.0i,2006.0,BMW,5994.0,Russ Darrow Kia,888-356-1417,162434.0,Blue Water Metallic,Black,Manual,All Wheel Drive,WBXPA93476WG84409,118
2017 BMW 530i xDrive Sedan,2017.0,BMW,,Zeigler Nissan Gurnee,847-265-1122,8914.0,Alpine White,BLACK,Automatic,All Wheel Drive,WBAJA7C37HG458103,723
2012 Mercedes-Benz M-Class ML 350 4MATIC,2012.0,Mercedes-Benz,22792.0,Motorwerks of Barrington,888-570-6761 888-570-6837,68836.0,White,Black,Automatic,All Wheel Drive,4JGDA5HB3CA030170,2186
2015 LEXUS ES 350,2015.0,Lexus,28307.0,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,27505.0,Obsidian,BLACK,Automatic,Front Wheel Drive,JTHBK1GG3F2186172,1347
2014 Audi allroad 2.0T Premium (Tiptronic) Wagon,2014.0,Audi,24500.0,International Alfa Romeo,,41976.0,Moonlight blue metallic,Beige / Brown,Automatic,All Wheel Drive,WA1TFAFL9EA141910,2656
2008 Lexus ES 350,2008.0,Lexus,13995.0,Boucher Volkswagen of Franklin,866-301-0104 866-571-8206,118474.0,Black Sapphire,Cashmere w/Perforated Semi-Aniline Leather Seat Tr,Automatic,Front Wheel Drive,JTHBJ46G282225049,1450
2011 Audi A4 2.0T Premium Plus quattro Sedan,2011.0,Audi,13995.0,8th Street Auto,,77090.0,Black,Select,Automatic,All Wheel Drive,WAUFFAFL3BN055447,2935
2018 Mercedes-Benz GLS GLS 450 4MATIC,2018.0,Mercedes-Benz,78683.0,Motorwerks of Barrington,888-570-6761 888-570-6837,2859.0,White,Ginger Beige/Espresso Brown,Automatic,,4JGDF6EE0JB073281,2177
2014 Mercedes-Benz E-Class E 350 4MATIC,2014.0,Mercedes-Benz,24449.0,Motorwerks of Barrington,888-570-6761 888-570-6837,68341.0,Black,Black,Automatic,All Wheel Drive,WDDHF8JB3EA995915,2219
2017 BMW X5 xDrive35i SAV,2017.0,BMW,58885.0,International Alfa Romeo,,13095.0,Carbon Black Metallic,Black,Automatic,All Wheel Drive,5UXKR0C38H0V69905,252
2011 Mercedes-Benz GL-Class GL 450,2011.0,Mercedes-Benz,21100.0,International Autos,414-543-3000,72916.0,Steel Gray Metallic,Black,Automatic,All Wheel Drive,4JGBF7BE1BA668133,1860
2015 LEXUS ES 350,2015.0,Lexus,27500.0,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,23549.0,Black,BLACK,Automatic,Front Wheel Drive,JTHBK1GG3F2208543,1348
2015 Audi Q7 3.0 TDI Premium (Tiptronic) SUV,2015.0,Audi,34967.0,INTERNATIONAL AUTOS GROUP,414-543-3000,61038.0,Orca black metallic,Black,Automatic,All Wheel Drive,WA1VMAFEXFD024580,2726
2010 LEXUS LS 460 Base Sedan,2010.0,Lexus,21252.0,Libertyville Nissan,866-808-7060 888-553-3947,64327.0,Obsidian,TAN,Automatic,All Wheel Drive,JTHCL5EF2A5005881,1667
2015 BMW 435i xDrive Coupe,2015.0,BMW,35985.0,International Alfa Romeo,,43152.0,Black Sapphire Metallic,Black,Automatic,All Wheel Drive,WBA3R5C59FF785306,292
2016 Mercedes-Benz GLA GLA 45 AMG 4MATIC,2016.0,Mercedes-Benz,42800.0,Motorwerks of Barrington,888-570-6761 888-570-6837,8159.0,Night Black,Black,Automated Manual,All Wheel Drive,WDDTG5CB3GJ202117,2252
2013 BMW 535i Sedan,2013.0,BMW,18222.0,Concours BMW,888-258-1784 888-258-6303,101129.0,Black,BLACK,Manual,Rear Wheel Drive,WBAFR7C5XDDU78826,446
2013 BMW 740Li xDrive Sedan,2013.0,BMW,25985.0,International Alfa Romeo,,85721.0,Black Sapphire Metallic,BLACK,Automatic,All Wheel Drive,WBAYF4C5XDDE23831,273
2014 LEXUS ES 350 Front-wheel Drive,2014.0,Lexus,,Lexus of Rockford,877-609-0095,43675.0,0077 Starfire Pearl,,Automatic,Front Wheel Drive,JTHBK1GGXE2138523,1259
Used 2012 Mercedes-Benz GLK 350,2012.0,Mercedes-Benz,15991.0,Napleton Auto Group,815-398-0505,90268.0,Diamond White Metallic,,Automatic,All Wheel Drive,WDCGG8HB3CF891296,1839
2017 BMW 3 Series 330i xDrive Sedan,2017.0,BMW,28995.0,Autosource Motors Inc.,888-784-8893,18077.0,Jet Black,Venetian Beige/Black,,,WBA8D9G59HNU60878,561
Used 2014 Mercedes-Benz E-Class 4dr Sdn E 350 Sport 4MATIC,2014.0,Mercedes-Benz,27919.0,Napleton Auto Group,815-398-0505,32752.0,designo Mocha Black,Black,Automatic,All Wheel Drive,WDDHF8JB4EA970845,1841
2017 Mercedes-Benz GLE Base 4matic,2017.0,Mercedes-Benz,45000.0,Fields Jaguar Land Rover Volvo Madison,866-700-7434,12052.0,Black,,Automatic,All Wheel Drive,4JGDA5HB7HA853238,1765
2006 Lexus GX 470 Sport Utility,2006.0,Lexus,10850.0,Car City Inc,866-901-0639,145784.0,Gray,Leather,Automatic,4-Wheel Drive,JTJBT20X060101120,1708
2007 Lexus IS 250 4dr Sdn Auto AWD,2007.0,Lexus,8900.0,Quick Sales Corporation,,137794.0,Blue,,Automatic,All Wheel Drive,JTHCK262672013568,1689
Used 2004 Mercedes-Benz E-Class 4dr Wgn 3.2L 4MATIC,2004.0,Mercedes-Benz,6000.0,Rich's Car Corner,563-556-4161,148362.0,Brown,Black,Automatic,All Wheel Drive,WDBUH82J04X117913,2050
2016 LEXUS RX 350,2016.0,Lexus,43007.0,Jack Safro's Lexus of Brookfield,888-462-0997 888-889-7155,23725.0,White,BLACK,Automatic,All Wheel Drive,JTJBZMCA6G2002132,1380
2014 BMW 4 Series 435i Convertible,2014.0,BMW,36000.0,Zeigler Nissan Gurnee,847-265-1122,16820.0,Melbourne Red Metallic,BLACK,Automatic,Rear Wheel Drive,WBA3T3C5XEJ876540,748
2009 LEXUS RX 350 SUV V6,2009.0,Lexus,11563.0,Metro Ford,(888) 750-5842,168159.0,Black,,Automatic,All Wheel Drive,2T2HK31U59C098795,1202
2015 LEXUS NX 200t SUV I-4 cyl,2015.0,Lexus,29111.0,Gordie Boucher Lincoln West Allis,888-450-6819,23832.0,Atomic Silver,CREME,Automatic,All Wheel Drive,JTJBARBZ5F2030000,1418
2018 Mercedes-Benz E-Class E 300 4MATIC,2018.0,Mercedes-Benz,54999.0,Motorwerks of Barrington,888-570-6761 888-570-6837,5283.0,Selenite Gray Metallic,Black,Automatic,,WDDZF4KB4JA301044,2265
2013 Mercedes-Benz C-Class C 300 4MATIC Sedan,2013.0,Mercedes-Benz,18500.0,"Napleton's Autowerks, Inc.",877-441-8782,46932.0,Silver,,Automatic,All Wheel Drive,WDDGF8AB7DR287131,1808
