name,year,maker,price,seller_name,seller_phone,miles,exterior_color,interior_color,transmission,drivetrain,vin,id
2013 BMW 3 Series 4dr Sdn 335i xDrive AWD,2013.0,BMW,22990.0,Zimbrick BMW,888-237-4721 877-654-8272,39874.0,Glacier Silver Metallic,Leather Dakota Venetian Beige,Manual,All Wheel Drive,WBA3B9C57DF140873,27
2015 BMW X1 AWD 4dr xDrive28i,2015.0,BMW,22887.0,Zimbrick BMW,888-237-4721 877-654-8272,47493.0,Jet Black,Black,Automatic,All Wheel Drive,WBAVL1C52FVY35889,28
2018 BMW 3 Series 320i xDrive Sedan,2018.0,BMW,41810.0,Zimbrick BMW,888-237-4721 877-654-8272,7961.0,Glacier Silver Metallic,Black,,All Wheel Drive,WBA8A3C53JA067404,29
2018 BMW 3 Series 320i xDrive Sedan,2018.0,BMW,41515.0,Zimbrick BMW,888-237-4721 877-654-8272,3302.0,Glacier Silver Metallic,Black SensaTec,,All Wheel Drive,WBA8E5G58JNU46319,30
2018 BMW X1 xDrive28i Sports Activity Vehicle,2018.0,BMW,41445.0,Zimbrick BMW,888-237-4721 877-654-8272,4800.0,Mineral Gray Metallic,Black,,All Wheel Drive,WBXHT3C3XJ5F88324,31
2017 BMW X3 xDrive28i Sports Activity Vehicle,2017.0,BMW,39745.0,Zimbrick BMW,888-237-4721 877-654-8272,7800.0,Glacier Silver Metallic,Black,Automatic,All Wheel Drive,5UXWX9C35H0T20103,32
2018 BMW X1 xDrive28i Sports Activity Vehicle,2018.0,BMW,40997.0,Zimbrick BMW,888-237-4721 877-654-8272,2500.0,Glacier Silver Metallic,Black Dakota Leather,,All Wheel Drive,WBXHT3C37J5K21670,33
2015 BMW 4 Series 2dr Cpe 435i xDrive AWD,2015.0,BMW,35990.0,Zimbrick BMW,888-237-4721 877-654-8272,37134.0,Mineral Gray Metallic,Coral Red/Black,Automatic,All Wheel Drive,WBA3R5C51FK372206,34
2015 BMW X3 AWD 4dr xDrive28i,2015.0,BMW,33990.0,Zimbrick BMW,888-237-4721 877-654-8272,37495.0,Mineral White Metallic,Saddle Brown Nevada Leather,Automatic,All Wheel Drive,5UXWX9C56F0D51264,35
2015 BMW X4 AWD 4dr xDrive28i,2015.0,BMW,32970.0,Zimbrick BMW,888-237-4721 877-654-8272,38692.0,Black Sapphire Metallic,Black,Automatic,All Wheel Drive,5UXXW3C57F0M86626,36
2015 BMW 3 Series 4dr Sdn 328i xDrive AWD,2015.0,BMW,31990.0,Zimbrick BMW,888-237-4721 877-654-8272,9142.0,Alpine White,Black,Automatic,All Wheel Drive,WBA3B3C50FF548504,37
2011 BMW 5 Series 4dr Sdn 550i xDrive AWD,2011.0,BMW,20990.0,Zimbrick BMW,888-237-4721 877-654-8272,55820.0,Cashmere Silver Metallic,Venetian Beige,Automatic,All Wheel Drive,WBAFU9C5XBC785507,38
2014 BMW X3 AWD 4dr xDrive28i,2014.0,BMW,20990.0,Zimbrick BMW,888-237-4721 877-654-8272,72027.0,Black Sapphire Metallic,Sand Beige,Automatic,All Wheel Drive,5UXWX9C51E0D20003,39
2013 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,2013.0,BMW,20990.0,Zimbrick BMW,888-237-4721 877-654-8272,45155.0,Jet Black,Black Dakota Leather,Automatic,All Wheel Drive,WBA3B5C56DJ599026,40
2015 BMW X1 AWD 4dr xDrive28i,2015.0,BMW,20628.0,Zimbrick BMW,888-237-4721 877-654-8272,49330.0,Alpine White,Black,Automatic,All Wheel Drive,WBAVL1C5XFVY34215,41
2018 BMW 3 Series 330i xDrive Sedan,2018.0,BMW,46950.0,Zimbrick BMW,888-237-4721 877-654-8272,1800.0,Mineral Grey Metallic,Black SensaTec/Red Stitching,,All Wheel Drive,WBA8D9G54JNU68540,42
2011 BMW 3 Series 2dr Conv 335i,2011.0,BMW,19990.0,Zimbrick BMW,888-237-4721 877-654-8272,53931.0,Deep Sea Blue Metallic,Black,Manual,Rear Wheel Drive,WBADX7C59BE581899,43
2018 BMW 4 Series 430i xDrive Convertible,2018.0,BMW,46782.0,Zimbrick BMW,888-237-4721 877-654-8272,18901.0,Alpine White,Venetian Beige/Dk. Oyster,,,WBA4Z3C52JEA31707,44
2017 BMW X3 xDrive28i Sports Activity Vehicle,2017.0,BMW,45993.0,Zimbrick BMW,888-237-4721 877-654-8272,6262.0,Glacier Silver Metallic,Black,Automatic,All Wheel Drive,5UXWX9C36H0W74955,45
2017 BMW 3 Series 330i xDrive Sedan,2017.0,BMW,46085.0,Zimbrick BMW,888-237-4721 877-654-8272,7200.0,Mediterranean Blue Metallic,Oyster Dakota Leather,,,WBA8D9G57HNT90989,46
2015 BMW 6 Series 4dr Sdn 640i xDrive AWD Gran Coupe,2015.0,BMW,45990.0,Zimbrick BMW,888-237-4721 877-654-8272,33825.0,Black Sapphire Metallic,Black,Automatic,All Wheel Drive,WBA6B8C55FD453751,47
2018 BMW 3 Series 330i xDrive Sedan,2018.0,BMW,45897.0,Zimbrick BMW,888-237-4721 877-654-8272,2400.0,Alpine White,Venetian Beige Sensatec,,All Wheel Drive,WBA8D9G54JNU67730,48
2018 BMW 3 Series 320i xDrive Sedan,2018.0,BMW,44835.0,Zimbrick BMW,888-237-4721 877-654-8272,4787.0,Mineral Gray Metallic,Black,,All Wheel Drive,WBA8E5G59JNU45616,49
2017 BMW 3 Series 330i xDrive Sports Wagon,2017.0,BMW,44280.0,Zimbrick BMW,888-237-4721 877-654-8272,3500.0,Mineral Gray Metallic,Saddle Brown/Dark Brown,,,WBA8K3C56HK679288,50
2017 BMW 2 Series 230i xDrive Convertible,2017.0,BMW,41947.0,Zimbrick BMW,888-237-4721 877-654-8272,6553.0,Mineral White Metallic,Terra,,All Wheel Drive,WBA2M9C34HV717875,51
2015 BMW 4 Series 2dr Conv 435i xDrive AWD,2015.0,BMW,41990.0,Zimbrick BMW,888-237-4721 877-654-8272,25187.0,Black Sapphire Metallic,Black/Blue Highlight,Automatic,All Wheel Drive,WBA3T7C59FPW79980,52
2018 BMW 6 Series 640i xDrive Gran Turismo,2018.0,BMW,67996.0,Zimbrick BMW,888-237-4721 877-654-8272,2953.0,Bluestone Metallic,Ivory White,,,WBAJV6C50JBC99785,53
2015 BMW 6 Series 2dr Conv 650i xDrive AWD,2015.0,BMW,61743.0,Zimbrick BMW,888-237-4721 877-654-8272,11535.0,Carbon Black Metallic,Ivory White,Automatic,All Wheel Drive,WBAYP1C57FD217006,54
2017 BMW 5 Series 540i xDrive Sedan,2017.0,BMW,59990.0,Zimbrick BMW,888-237-4721 877-654-8272,15893.0,Alpine White,Black,Automatic,All Wheel Drive,WBAJE7C32HG478778,55
2017 BMW X5 xDrive35d Sports Activity Vehicle,2017.0,BMW,59942.0,Zimbrick BMW,888-237-4721 877-654-8272,9547.0,Mineral White Metallic,Black,,All Wheel Drive,5UXKS4C31H0Y16323,56
2018 BMW 5 Series 540i xDrive Sedan,2018.0,BMW,59485.0,Zimbrick BMW,888-237-4721 877-654-8272,2800.0,Alpine White,Black Dakota Leather,,,WBAJE7C54JWC55965,57
2010 BMW X6 M Sports Activity Coupe,2010.0,BMW,28999.0,Kayser Nissan,866-752-3695,99780.0,Carbon Black,BLACK,Automatic,All Wheel Drive,5YMGZ0C52ALK13602,58
2014 BMW X3 xDrive28i Xdrive28i SAV,2014.0,BMW,18491.0,Kayser Nissan,866-752-3695,79862.0,Black,BLACK,Automatic,All Wheel Drive,5UXWX9C52E0D41359,59
2015 BMW X3 xDrive28i SAV,2015.0,BMW,31878.0,Kayser Nissan,866-752-3695,11270.0,Mineral Silver Metallic,BLACK,Automatic,All Wheel Drive,5UXWX9C59F0D56085,60
2015 BMW X1 xDrive35i SUV,2015.0,BMW,25989.0,Kayser Nissan,866-752-3695,30566.0,Mineral Gray,,Automatic,All Wheel Drive,WBAVM5C52FVV94307,61
2017 BMW X1 xDrive28i SAV,2017.0,BMW,33895.0,Kayser Nissan,866-752-3695,10529.0,Mineral Gray,BLACK,Automatic,All Wheel Drive,WBXHT3Z33H4A55142,62
2011 BMW 535i xDrive 535i Xdrive Sedan,2011.0,BMW,14979.0,Kayser Nissan,866-752-3695,86118.0,Blue,OYSTER/BLACK,Automatic,All Wheel Drive,WBAFU7C5XBC870481,63
2008 BMW 5 Series 528xi Sedan,2008.0,BMW,8715.0,Kayser Nissan,866-752-3695,121707.0,Titanium Silver,,Manual,All Wheel Drive,WBANV13528CZ57127,64
2018 BMW 430i xDrive Convertible,2018.0,BMW,39694.0,Kayser Nissan,866-752-3695,15027.0,Estoril Blue Metallic,BLACK,,,WBA4Z3C53JEC47582,65
Used 2015 BMW X5 xDrive35i AWD 4DR XDRIVE35I *ULTRAVIEW SUNROOF *HEATED SEATS *CROSS RAILS *TOW PACKAGE*,2015.0,BMW,34997.0,Bergstrom of Madison,608-271-2211,49820.0,White,Black,Automatic,All Wheel Drive,5UXKR0C55F0P09732,66
2015 BMW X1 AWD 4dr xDrive28i Sport Utility,2015.0,BMW,21800.0,Zimbrick Audi,(608) 258-4000,30093.0,White,TAN,Automatic,All Wheel Drive,WBAVL1C58FVY34939,67
2013 BMW 335i 4dr Sdn 335i xDrive AWD Car,2013.0,BMW,20700.0,Zimbrick Audi,(608) 258-4000,39000.0,Red,TAN,Manual,All Wheel Drive,WBA3B9C5XDF587178,68
2010 BMW 328i AWD-Only 47k,2010.0,BMW,14495.0,German Auto House,,47475.0,Red,Beige,Manual,All Wheel Drive,WBAPK7C53AA462697,69
2014 BMW 2 Series M235I,2014.0,BMW,26995.0,German Auto House,,52081.0,Space Gray,Black,Automatic,Rear Wheel Drive,WBA1J7C54EVW84267,70
2013 BMW 328XI AWD Coupe-Only 46K,2013.0,BMW,17995.0,German Auto House,,46380.0,Black,Black,Manual,All Wheel Drive,WBAKF3C54DJ385799,71
2015 BMW 3 Series 4dr Sdn 320i xDrive AWD,2015.0,BMW,22990.0,Zimbrick Inc,608-620-7188,38043.0,Imperial Blue Metallic,Black Dakota Leather,Automatic,All Wheel Drive,WBA3C3C58FK201426,72
2015 BMW 3 Series 4dr Sdn 335i xDrive AWD,2015.0,BMW,35990.0,Zimbrick Inc,608-620-7188,23320.0,Black Sapphire Metallic,Black Dakota Leather,Automatic,All Wheel Drive,WBA3B9G51FNR93417,73
2015 BMW 3 Series 4dr Sdn 328i xDrive AWD,2015.0,BMW,23900.0,Zimbrick Inc,608-620-7188,49529.0,Jet Black,Black,Automatic,All Wheel Drive,WBA3B3C50FJ984086,74
2014 BMW 3 Series 4dr Sports Wgn 328d xDrive AWD,2014.0,BMW,30600.0,Zimbrick Inc,608-620-7188,39878.0,Mineral Gray Metallic,Black/Excl. Stitch,Automatic,All Wheel Drive,WBA3K5C56EKT33937,75
2017 BMW X3 xDrive28i Sports Activity Vehicle,2017.0,BMW,29989.0,Zimbrick Inc,608-620-7188,42002.0,Carbon Black Metallic,Black,Automatic,All Wheel Drive,5UXWX9C56H0T00640,76
2015 BMW 4 Series 4dr Sdn 428i xDrive AWD Gran Coupe,2015.0,BMW,27900.0,Zimbrick Inc,608-620-7188,43558.0,Imperial Blue Metallic,Ivory White/Black,Automatic,All Wheel Drive,WBA4A7C50FD414070,77
2013 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,2013.0,BMW,16755.0,Zimbrick Inc,608-620-7188,70019.0,Glacier Silver Metallic,Black,Automatic,All Wheel Drive,WBA3B5C52DF599110,78
2015 BMW 5 Series 4dr Sdn 535i xDrive AWD,2015.0,BMW,30976.0,Zimbrick Inc,608-620-7188,46065.0,Jet Black,Black,Automatic,All Wheel Drive,WBA5B3C51FD541680,79
2016 BMW 3 Series Gran Turismo 5dr 328i xDrive Gran Turismo AWD SU,2016.0,BMW,30974.0,Zimbrick Inc,608-620-7188,32383.0,Black Sapphire Metallic,Black/Excl. Stitch,Automatic,All Wheel Drive,WBA8Z5C58GGS37573,80
2015 BMW 4 Series 2dr Cpe 428i xDrive AWD,2015.0,BMW,25999.0,Zimbrick Inc,608-620-7188,47008.0,Black Sapphire Metallic,Black w/Red Highlight,Automatic,All Wheel Drive,WBA3N5C55FK198314,81
2014 BMW X3 AWD 4dr xDrive28i,2014.0,BMW,25989.0,Zimbrick Inc,608-620-7188,21769.0,Black Sapphire Metallic,Black,Automatic,All Wheel Drive,5UXWX9C58E0D27756,82
2014 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV,2014.0,BMW,20900.0,Zimbrick Inc,608-620-7188,38232.0,Black Sapphire Metallic,Venetian Beige,Automatic,All Wheel Drive,WBA3B5G59ENS06575,83
2015 BMW 5 Series 4dr Sdn 535i xDrive AWD,2015.0,BMW,28900.0,Zimbrick Inc,608-620-7188,46834.0,Space Gray Metallic,Black,Automatic,All Wheel Drive,WBA5B3C51FD545017,84
2011 BMW 3-Series 328i,2011.0,BMW,11995.0,Scott Motors,,51349.0,Black,Leather,Manual,Rear Wheel Drive,WBAPH7G51BNN06179,85
2012 BMW 3-Series 328i Modern Turbo,2012.0,BMW,12995.0,Scott Motors,,97485.0,Silver,Leather,Manual,Rear Wheel Drive,WBA3A5C59CF256067,86
2007 BMW X5 3.0si SUV,2007.0,BMW,9995.0,A to Z Autosports LLC,888-825-1967,117912.0,Green,Black,Automatic,All Wheel Drive,5UXFE43567L017791,87
2002 BMW M5 Sedan,2002.0,BMW,25995.0,A to Z Autosports LLC,888-825-1967,95043.0,Silver,Black,Manual,Rear Wheel Drive,WBSDE93492CF90251,88
2013 BMW X5,2013.0,BMW,25995.0,Schoepp Motors West,,35214.0,GRAY,,Automatic,All Wheel Drive,5UXZV4C59D0G50072,89
2014 BMW 6 Series 650i Convertible,2014.0,BMW,45500.0,Schoepp Motors West,,48670.0,BLACK,,Automatic,Rear Wheel Drive,WBAYP9C58ED169268,90
2015 BMW 4 Series 428i Convertible,2015.0,BMW,33800.0,Schoepp Motors West,,28604.0,BLACK,,Automatic,Rear Wheel Drive,WBA3V5C58FP753386,91
2015 BMW 5 Series 535i Luxury Line,2015.0,BMW,33995.0,Schoepp Motors West,,31939.0,Imperial Blue Metallic,,Automatic,Rear Wheel Drive,WBA5B1C58FG127301,92
2015 BMW X5 sDrive35i,2015.0,BMW,36995.0,Schoepp Motors West,,58600.0,BROWN,,Automatic,Rear Wheel Drive,5UXKR2C51F0H34822,93
2015 BMW 4 Series 435i M Sport,2015.0,BMW,36800.0,Schoepp Motors West,,24184.0,WHITE,,Automatic,Rear Wheel Drive,WBA3R1C52FK194461,94
2009 BMW 3 Series 328i,2009.0,BMW,,Schoepp Motors West,,232263.0,RED,,Manual,Rear Wheel Drive,WBAPH73509E128291,95
2014 BMW X1 xDrive35i,2014.0,BMW,24995.0,Schoepp Motors West,,40279.0,White,,Automatic,All Wheel Drive,WBAVM5C50EVV93364,96
2017 BMW 3 Series 320i xDrive,2017.0,BMW,30995.0,Schoepp Motors West,,14182.0,BLACK,,Automatic,All Wheel Drive,WBA8E5G58HNU22919,97
2017 BMW X3 xDrive28i,2017.0,BMW,35995.0,Schoepp Motors West,,15829.0,Jet Black,,Automatic,All Wheel Drive,5UXWX9C34H0T21081,98
2006 BMW X3 3.0i,2006.0,BMW,5995.0,Schoepp Motors West,,149372.0,SILVER,,Manual,All Wheel Drive,WBXPA934X6WG76904,99
2011 BMW 3 Series 335i xDrive,2011.0,BMW,15995.0,Schoepp Motors West,,81234.0,SILVER,,Manual,All Wheel Drive,WBAPL5C57BA919711,100
2014 BMW 3 Series 328i,2014.0,BMW,19995.0,Schoepp Motors West,,43689.0,WHITE,,Automatic,Rear Wheel Drive,WBA3A5C5XEP603449,101
2013 BMW 5 Series,2013.0,BMW,18500.0,Lexus of Madison,877-510-3625 877-545-4105,62144.0,GRAY,,Automatic,All Wheel Drive,WBAXH5C58DDW15130,102
2011 BMW 5-Series 528i,2011.0,BMW,12900.0,MSI Auto Sales,608-833-3012,123824.0,Black,Leather,Automatic,Rear Wheel Drive,WBAFR1C52BC743223,103
2002 BMW M3 Coupe,2002.0,BMW,14900.0,MSI Auto Sales,608-833-3012,106907.0,Blue,Leather,Manual,Rear Wheel Drive,WBSBL93412JR13164,104
2014 BMW 4-Series 428i xDrive,2014.0,BMW,19900.0,MSI Auto Sales,608-833-3012,77567.0,Silver,Leather,Automatic,All Wheel Drive,WBA3N5C54EF716291,105
2002 BMW 3-Series Sport Wagon 325xi,2002.0,BMW,5900.0,MSI Auto Sales,608-833-3012,99198.0,Silver,Leather,Manual,All Wheel Drive,WBAEP33402PF01434,106
2001 BMW 3-Series 325Ci coupe,2001.0,BMW,3900.0,MSI Auto Sales,608-833-3012,149292.0,White,Leather,Manual,Rear Wheel Drive,WBABN33481JW57809,107
2007 BMW 3-Series 335i Convertible,2007.0,BMW,11900.0,MSI Auto Sales,608-833-3012,69865.0,Gray,Leather,Manual,Rear Wheel Drive,WBAWL73577PX51192,108
2015 BMW 320i 320i xDrive Sedan,2015.0,BMW,20801.0,DON MILLER SUBARU,855-808-3072,40460.0,Black,,Automatic,All Wheel Drive,WBA3C3C53FP663265,109
2011 BMW 5 Series 535i Xdrive,2011.0,BMW,12498.0,Fields Jaguar Land Rover Volvo Madison,866-700-7434,125825.0,Jet Black,Venetian Beige Dakota Leather,Automatic,All Wheel Drive,WBAFU7C58BC878711,110
2014 BMW 3 Series 328d Xdrive,2014.0,BMW,22520.0,Fields Jaguar Land Rover Volvo Madison,866-700-7434,66137.0,Sparkling Bronze Metallic,Black,Automatic,All Wheel Drive,WBA3K5C56EKT33646,111
Used 2011 BMW 5 Series 535i,2011.0,BMW,14997.0,Russ Darrow Kia,888-356-1417,90489.0,Alpine White,Veneto Beige,Manual,Rear Wheel Drive,WBAFR7C57BC603820,112
Used 2018 BMW 5 Series 540i xDrive,2018.0,BMW,57794.0,Russ Darrow Kia,888-356-1417,1344.0,Alpine White,Cognac,,,WBAJE7C52JG891355,113
Used 2016 BMW 5 Series 528i xDrive,2016.0,BMW,31997.0,Russ Darrow Kia,888-356-1417,34755.0,Black,Black,Automatic,All Wheel Drive,WBA5A7C50GG148103,114
Used 2016 BMW 3 Series 328i xDrive,2016.0,BMW,26997.0,Russ Darrow Kia,888-356-1417,29449.0,Melbourne Red Metallic,Black,Automatic,All Wheel Drive,WBA8E3G58GNT80478,115
Used 2018 BMW 4 Series 430i xDrive,2018.0,BMW,37997.0,Russ Darrow Kia,888-356-1417,22900.0,Mineral Gray Metallic,Black,,,WBA4Z3C55JEC48765,116
Used 2018 BMW 4 Series 430i xDrive,2018.0,BMW,38888.0,Russ Darrow Kia,888-356-1417,17679.0,Carbon Black Metallic,Black,,,WBA4Z3C55JEC48958,117
Used 2006 BMW X3 3.0i,2006.0,BMW,5994.0,Russ Darrow Kia,888-356-1417,162434.0,Blue Water Metallic,Black,Manual,All Wheel Drive,WBXPA93476WG84409,118
Used 2014 BMW 3 Series 320i xDrive,2014.0,BMW,18494.0,Russ Darrow Kia,888-356-1417,40522.0,Jet Black,Black,Automatic,Rear Wheel Drive,WBA3C3G54ENS71741,119
Used 2005 BMW 3 Series 325xi,2005.0,BMW,3499.0,Russ Darrow Kia,888-356-1417,135309.0,Mystic Blue Metallic,Black,Manual,All Wheel Drive,WBAEU33465PR18681,120
Used 2017 BMW X3 xDrive28i,2017.0,BMW,30874.0,Russ Darrow Kia,888-356-1417,21628.0,Alpine White,Black,Automatic,All Wheel Drive,5UXWX9C35H0W72307,121
Used 2006 BMW 3 Series 330i,2006.0,BMW,6995.0,Russ Darrow Kia,888-356-1417,91000.0,Blue,,Manual,Rear Wheel Drive,WBAVB33556KS34718,122
Used 2009 BMW X3 xDrive30i,2009.0,BMW,9999.0,Russ Darrow Kia,888-356-1417,97563.0,Space Gray Metallic,Black,Manual,All Wheel Drive,WBXPC93499WJ27822,123
Used 2016 BMW 3 Series 328i,2016.0,BMW,22944.0,Russ Darrow Kia,888-356-1417,21761.0,Alpine White,Venetian Beige,Automatic,All Wheel Drive,WBA8E9G53GNT44765,124
2015 BMW X5 XDrive35D,2015.0,BMW,34998.0,Carmax Madison,608-286-3969,42000.0,Gray,Black,Automatic,All Wheel Drive,5UXKS4C58F0J98027,125
2014 BMW 320 XI,2014.0,BMW,19998.0,Carmax Madison,608-286-3969,27000.0,Black,Black,Automatic,Rear Wheel Drive,WBA3C3G55ENS69108,126
2014 BMW 320 XI,2014.0,BMW,19998.0,Carmax Madison,608-286-3969,36000.0,Black,Tan,Automatic,Rear Wheel Drive,WBA3C3G55ENS70372,127
2014 BMW 320 XI,2014.0,BMW,20599.0,Carmax Madison,608-286-3969,27000.0,Red,Black,Automatic,Rear Wheel Drive,WBA3C3G57ENS71930,128
2014 BMW 320 XI,2014.0,BMW,19599.0,Carmax Madison,608-286-3969,24000.0,Red,Black,Automatic,Rear Wheel Drive,WBA3C3G58ENS68471,129
2015 BMW 320xi,2015.0,BMW,20995.0,Goben Cars,608-216-0500,24207.0,White,,Automatic,All Wheel Drive,WBA3C3C56FP664085,130
2002 BMW 530i,2002.0,BMW,6995.0,Auto Works,608-222-3119,52258.0,Black,,Manual,Rear Wheel Drive,WBADT63422CH94835,131
2000 BMW 323,2000.0,BMW,5995.0,Auto Works,608-222-3119,77528.0,White,,Manual,Rear Wheel Drive,WBABR3348YEB39841,132
2002 BMW M3,2002.0,BMW,17995.0,Auto Works,608-222-3119,33330.0,Silver,,Manual,Rear Wheel Drive,WBSBL93422JR15196,133
2013 BMW 550i Xdrive Sedan V8,2013.0,BMW,26980.0,Metro Ford,(888) 750-5842,81595.0,,,Automatic,All Wheel Drive,WBAFU9C51DDY70605,134
