_id,ltable_vin,rtable_vin,ltable_name,ltable_year,ltable_maker,ltable_price,ltable_seller_phone,ltable_seller_name,ltable_miles,ltable_exterior_color,ltable_interior_color,rtable_name,rtable_year,rtable_maker,rtable_price,rtable_seller_phone,rtable_seller_name,rtable_miles,rtable_exterior_color,rtable_interior_color
381,WDDZF4KB3HA152524,WDDZF4KB7HA213910,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57304.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5356.0,Black,Macchiato Beige / Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55443.0,877-650-2166,Umansky Motor Cars,4383.0,Black,BLACK
384,WDDZF4KB5HA229121,WDDZF4KB7HA213910,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56892.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5044.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55443.0,877-650-2166,Umansky Motor Cars,4383.0,Black,BLACK
397,55SWF4KB7HU215112,WDDZF4KB7HA213910,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,55443.0,877-650-2166,Umansky Motor Cars,4383.0,Black,BLACK
638,WBAVL1C52EVY15527,WBAVL1C52EVY15527,2014 BMW X1 xDrive28i,2014,BMW,19299.0,(920) 933-8267,Van Horn Hyundai of Fond du Lac,37430.0,Glacier,,Used 2014 BMW X1 xDrive28i xDrive28i,2014.0,BMW,19299.0,,Van Horn Hyundai Fond Du Lac,37430.0,Glacier Silver Metallic,Black
683,JTJBM7FX3H5159388,JTJBM7FX3H5159388,2017 Lexus GX 460,2017,Lexus,49507.0,(262) 510-0474,Lexus of Brookfield,10614.0,Starfire Pearl,Black,2017 LEXUS GX 460,2017.0,Lexus,49000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,10614.0,Starfire Pearl,BLACK
705,WDDUG8FB2FA159079,WDDUG8FB2FA126812,2015 Mercedes-Benz  S 550,2015,Mercedes-Benz,56640.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,40087.0,Palladium Silver Metallic,Black,2015 Mercedes-Benz S-Class S 550 4MATIC,2015.0,Mercedes-Benz,56987.0,888-570-6761 888-570-6837,Motorwerks of Barrington,38180.0,Black,Silk Beige/Espresso Brown
748,58ABK1GG0HU071400,58ABK1GG0HU071400,2017 Lexus ES 350 Base,2017,Lexus,35000.0,(414) 973-2600,Lexus of Milwaukee,17500.0,Nebula Gray Pearl,Flaxen,2017 LEXUS ES,2017.0,Lexus,35000.0,(414) 386-1368,Lexus of Milwaukee,17500.0,Nebula Gray Pearl,FLAXEN
928,JTJBARBZXF2002726,JTJBARBZ4F2032529,2015 Lexus NX 200t,2015,Lexus,28500.0,(608) 478-2660,Lexus of Madison,43837.0,Eminent White Pearl,Cream,2015 LEXUS NX 200t,2015.0,Lexus,30000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,43599.0,Atomic Silver,BLACK
930,JTJBARBZ4F2032529,JTJBARBZ4F2032529,2015 Lexus NX 200t 200T,2015,Lexus,30000.0,(262) 510-0474,Lexus of Brookfield,43599.0,Atomic Silver,Black,2015 LEXUS NX 200t,2015.0,Lexus,30000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,43599.0,Atomic Silver,BLACK
945,JTJBARBZ6F2018390,JTJBARBZ4F2032529,2015 Lexus NX 200t F Sport,2015,Lexus,31640.0,(815) 308-2308,Gary Lang Automotive Group,41655.0,Gray,Black,2015 LEXUS NX 200t,2015.0,Lexus,30000.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,43599.0,Atomic Silver,BLACK
951,WDCGG0EB0EG239366,WDCGG0EB0EG239366,2014 Mercedes-Benz  GLK250 BlueTEC,2014,Mercedes-Benz,23525.0,(888) 813-5078,Buss Ford Lincoln,67764.0,Blue,,2014 Mercedes-Benz GLK-Class GLK 250 BlueTEC AWD,2014.0,Mercedes-Benz,23525.0,888-660-4137 888-813-5078,Buss Ford Lincoln,67764.0,Blue,
1003,WBA5B3C53FD545262,WBA5B3C53FD545262,2015 BMW 535 i xDrive,2015,BMW,31000.0,(815) 261-4475,BMW and Mazda of Crystal Lake,54791.0,Black,,Used 2015 BMW 5 Series 535i xDrive,2015.0,BMW,31000.0,,MAZDA OF CRYSTAL LAKE,54791.0,Black,
1076,5YMKW8C53F0R42847,WBSLZ9C59FD651278,2015 BMW X6 M Base,2015,BMW,66980.0,(877) 682-3020,VROOM (Milwaukee),23397.0,Black,Black,2015 BMW M6 Base With Navigation,2015.0,BMW,68777.0,847-381-8900,Motor Werks Honda,24719.0,Black Sapphire Metallic,Black
1102,WBA3C3G55ENS69108,WBA3B3C59EJ981119,2014 BMW 320 i xDrive,2014,BMW,19998.0,(608) 286-3923,CarMax Madison,26570.0,Black,Black,2014 BMW 3 Series 328i xDrive AWD,2014.0,BMW,21777.0,888-570-6761 888-570-6837,Motorwerks of Barrington,24923.0,Jet Black,Venetian Beige
1106,WBA3C3G52ENS71785,WBA3B3C59EJ981119,2014 BMW 320 i xDrive,2014,BMW,21998.0,(414) 214-9772,CarMax Metro Parc,24056.0,Black,Black,2014 BMW 3 Series 328i xDrive AWD,2014.0,BMW,21777.0,888-570-6761 888-570-6837,Motorwerks of Barrington,24923.0,Jet Black,Venetian Beige
1107,WBA3C3G57ENS71930,WBA3B3C59EJ981119,2014 BMW 320 i xDrive,2014,BMW,20599.0,(608) 286-3923,CarMax Madison,26686.0,Red,Black,2014 BMW 3 Series 328i xDrive AWD,2014.0,BMW,21777.0,888-570-6761 888-570-6837,Motorwerks of Barrington,24923.0,Jet Black,Venetian Beige
1121,JTJBT20X580171358,JTJBT20X580171358,2008 Lexus GX 470,2008,Lexus,13000.0,(414) 973-2600,Lexus of Milwaukee,161541.0,Salsa Red Pearl,Dark Gray,2008 LEXUS GX,2008.0,Lexus,13000.0,(414) 386-1368,Lexus of Milwaukee,161541.0,Salsa Red Pearl,DARK GRAY
1146,5UXWX9C55D0D05230,5UXWX9C55D0D05230,2013 BMW X3 xDrive28i,2013,BMW,27900.0,(815) 402-3517,Galena Chrysler,39811.0,Silver,Black / Light Graystone,2013 BMW X3 Xdrive28I WAGON,2013.0,BMW,27900.0,888-678-9662 888-713-6429,Galena Chrysler,39811.0,Silver,BLACK/LIGHT GRAYSTONE
1155,JTHBN36F355028004,JTHBN36F355028004,2005 Lexus LS 430 RWD,2005,Lexus,12452.0,(815) 599-1598,JH Barkau & Sons Auto Sales,118205.0,Black Onyx,Black,2005 Lexus LS 430 RWD,2005.0,Lexus,12452.0,866-731-1116,JH Barkau & Sons Auto Sales,118205.0,Black Onyx,Black
1165,JTHBK1EG9C2512006,JTHBK1EG9C2512006,2012 Lexus ES 350,2012,Lexus,16995.0,(262) 510-2733,Reina International,75558.0,Obsidian Black,Parchment,2012 Lexus ES 350,2012.0,Lexus,16995.0,(262) 781-3336,Reina International,75558.0,Obsidian,Parchment
1239,JTHCF1D21F5022256,JTHCF1D21F5022256,2015 Lexus IS 250 250,2015,Lexus,25784.0,(414) 269-8713,Russ Darrow Kia of Wauwatosa,34884.0,Starfire Pearl,Flaxen,Used 2015 Lexus IS 250,2015.0,Lexus,25784.0,888-356-1417,Russ Darrow Kia,34884.0,Starfire Pearl,Flaxen
1250,WBA8E1C52HK480072,WBA8E1C52HK480072,2017 BMW 330e iPerformance,2017,BMW,45888.0,(866) 932-0704,BMW of Milwaukee North,10003.0,Black Sapphire Metallic,Black,2017 BMW 330e iPerformance Sedan,2017.0,BMW,45888.0,888-258-1784 888-258-6303,Concours BMW,10003.0,Black Sapphire,BLACK
1266,2T2BK1BAXDC208554,2T2BK1BAXDC208554,2013 Lexus RX 350,2013,Lexus,20990.0,(877) 837-4750,Sommer's Automotive,111681.0,Black,,2013 LEXUS RX 350 AWD 4dr SUV,2013.0,Lexus,20990.0,888-494-4193,Sommer's Automotive,111681.0,Black,
1424,WBAVL1C53FVY30460,WBAVL1C53FVY30460,2015 BMW X1 xDrive 28i,2015,BMW,24873.0,(563) 239-2190,Richardson Motors,24460.0,Alpine White,,"2015 BMW X1 xDrive28i SUV - Heated Leather, Bluetooth",2015.0,BMW,24873.0,(888) 480-1482,Richardson Motors,24460.0,Alpine White,
1465,WBA5B3C5XFD545615,WBA3T7C52FP942309,2015 BMW 535 i xDrive,2015,BMW,32985.0,(414) 930-1684,International Autos,44717.0,Dark Graphite Metallic,Black,2015 BMW 4 Series 435i xDrive AWD,2015.0,BMW,33905.0,888-570-6761 888-570-6837,Motorwerks of Barrington,42841.0,Gray,Oyster
1492,WAUFFAFL1EN014030,WAUFFAFL1EN014030,2014 Audi A4 2.0T Premium Plus quattro,2014,Audi,21000.0,(414) 973-2600,Lexus of Milwaukee,53652.0,Brilliant Black,Black,2014 Audi A4,2014.0,Audi,21000.0,(414) 386-1368,Lexus of Milwaukee,53652.0,Brilliant black,BLACK
1551,WDDZF4KB8HA206416,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57065.0,(262) 510-0488,Mercedes-Benz of Elmbrook,4310.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1552,WDDZF4KB0HA128696,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55876.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5287.0,Polar White,beige,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1555,WDDZF4KB1HA181326,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55695.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,5656.0,Iridium Silver Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1556,WDDZF4KB0HA206992,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57781.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4387.0,Obsidian Black Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1558,WDDZF4KB9HA023218,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56499.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4499.0,Black,Macchiato Beige,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1559,WDDZF4KB3HA135206,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55499.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,4163.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1560,WDDZF4KB7HA213910,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55443.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4383.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1561,WDDZF4KBXHA203839,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,55085.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,4320.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1562,WDDZF4KB3HA152524,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,57304.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5356.0,Black,Macchiato Beige / Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1565,WDDZF4KB5HA229121,WDDZF4KB9HA023218,2017 Mercedes-Benz  E 300,2017,Mercedes-Benz,56892.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,5044.0,Selenite Grey Metallic,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1578,55SWF4KB7HU215112,WDDZF4KB9HA023218,2017 Mercedes-Benz  C 300,2017,Mercedes-Benz,,(888) 821-5863,Mercedes-Benz of Milwaukee North,4878.0,Black,Black,2017 Mercedes-Benz E-Class E 300 Sedan,2017.0,Mercedes-Benz,56499.0,877-650-2166,Umansky Motor Cars,4499.0,Black,MACCHIATO BEIGE
1764,WA1LFAFP1FA081884,WAUFFAFL1FN014384,2015 Audi Q5 2.0T Premium Plus quattro,2015,Audi,,(414) 375-2115,Audi North Shore,30000.0,Monsoon Gray,,2015 Audi A4 2.0T Premium (Tiptronic) Sedan,2015.0,Audi,25967.0,414-543-3000,INTERNATIONAL AUTOS GROUP,31880.0,Moonlight blue metallic,Titanium gray / Steel gray
1784,55SWF4KB4FU004060,55SWF4KB4FU031842,2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,26898.0,(888) 821-5863,Mercedes-Benz of Milwaukee North,21811.0,Polar White,Beige/Black,2015 Mercedes-Benz 4dr Sdn C 300 4MATIC,2015.0,Mercedes-Benz,26900.0,(608) 258-4000,Zimbrick European,23045.0,Black,Black MB-Tex
1792,55SWF4KB8FU047719,55SWF4KB4FU031842,2015 Mercedes-Benz  C 300,2015,Mercedes-Benz,26870.0,(888) 821-6594,Mercedes-Benz of Milwaukee North,24981.0,Palladium Silver Metallic,Black,2015 Mercedes-Benz 4dr Sdn C 300 4MATIC,2015.0,Mercedes-Benz,26900.0,(608) 258-4000,Zimbrick European,23045.0,Black,Black MB-Tex
1895,WBAVM5C52FVV94307,WBAVM5C52FVV94307,2015 BMW X1 xDrive 35i,2015,BMW,25989.0,(608) 338-1543,Kayser Chrysler Center,30566.0,Mineral Gray,Coral Red / Gray Black,2015 BMW X1 xDrive35i SUV,2015.0,BMW,25989.0,866-752-3695,Kayser Nissan,30566.0,Mineral Gray,
1911,TRUSFAFK3D1000702,TRUSFAFK3D1000702,2013 Audi TT 2.0T Premium Plus,2013,Audi,27996.0,(815) 572-4336,Marengo Auto Group,19266.0,Black,Black,2013 Audi TT 2.0T Roadster quattro S tronic,2013.0,Audi,27996.0,866-387-6926,Marengo Auto Group,19266.0,Black,Leather
2053,5UXKT0C50J0W00279,5UXKT0C50J0W00279,2018 BMW X5 eDrive xDrive40e,2018,BMW,62885.0,(414) 939-8502,International Autos,2409.0,Black Sapphire Metallic,Black,2018 BMW X5 eDrive xDrive40e iPerformance SAV,2018.0,BMW,62885.0,,International Alfa Romeo,2409.0,Black Sapphire Metallic,Black
2165,WBA3A5C59CF256067,WBA3A5C59CF256067,2012 BMW  328i Modern Turbo,2012,BMW,12995.0,(608) 318-4095,Scott Motors,97485.0,Silver,Saddle,2012 BMW 3-Series 328i Modern Turbo,2012.0,BMW,12995.0,,Scott Motors,97485.0,Silver,Leather
2245,WBA3B3C53FF546343,WBA3B3C53FF546343,2015 BMW 328 i xDrive,2015,BMW,22634.0,(877) 465-8196,Kunes Country Chevrolet GMC Buick of Elkhorn,61210.0,Alpine White,Black,2015 BMW 3 Series 328i xDrive,2015.0,BMW,22634.0,(888) 440-2312,Kunes Country Ford Lincoln Inc.,61210.0,,
2333,WDBUF87J86X188732,WDBUF87J86X188732,2006 Mercedes-Benz  E 350 4MATIC,2006,Mercedes-Benz,8950.0,(262) 586-4283,Kunes Country Chevrolet Cadillac of Delavan,173702.0,Gray,,2006 Mercedes-Benz E 350 4MATIC,2006.0,Mercedes-Benz,8950.0,888-446-6028 888-439-7059,Kunes Country Ford Lincoln,173702.0,Gray,
2453,4JGDA5HB8FA459261,WDDHF8JB7FB135298,2015 Mercedes-Benz  ML 350,2015,Mercedes-Benz,31989.0,(608) 338-1462,Zimbrick Hyundai Eastside,39394.0,Polar White,Almond Beige/Mocha,2015 Mercedes-Benz E-Class E 350 4MATIC,2015.0,Mercedes-Benz,32493.0,888-570-6761 888-570-6837,Motorwerks of Barrington,40815.0,Gray,Black
2478,JTJBARBZ0F2034892,JTJBARBZ0F2034892,2015 Lexus NX 200t 200T,2015,Lexus,33507.0,(262) 510-0474,Lexus of Brookfield,28971.0,Blue,Brown,2015 LEXUS NX 200t,2015.0,Lexus,33507.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,28971.0,Meteor,FLAXEN SYN LTH
2484,JTJYARBZ7F2017078,JTJBARBZ0F2034892,2015 Lexus NX 200t F SPORT 4dr Crossover,2015,Lexus,32730.0,(877) 682-3020,VROOM (Milwaukee),29908.0,Black,Red,2015 LEXUS NX 200t,2015.0,Lexus,33507.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,28971.0,Meteor,FLAXEN SYN LTH
2776,WBA3K5C56EKT33646,WBA3K5C56EKT33646,2014 BMW 328d xDrive,2014,BMW,22520.0,(262) 229-4393,Fields Jaguar Land Rover Volvo Waukesha,66137.0,Sparkling Bronze Metallic,Black,2014 BMW 3 Series 328d Xdrive,2014.0,BMW,22520.0,866-700-7434,Fields Jaguar Land Rover Volvo Madison,66137.0,Sparkling Bronze Metallic,Black
2807,WBA8K3C35HA022910,WBA8K3C35HA022910,2017 BMW 330 i xDrive,2017,BMW,49878.0,(866) 932-0704,BMW of Milwaukee North,4685.0,Mineral Gray Metallic,Black,2017 BMW 330i xDrive Sports Wagon,2017.0,BMW,49878.0,888-258-1784 888-258-6303,Concours BMW,4685.0,Mineral Gray,BLACK
2852,JTJYARBZ7F2000992,JTJYARBZ7F2000992,2015 Lexus NX 200t 200T,2015,Lexus,27500.0,(262) 373-6622,Lexus of Brookfield,30268.0,Atomic Silver,Brown,2015 LEXUS NX 200t,2015.0,Lexus,27509.0,888-462-0997 888-889-7155,Jack Safro's Lexus of Brookfield,30268.0,Atomic Silver,BROWN
2869,WAUVGAFH8AN010779,WAUVGAFH8AN010779,2010 Audi S5 Prestige,2010,Audi,19995.0,(414) 455-6995,"AutoSource Motors, Inc.",48138.0,Brilliant Black,Black,2010 Audi S5 Cabriolet 2dr Cabriolet Prestige Convertible,2010.0,Audi,19995.0,888-784-8893,Autosource Motors Inc.,48138.0,Brilliant Black,Black
3006,WBAKP9C5XFD693920,WBAKP9C5XFD693920,2015 BMW 550 i xDrive,2015,BMW,43885.0,(414) 930-1684,International Autos,27837.0,Space Gray Metallic,Venetian Beige,2015 BMW 550i xDrive Sedan,2015.0,BMW,43885.0,,International Alfa Romeo,27837.0,Space Gray Metallic,Venetian Beige
3041,JTHCE1BLXE5026724,JTHCE1BLXE5026724,2014 Lexus GS 350 Base,2014,Lexus,28597.0,(866) 413-8566,Gordie Boucher Lincoln of West Allis,34416.0,Starfire Pearl,Black,2014 LEXUS GS 350 Sedan V-6 cyl,2014.0,Lexus,28597.0,888-450-6819,Gordie Boucher Lincoln West Allis,34416.0,Starfire Pearl,BLACK
3082,5UXFB53554LV03048,5UXFB53554LV03048,2004 BMW X5 4.4i,2004,BMW,4997.0,(414) 326-9166,Diamond Jim's Motorcars,190230.0,Black,,2004 BMW X5 4.4i SUV,2004.0,BMW,4997.0,888-261-9579,Diamond Jim's Motorcars,190230.0,Black,
3092,4JGDF7CE9DA148238,4JGDF7CE9DA148238,2013 Mercedes-Benz  GL 450 4MATIC,2013,Mercedes-Benz,27995.0,(608) 729-3822,Schoepp Motors West,93653.0,Lunar Blue Metallic,,2013 Mercedes-Benz GL-Class GL 450,2013.0,Mercedes-Benz,27995.0,,Schoepp Motors West,93653.0,Lunar Blue Metallic,
3181,JTHBJ46GX82240575,JTHBJ46GX82240575,2008 Lexus ES 350,2008,Lexus,9993.0,(866) 590-9089,Boucher Chevrolet of Waukesha,109427.0,Black Sapphire,Cashmere,Used 2008 Lexus ES 350 4dr Sedan,2008.0,Lexus,9993.0,866-668-0615 866-590-9089,Boucher Chevrolet,109427.0,Black Sapphire,Cashmere W/perforated Semi Aniline Leather Seat
3261,JTHCE1BLXFA002397,JTHCE1BLXFA002397,2015 Lexus GS 350,2015,Lexus,32950.0,(608) 478-2657,Lexus of Madison,27890.0,Nebula Gray Pearl,Flaxen,2015 Lexus GS 350,2015.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,27890.0,NEBULA GRAY PEARL,FLAXEN
3291,2T2BK1BA3FC293952,JTHCE1BLXFA002397,2015 Lexus RX 350,2015,Lexus,31500.0,(262) 373-6622,Lexus of Brookfield,28714.0,Black,Black,2015 Lexus GS 350,2015.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,27890.0,NEBULA GRAY PEARL,FLAXEN
3296,JTHSE5BC3F5003547,JTHCE1BLXFA002397,2015 Lexus RC 350 Base,2015,Lexus,31950.0,(608) 478-2657,Lexus of Madison,27031.0,Silver Lining Metallic,Black,2015 Lexus GS 350,2015.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,27890.0,NEBULA GRAY PEARL,FLAXEN
3304,2T2BK1BA7FC297440,JTHCE1BLXFA002397,2015 Lexus RX 350 Base,2015,Lexus,31989.0,(815) 580-3162,Wheels by RT,27988.0,Stargazer Black,Saddle,2015 Lexus GS 350,2015.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,27890.0,NEBULA GRAY PEARL,FLAXEN
3308,JTHCE1D29F5007121,JTHCE1BLXFA002397,2015 Lexus IS 350,2015,Lexus,30998.0,(608) 286-3923,CarMax Madison,27698.0,Red,Black,2015 Lexus GS 350,2015.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,27890.0,NEBULA GRAY PEARL,FLAXEN
3319,2T2BK1BAXFC330835,JTHCE1BLXFA002397,2015 Lexus RX 350,2015,Lexus,32884.0,(563) 239-2190,Richardson Motors,28106.0,Gray,,2015 Lexus GS 350,2015.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,27890.0,NEBULA GRAY PEARL,FLAXEN
3323,JTHSE5BC6F5004451,JTHCE1BLXFA002397,2015 Lexus RC 350 2dr Cpe AWD,2015,Lexus,33989.0,(608) 440-2725,Zimbrick Chevrolet,27893.0,Silver Lining Metallic,F-Sport Black,2015 Lexus GS 350,2015.0,Lexus,32950.0,877-510-3625 877-545-4105,Lexus of Madison,27890.0,NEBULA GRAY PEARL,FLAXEN
3413,WUAVNAFG2F7001607,WUAVNAFG2F7001607,2015 Audi R8 V10,2015,Audi,129989.0,(920) 541-2495,Kearns Motor Car Co.,10918.0,Black,Black,2015 Audi R8 5.2,2015.0,Audi,129989.0,920-674-6777,Kearns Motor Car,10918.0,Mythos Black Metallic/Black Roof,Black
