name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2015 Audi Q7 3.0T S Line Prestige,Audi,White,35994,Audi Morton Grove,(888) 508-5453,4.5,213,58736,109,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1DGAFE6FD012283
2015 Audi Q7 3.0T Premium Plus,Audi,Other,28251,Audi Morton Grove,(888) 508-5453,4.5,213,54039,109,Lava / Gray Pearl,Black,8-Speed Automatic,AWD,WA1LGAFE6FD013784
2015 Audi Q7 3.0T Premium Plus,Audi,Gray,35994,Audi Morton Grove,(888) 508-5453,4.5,213,35116,109,Graphite Gray Metallic,Black,8-Speed Automatic,AWD,WA1LGAFE1FD016866
2010 Audi Q7 3.6 Prestige,Audi,Black,15895,United Auto Exchange,(630) 884-6080,5,37,118829,109,Black,Cardamom,6-Speed Automatic,AWD,WA1VYAFE1AD002545
2015 Audi Q7 3.0T S Line Prestige,Audi,White,46895,United Auto Exchange,(630) 884-6080,5,37,52519,109,White,Black,8-Speed Automatic,AWD,WA1WMAFE4FD030413
2017 Audi Q7 3.0T Premium,Audi,Black,57997,Audi Morton Grove,(888) 508-5453,4.5,213,13394,109,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1LAAF70HD036631
2015 Audi Q7 3.0T Premium Plus,Audi,Black,28494,Audi Morton Grove,(888) 508-5453,4.5,213,70374,109,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1LGAFE4FD013086
2017 Audi Q7 2.0T Premium,Audi,White,52854,Audi Morton Grove,(888) 508-5453,4.5,213,13535,109,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1LHAF76HD043644
2015 Audi Q7 3.0T Premium Plus,Audi,Black,29754,Audi Morton Grove,(888) 508-5453,4.5,213,61777,109,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1LGAFEXFD008541
2017 Audi Q7 3.0T Premium Plus,Audi,Black,51524,Lexus of Naperville,(888) 553-3941,4.8,567,12804,110,Night Black,Black,8-Speed Automatic,quattro,WA1LAAF73HD046635
2015 Audi Q7 3.0T Premium,Audi,White,35449,Bill Jacobs VW,(888) 383-7403,4.8,133,29817,110,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1LGAFE8FD013592
2018 Audi Q7 3.0T Premium Plus,Audi,Black,57990,Continental Audi of Naperville,(866) 454-8678,4.8,470,5289,111,Orca Black Metallic,Black,Automatic with Tiptronic,AWD,WA1LAAF73JD007601
2014 Audi Q7 3.0T S Line Prestige,Audi,Black,36909,Continental Audi of Naperville,(866) 454-8678,4.8,470,46047,111,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1DGAFEXED020207
2014 Audi Q7 3.0 TDI Premium,Audi,Silver,34700,Heritage Cadillac,(888) 840-6810,4.8,298,53600,111,Ice Silver Metallic,Black,8-Speed Automatic,AWD,WA1LMAFEXED017182
2014 Audi Q7 3.0 TDI Prestige,Audi,White,41500,Napleton's Aston Martin of Chicago,(630) 984-5007,4.9,61,24436,114,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1VMBFE2ED016025
2014 Audi Q7 3.0 TDI Premium Plus,Audi,Gray,32226,McGrath City Honda,(888) 316-6411,4.8,635,42586,115,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1LMAFE3ED001342
2015 Audi Q7 3.0 TDI Premium Plus,Audi,White,34800,Ultimo Motorsports,(708) 572-4744,4.8,84,48341,115,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1LMAFE3FD023813
2014 Audi Q7 3.0 TDI Prestige,Audi,Gray,36800,Ultimo Motorsports,(708) 572-4744,4.8,84,28068,115,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1VMAFE3ED017095
2015 Audi Q7 3.0T S Line Prestige,Audi,White,34800,Ultimo Motorsports,(708) 572-4744,4.8,84,52300,115,Glacier White Metallic,Cardamom,8-Speed Automatic,AWD,WA1DGBFE3FD026244
2015 Audi Q7 3.0T S line Prestige,Audi,Black,38412,Mercedes-Benz of Westmont,(888) 480-8127,4.8,248,39023,115,Night Black,Cardamom,8-Speed Automatic w/OD,AWD,WA1DGAFE8FD005383
2014 Audi Q7 3.0 TDI Premium,Audi,White,30909,Mercedes-Benz of Westmont,(888) 480-8127,4.8,248,76286,115,Glacier White Metallic,Black,8-Speed Automatic w/OD,AWD,WA1LMAFEXED012015
2014 Audi Q7 3.0T Premium,Audi,Blue,35994,Audi Westmont,(866) 902-6621,4.8,354,26415,115,Atlantis Blue Metallic,Cardamom,8-Speed Automatic w/OD,AWD,WA1LGAFE2ED017457
2015 Audi Q7 3.0T S line Prestige,Audi,Gray,37999,Zeigler Buick GMC of Lincolnwood,(847) 629-0357,4.6,375,41597,115,Gray,Charcoal,8-SPEED A/T,All Wheel Drive,WA1DGAFE0FD005345
2013 Audi Q7 3.0 TDI Prestige,Audi,Gray,32800,Ultimo Motorsports,(708) 572-4744,4.8,84,57178,115,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1VMAFE1DD013464
2015 Audi Q7 3.0T Premium,Audi,White,30985,Luxury Auto Selection,(773) 756-5631,4.5,20,49380,116,Carrara White,Black,8-Speed Automatic,AWD,WA1LGAFE4FD004047
2007 Audi Q7 3.6 Premium,Audi,Silver,12195,The Autobarn Volvo Cars of Oak Park,(708) 622-9298,4.6,87,98703,118,Silver,Black,6-Speed Automatic,AWD,WA1BY74LX7D058791
2017 Audi Q7 3.0T Premium,Audi,Black,48503,Zeigler Pre-Owned of Chicago,(708) 512-7682,5,13,14315,120,Night Black,Black,8-Speed Automatic,AWD,WA1LAAF76HD043129
2015 Audi Q7 3.0T Premium,Audi,Black,36999,The Autobarn Volkswagen of Countryside,(708) 934-4132,4.7,509,27317,120,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1LGAFE3FD009210
2015 Audi Q7 3.0T S line Prestige,Audi,White,44997,Fletcher Jones Audi,(312) 260-5062,4.8,547,12660,121,Glacier White Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1DGAFE3FD016212
2017 Audi Q7 Premium Plus,Audi,Black,53997,Fletcher Jones Audi,(312) 260-5062,4.8,547,14482,121,Orca Black Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LHAF73HD044010
2015 Audi Q7 3.0T Premium Plus,Audi,Black,34714,Fletcher Jones Audi,(312) 260-5062,4.8,547,33811,121,Orca Black Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LGAFEXFD021578
2013 Audi Q7 3.0 TDI Premium,Audi,Black,30500,Berman INFINITI Chicago,(312) 635-7785,4.8,925,37259,123,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1LMAFE6DD013631
2015 Audi Q7 3.0T S Line Prestige,Audi,Other,39900,Oak Lawn Mazda,(866) 538-0470,4.9,801,26465,126,Lava / Gray Pearl,Limestone,8-Speed Automatic,AWD,WA1DGAFE6FD003454
2007 Audi Q7 4.2,Audi,Silver,13880,Luxury Auto Xchange,(708) 392-5098,4.7,144,117942,130,Sebring Silver Metallic,Limestone Gray,6-Speed Automatic,AWD,WA1AV74L57D033771
2015 Audi Q7 3.0T Premium,Audi,Gray,39373,Audi Orland Park,(708) 390-3162,4.7,248,39462,131,Graphite Gray Metallic,Black,8-Speed Automatic with Tiptronic,quattro,WA1LGAFEXFD013500
2009 Audi Q7 3.6 Prestige,Audi,Silver,15995,Adam Auto Group,(708) 589-4603,4.9,49,84062,132,Silver,Black,6-Speed Automatic,AWD,WA1AY74LX9D005135
2012 Audi Q7 3.0T S Line Prestige,Audi,Black,24900,Import Exchange Inc.,(708) 390-3169,4.4,26,66291,133,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1DGAFE5CD006941
2008 Audi Q7 3.6 Premium,Audi,White,11987,Luxury Automax,(708) 271-9647,5,269,110865,134,White,Black,6-Speed Automatic,AWD,WA1BY74L38D030834
2015 Audi Q7 3.0 TDI Premium,Audi,Gray,33000,Dan Deery Toyota,(319) 774-5839,4.8,292,77255,156,Graphite Gray Metallic,Black,8-Speed Automatic,AWD,WA1LMAFE9FD017644
2013 Audi Q7 3.0 TDI Prestige,Audi,Other,31490,Uftring Automall,(888) 562-1102,5,8,51091,162,,,8-Speed Automatic,AWD,WA1VMBFE0DD013932
2017 Audi Q7 3.0T Premium,Audi,White,52999,My Auto Import Center,(231) 981-0094,4.9,583,7310,164,Carrara White,Black,Automatic with Tiptronic,AWD,WA1LAAF78HD059283
2015 Audi Q7 3.0T S Line Prestige,Audi,Black,37490,Luther Park Place BMW,(507) 316-0326,4.9,912,48097,166,Midnight Black,Black,8-Speed Automatic,AWD,WA1DGAFE7FD009179
2015 Audi Q7 3.0T Premium Plus,Audi,White,36990,Luther Park Place BMW,(507) 316-0326,4.9,912,25639,166,Carrara White,Black,8-Speed Automatic,AWD,WA1LGAFE7FD005161
2017 Audi Q7 3.0T Premium,Audi,Silver,50998,Luther Park Place BMW,(507) 316-0326,4.9,912,21337,166,Florett Silver Metallic,Rock Gray,8-Speed Automatic,AWD,WA1LAAF74HD041301
2013 Audi Q7 3.0T S Line Prestige,Audi,White,28900,Sam Leman Toyota - Bloomington,(888) 640-8166,5,34,59593,182,Glacier White,Black,8-Speed Automatic,AWD,WA1DGAFE9DD011822
2014 Audi Q7 3.0 TDI Premium,Audi,Gray,34980,VROOM (Milwaukee),(877) 682-3020,,,46021,76,Gray,Black,8-Speed Automatic w/OD,AWD,WA1WMAFEXED006406
2014 Audi Q7 3.0 TDI Premium,Audi,White,33330,VROOM (Milwaukee),(877) 682-3020,,,58618,76,White,Black,8-Speed Automatic w/OD,AWD,WA1VMAFE3ED004590
2015 Audi Q7 3.0T Premium Plus,Audi,Gray,32400,Carvana Chicago (As Soon as Next Day Delivery),(708) 360-4164,4.8,38,52114,124,Gray,Black,8-Speed Automatic,AWD,WA1LGAFE1FD007424
2014 Audi Q7 3.0T Premium Plus,Audi,Black,28400,Carvana Chicago (As Soon as Next Day Delivery),(708) 360-4164,4.8,38,57941,124,Black,Black,8-Speed Automatic,AWD,WA1LGAFE9ED015088
2013 Audi Q7 3.0 TDI Premium Plus,Audi,Black,33200,Carvana Chicago (As Soon as Next Day Delivery),(708) 360-4164,4.8,38,53244,124,Black,Black,8-Speed Automatic,AWD,WA1LMAFE9DD007774
2014 Audi Q7 3.0 TDI Premium Plus,Audi,Gray,34500,Carvana Chicago (As Soon as Next Day Delivery),(708) 360-4164,4.8,38,52993,124,Gray,Black,8-Speed Automatic,AWD,WA1LMAFEXED013052
2013 Audi Q7 3.0 TDI Premium Plus,Audi,Gray,28300,Carvana Chicago (As Soon as Next Day Delivery),(708) 360-4164,4.8,38,80536,124,Gray,Black,8-Speed Automatic,AWD,WA1LMAFE3DD016275
2015 Audi Q7 3.0T Premium,Audi,White,36100,Carvana Chicago (As Soon as Next Day Delivery),(708) 360-4164,4.8,38,27240,124,White,Black,8-Speed Automatic,AWD,WA1CGAFE0FD032816
2017 Audi Q7 Premium Plus,Audi,Black,48730,VROOM (Milwaukee),(877) 682-3020,,,28527,76,Black,Gray,8-Speed Automatic w/OD,AWD,WA1LAAF77HD043043
2014 Audi Q7 3.0T Premium,Audi,Black,28980,VROOM (Milwaukee),(877) 682-3020,,,51734,76,Black,Black,8-Speed Automatic w/OD,AWD,WA1LGAFE1ED002562
2015 Audi Q7 3.0T Premium,Audi,White,30900,Carvana Chicago (As Soon as Next Day Delivery),(708) 360-4164,4.8,38,61453,124,White,Cardamom,8-Speed Automatic,AWD,WA1CGAFE7FD004804
2014 Audi Q7 3.0 TDI Premium,Audi,White,33330,VROOM (Chicago),(312) 635-7277,2.4,281,58618,124,White,Black,8-Speed Automatic w/OD,AWD,WA1VMAFE3ED004590
2014 Audi Q7 3.0 TDI Premium,Audi,White,33330,VROOM (South Bend-Elkhart),(866) 413-5180,2.4,281,58618,196,White,Black,8-Speed Automatic w/OD,AWD,WA1VMAFE3ED004590
2015 Audi Q7 3.0T Premium Plus,Audi,Black,30995,Schoepp Motors West,(608) 729-3822,4.8,1500,54012,4,Black,,8-Speed Automatic,AWD,WA1LGAFE2FD001826
2015 Audi Q7 3.0T S Line Prestige,Audi,Gray,36990,Napleton Autowerks Loves Park,(888) 231-8946,4.9,341,45164,57,Gray,,8-Speed Automatic,AWD,WA1DGAFE9FD003237
2014 Audi Q7 3.0 TDI Premium Plus quattro,Audi,Gray,39991,Hall Volkswagen Mazda,(888) 450-4176,4.6,56,19607,65,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1LMAFE4ED017811
2018 Audi Q7 3.0T Prestige,Audi,White,65000,International Autos,(414) 939-8502,3.8,56,251,71,Glacier White Metallic,Black,Automatic with Tiptronic,AWD,WA1VAAF79JD013430
2013 Audi Q7 3.0 TDI Premium Plus,Audi,Gray,30000,International Autos,(414) 939-8502,3.8,56,56743,71,Daytona Gray Pearl,Espresso,8-Speed Automatic,AWD,WA1LMBFE8DD012616
2017 Audi Q7 3.0T Premium,Audi,Black,64967,Audi North Shore,(414) 375-2104,3.5,14,5920,75,Orca Black Metallic,Black,Automatic with Tiptronic,AWD,WA1VAAF75HD056379
2013 Audi Q7 3.0 TDI Premium,Audi,Black,33972,Porsche Milwaukee North,(888) 481-5925,,,24232,77,Black,Black,8-Speed Automatic,AWD,WA1LMAFE1DD000897
2013 Audi Q7 3.0 TDI Premium Plus,Audi,Other,28995,"AutoSource Motors, Inc.",(414) 455-6995,4.8,157,45191,79,Lava / Gray Pearl,Black,8-Speed Automatic,AWD,WA1LMAFE0DD010854
2014 Audi Q7 3.0 TDI Premium Plus,Audi,Gray,29995,"AutoSource Motors, Inc.",(414) 455-6995,4.8,157,53282,79,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1LMAFE1ED009407
2008 Audi Q7 4.2 Premium,Audi,Gray,14795,Kunes Country Ford of Antioch,(888) 458-0318,4.8,663,85450,80,Quartz Gray Metallic,Black,6-Speed Automatic,AWD,WA1EV74LX8D020193
2014 Audi Q7 3.0T S Line Prestige,Audi,Black,33500,BMW and Mazda of Crystal Lake,(815) 261-4475,4.7,325,52198,82,Black,Black,8-Speed Automatic,AWD,WA1DGAFE1ED017714
2012 Audi Q7 3.0T Premium,Audi,Gray,29998,CarMax Kenosha,(262) 298-1245,,,41309,84,Gray,Black,8-Speed Automatic w/Manual Shift,AWD,WA1LGAFE0CD002193
2014 Audi Q7 Premium Plus,Audi,Blue,29998,CarMax Kenosha,(262) 298-1245,,,49568,84,Blue,Black,8-Speed Automatic w/OD,AWD,WA1CGAFE1ED016087
2015 Audi Q7 3.0 TDI Premium quattro,Audi,White,33499,Midwest Motors,(847) 961-4998,4.9,150,80437,91,Glacier White Metallic,Espresso,8-Speed Automatic,AWD,WA1LMAFE3FD011676
2014 Audi Q7 3.0 TDI Premium,Audi,Other,32593,McGrath Volvo Cars Barrington,(847) 915-3720,4.5,26,33121,92,,Black,Automatic,AWD,WA1LMAFE3ED018772
2015 Audi Q7 3.0 TDI Premium,Audi,Gray,39994,"Kolosso Chrysler, Jeep, Dodge, RAM",(920) 779-1201,4.7,412,44188,96,Daytona Gray Pearl,Black,8-Speed Automatic,AWD,WA1WMAFE9FD009637
2017 Audi Q7 3.0T Premium,Audi,White,50991,Lexus of Arlington,(847) 752-5844,2.6,90,20689,97,Glacier White Metallic,Black,Automatic with Tiptronic,AWD,WA1LAAF75HD019825
2014 Audi Q7 3.0T Premium Plus,Audi,White,35990,Bergstrom Imports on Victory Lane,(866) 519-7178,4.2,390,41531,97,Carrara White,Black,8-Speed Automatic,AWD,WA1LGAFE4ED016097
2008 Audi Q7 3.6 Premium,Audi,Gray,11495,Lexus of Arlington,(847) 752-5844,2.6,90,113165,97,Daytona Gray Pearl,Black,6-Speed Automatic,AWD,WA1BY74L28D038195
2015 Audi Q7 3.0 TDI Premium Plus,Audi,White,38947,Lux Cars Chicago,(847) 850-0664,4.4,79,42685,99,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1LMAFE3FD012374
2013 Audi Q7 3.0T S Line Prestige,Audi,White,28984,Lux Cars Chicago,(847) 850-0664,4.4,79,64383,99,Glacier White Metallic,Black,8-Speed Automatic,AWD,WA1DGBFE4DD012737
2015 Audi Q7 3.0T Premium,Audi,Black,31971,Zeigler Chevrolet,(847) 278-0258,3.9,52,46135,100,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1LGAFE8FD006092
2015 Audi Q7 3.0T Premium Plus,Audi,Black,33880,Audi Hoffman Estates,(847) 961-4942,4.9,1140,42427,100,Orca Black Metallic,Black,8-Speed Automatic w/OD,AWD,WA1LGAFE3FD009675
2014 Audi Q7 3.0 TDI Premium Plus,Audi,Blue,28495,M & I Motors,(847) 239-5796,4.6,201,77231,101,Atlantis Blue Metallic,Cardamom,8-Speed Automatic,AWD,WA1LMBFE6ED008176
2012 Audi Q7 3.0T S Line Prestige,Audi,Black,18910,M & I Motors,(847) 239-5796,4.6,201,100923,101,Orca Black Metallic,Black,8-Speed Automatic,AWD,WA1AGAFE0CD000855
2013 Audi Q7 3.0T Premium,Audi,Silver,24995,M & I Motors,(847) 239-5796,4.6,201,49160,101,Ice Silver Metallic,Black,8-Speed Automatic,AWD,WA1CGAFEXDD008262
2015 Audi Q7 3.0T Premium Plus,Audi,Gray,29495,M & I Motors,(847) 239-5796,4.6,201,56462,101,Graphite Gray Metallic,Black,8-Speed Automatic,AWD,WA1LGAFE7FD003877
2013 Audi Q7 3.0T S Line Prestige,Audi,Black,27995,M & I Motors,(847) 239-5796,4.6,201,62099,101,Orca Black Metallic,Limestone,8-Speed Automatic,AWD,WA1DGAFEXDD002577
2014 Audi Q7 3.0L TDI Premium Plus,Audi,White,31800,Chicago Motor Cars,(630) 984-4087,4.7,476,80891,102,Glacier White Metallic,Black,8-SPEED A/T,All Wheel Drive,WA1LMAFEXED003069
2014 Audi Q7 3.0T Premium,Audi,White,34957,The Autobarn of Mt. Prospect - Volkswagen,(847) 613-4918,4.8,1370,26098,102,Carrara White,Espresso,8-Speed Automatic w/OD,AWD,WA1LGAFE5ED017954
2013 Audi Q7 3.0T Premium Plus,Audi,Silver,22855,Jidd Motors,(866) 615-4910,4.6,787,77709,105,Silver,Black,8-Speed Automatic w/Manual Shift,AWD,WA1LGAFE5DD009447
2015 Audi Q7 3.0T Premium Plus,Audi,Gray,33755,Jidd Motors,(866) 615-4910,4.6,787,33167,105,Gray,Black,8-Speed Automatic w/OD,AWD,WA1LGAFE7FD012904
2017 Audi Q7 3.0T Premium Plus,Audi,White,51355,Jidd Motors,(866) 615-4910,4.6,787,18506,105,White,Black,8-Speed Automatic w/OD,AWD,WA1LAAF7XHD041500
2014 Audi Q7 3.0L TDI Prestige,Audi,Gray,35885,Jidd Motors,(866) 615-4910,4.6,787,53412,105,Graphite Gray Metallic,Black,8-Speed Automatic w/OD,AWD,WA1VMAFE6ED011856
