name,year,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Audi Q3 2.0T Premium,2018,Audi,White,31730,VROOM (Milwaukee),(877) 682-3020,,,4882,76,White,Brown,6-Speed Automatic w/OD,FWD,WA1BCCFS6JR014504
2015 Audi Q3 2.0T Premium Plus,2015,Audi,Black,23730,VROOM (Milwaukee),(877) 682-3020,,,55441,76,Black,Black,6-Speed Automatic w/OD,AWD,WA1EFCFS1FR013353
2017 Audi Q3 2.0T Premium,2017,Audi,Black,25480,VROOM (Milwaukee),(877) 682-3020,,,23139,76,Black,Black,6-Speed Automatic w/OD,FWD,WA1BCCFS3HR013952
2018 Audi Q3 2.0T Premium Plus,2018,Audi,White,45045,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,97,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS8JR022065
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Blue,43400,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,97,Utopia Blue Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS6JR012859
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Black,34500,International Autos,(414) 939-8502,3.8,56,2634,71,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFSXJR000519
2018 Audi Q3 2.0T Sport Premium,2018,Audi,Gray,39615,Audi North Shore,(414) 375-4847,3.5,14,,75,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS7JR016856
2018 Audi Q3 2.0T Sport Premium,2018,Audi,Red,39615,Audi North Shore,(414) 375-4847,3.5,14,,75,Misano Red Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR016872
2017 Audi Q3 2.0T Premium quattro,2017,Audi,Black,28595,Porsche Milwaukee North,(888) 481-5925,,,11459,77,Brilliant Black,Rock Gray,6-Speed Automatic,AWD,WA1ECCFS8HR014897
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Gray,41165,Audi North Shore,(414) 375-4847,3.5,14,,75,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFSXJR012072
2017 Audi Q3 2.0T Premium quattro,2017,Audi,Black,27385,Kayser Chrysler Center,(608) 338-1543,4.5,91,22498,19,Brilliant Black,Black,6-Speed Automatic,AWD,WA1ECCFS7HR015748
2018 Audi Q3 2.0T Premium Plus,2018,Audi,White,41525,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,97,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS1JR024742
2018 Audi Q3 2.0T Sport Premium quattro,2018,Audi,Black,40950,Audi North Shore,(414) 375-4847,3.5,14,,75,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS7JR024681
2016 Audi Q3 Prestige,2016,Audi,Silver,26999,"AutoSource Motors, Inc.",(414) 455-6995,4.9,162,39049,79,Florett Silver Metallic,Black,6-SPEED A/T,All Wheel Drive,WA1GFCFS0GR000149
2018 Audi Q3 2.0T Sport Premium,2018,Audi,Black,44465,Audi North Shore,(414) 375-4847,3.5,14,,75,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1JCCFSXJR017076
2015 Audi Q3 2.0T Premium Plus,2015,Audi,Silver,26995,Fields Jaguar Land Rover Volvo Cars Madison,(608) 216-2301,4.3,21,35431,2,Silver,,6-Speed Automatic,AWD,WA1GFCFS7FR007355
2018 Audi Q3 2.0 TFSI Premium Plus quattro AWD,2018,Audi,Black,35400,Zimbrick European,,5,7,4458,4,Brilliant Black,Chestnut Brown,Automatic,AWD,WA1JCCFS9JR008269
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Silver,,Napleton Autowerks Loves Park,(815) 916-4212,4.9,522,,57,Florett Silver Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS9JR016436
2018 Audi Q3 2.0T Sport Premium,2018,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1ECCFS7JR006652
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS4JR006753
2018 Audi Q3 2.0T Sport Premium quattro,2018,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS0JR024151
2018 Audi Q3 2.0T Premium Plus,2018,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS6JR021870
2018 Audi Q3 2.0T Sport Premium quattro,2018,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR024793
2018 Audi Q3 2.0T Sport Premium quattro,2018,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS1JR023753
2017 Audi Q3 2.0T Premium Plus,2017,Audi,White,,Audi North Shore,(414) 375-2115,3.5,14,3570,75,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS3HR004759
