name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,45150,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,97,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS7JR014670
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41165,Audi North Shore,(414) 375-4847,3.5,14,,75,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFSXJR012072
2018 Audi Q3 2.0T Premium Plus,Audi,White,45045,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,97,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS8JR022065
2018 Audi Q3 2.0T Sport Premium,Audi,Red,39615,Audi North Shore,(414) 375-4847,3.5,14,,75,Misano Red Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR016872
2018 Audi Q3 2.0T Premium Plus,Audi,White,40875,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS4JR013539
2018 Audi Q3 2.0T Sport Premium,Audi,Gray,39615,Audi North Shore,(414) 375-4847,3.5,14,,75,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS7JR016856
2018 Audi Q3 2.0T Premium Plus,Audi,White,41525,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,97,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS1JR024742
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Black,40950,Audi North Shore,(414) 375-4847,3.5,14,,75,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS7JR024681
2018 Audi Q3 2.0T Sport Premium,Audi,Black,44465,Audi North Shore,(414) 375-4847,3.5,14,,75,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1JCCFSXJR017076
2018 Audi Q3 2.0T Premium Plus,Audi,Silver,,Napleton Autowerks Loves Park,(815) 916-4212,4.9,519,,57,Florett Silver Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS9JR016436
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR024793
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS1JR023753
2018 Audi Q3 2.0T Sport Premium quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS0JR024151
2018 Audi Q3 2.0T Premium Plus,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS4JR006753
2018 Audi Q3 2.0T Sport Premium,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,71,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1ECCFS7JR006652
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,71,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS6JR021870
