name,year,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2011 Lexus RX 350 Base,2011,Lexus,Beige,15500,Lexus of Madison,(608) 478-2660,5,68,88545,6,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,2T2BK1BA6BC085512
2017 Lexus NX 200t NX,2017,Lexus,Silver,30950,Lexus of Madison,(608) 478-2657,5,68,12393,6,Atomic Silver,Black,6-Speed Automatic,FWD,JTJYARBZ9H2052174
2018 Lexus RX 350L Premium,2018,Lexus,Red,54183,Lexus of Madison,(608) 478-2661,5,68,,6,Matador Red Mica,Brown,8-Speed Automatic,AWD,JTJDZKCA1J2004794
2014 Lexus GX 460 Luxury,2014,Lexus,Red,39250,Lexus of Madison,(608) 478-2657,5,68,36313,6,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX5E5084538
2018 Lexus ES 350 Base,2018,Lexus,Silver,41138,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Parchment,6-Speed Automatic,FWD,58ABK1GG8JU101104
2018 Lexus ES 350 Base,2018,Lexus,Black,41102,Lexus of Madison,(608) 478-2661,5,68,,6,Caviar,Black,6-Speed Automatic,FWD,58ABK1GG9JU102259
2015 Lexus CT 200h Base,2015,Lexus,Black,21950,Lexus of Madison,(608) 478-2657,5,68,31457,6,Obsidian Black,Black,Automatic CVT,FWD,JTHKD5BH5F2224437
2015 Lexus RX 350 Base,2015,Lexus,Black,29950,Lexus of Madison,(608) 478-2660,5,68,24167,6,Stargazer Black,Parchment,6-Speed Automatic,AWD,2T2BK1BA0FC283203
2018 Lexus RX 350L Premium,2018,Lexus,Silver,53556,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Brown,8-Speed Automatic,AWD,JTJDZKCA2J2003265
2018 Lexus IS 300,2018,Lexus,Silver,43432,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Red,6-Speed Automatic,AWD,JTHC81D23J5026067
2014 Lexus ES 350 Base,2014,Lexus,Red,23750,Lexus of Madison,(608) 478-2657,5,68,42670,6,Matador Red Mica,Parchment,6-Speed Automatic,FWD,JTHBK1GG7E2128080
2015 Lexus GX 460 Base,2015,Lexus,Silver,38950,Lexus of Madison,(608) 478-2657,5,68,32373,6,Silver Lining Metallic,Black,6-Speed Automatic,4WD,JTJBM7FX3F5100287
2016 Lexus NX 200t F Sport,2016,Lexus,White,34500,Lexus of Madison,(608) 478-2657,5,68,36070,6,Ultra White,Black,6-Speed Automatic,AWD,JTJBARBZ7G2066949
2018 Lexus RX 350L Premium,2018,Lexus,White,51904,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,JTJDZKCA1J2000373
2016 Lexus RX 350,2016,Lexus,Brown,44950,Lexus of Madison,(608) 478-2660,5,68,9662,6,Autumn Shimmer,Parchment,8-Speed Automatic,AWD,JTJBZMCA5G2004194
2018 Lexus ES 350 Base,2018,Lexus,White,45990,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Black,6-Speed Automatic,FWD,58ABK1GG7JU101577
2018 Lexus IS 300,2018,Lexus,Blue,46102,Lexus of Madison,(608) 478-2661,5,68,,6,Ultrasonic Blue Mica,Black,6-Speed Automatic,AWD,JTHC81D28J5029563
2018 Lexus NX 300 Base,2018,Lexus,White,40550,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZ0J2161232
2018 Lexus NX 300 Base,2018,Lexus,Red,42893,Lexus of Madison,(608) 478-2661,5,68,,6,Matador Red Mica,Black,6-Speed Automatic,AWD,JTJBARBZ0J2170190
2018 Lexus ES 350 Base,2018,Lexus,Red,41985,Lexus of Madison,(608) 478-2661,5,68,,6,Matador Red Mica,Parchment,6-Speed Automatic,FWD,58ABK1GG4JU098864
2010 Lexus IS 250,2010,Lexus,Gray,12500,Lexus of Madison,(608) 478-2660,5,68,106371,6,Smoky Granite Mica,Light Gray,6-Speed Automatic,AWD,JTHCF5C20A5042497
2016 Lexus NX 200t 200T,2016,Lexus,Black,33831,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,4860,12,Black,Black,6-Speed Automatic,AWD,JTJBARBZ6G2075707
2015 Lexus RX 350 Base,2015,Lexus,White,25249,Kearns Motor Car Co.,(920) 541-2495,4.7,256,52066,31,White,Tan,6-SPEED A/T,Front Wheel Drive,2T2ZK1BA8FC178147
2006 Lexus ES 330,2006,Lexus,Black,5350,Jim O'Connor Select Auto,(262) 347-4147,4.9,157,162016,45,Black,Ash,5-Speed Automatic,FWD,JTHBA30G165148964
2013 Lexus ES 300h Base,2013,Lexus,Black,21299,Boucher Hyundai,(866) 508-6541,4.9,881,57701,60,Obsidian Black,Parchment,Automatic CVT,FWD,JTHBW1GG9D2021499
2015 Lexus ES 300h Base,2015,Lexus,Silver,25432,Boucher Hyundai,(866) 508-6541,4.9,881,45505,60,Atomic Silver,Black,Automatic CVT,FWD,JTHBW1GG8F2077310
2015 Lexus NX 200t 200T,2015,Lexus,Silver,27500,Lexus of Brookfield,(262) 373-6622,4.9,184,30268,62,Atomic Silver,Brown,6-Speed Automatic,FWD,JTJYARBZ7F2000992
2009 Lexus RX 350,2009,Lexus,Brown,9800,Lexus of Brookfield,(262) 510-0474,4.9,184,152810,62,Tan,Light Gray,5-Speed Automatic,AWD,2T2HK31U69C096599
2018 Lexus IS 300,2018,Lexus,White,43959,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Eminent White Pearl,Black,6-Speed Automatic,AWD,JTHC81D25J5027995
2015 Lexus LS 460 L,2015,Lexus,Black,52400,Lexus of Brookfield,(262) 373-6622,4.9,184,32307,62,Black,Light Tan,8-Speed Automatic,AWD,JTHDL1EF9F5007289
2018 Lexus ES 350,2018,Lexus,White,44866,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Eminent White Pearl,Black,6-Speed Automatic,FWD,58ABK1GG2JU099303
2018 Lexus ES 350,2018,Lexus,Silver,46928,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Atomic Silver,Black,6-Speed Automatic,FWD,58ABK1GG3JU099519
2018 Lexus ES 350,2018,Lexus,White,46928,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Eminent White Pearl,Parchment,6-Speed Automatic,FWD,58ABK1GG7JU099684
2018 Lexus ES 300h,2018,Lexus,Beige,47396,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Satin Cashmere Metallic,Flaxen,Automatic CVT,FWD,JTHBW1GG5J2184758
2016 Lexus RX 350 F Sport,2016,Lexus,Black,40500,Lexus of Brookfield,(262) 373-6622,4.9,184,60520,62,Black,Black,8-Speed Automatic,AWD,2T2BZMCA3GC014125
2017 Lexus GS 350 350,2017,Lexus,Blue,48500,Lexus of Brookfield,(262) 373-6622,4.9,184,13088,62,Blue,Black,6-Speed Automatic,AWD,JTHCZ1BL1HA006085
2015 Lexus RX 350,2015,Lexus,White,34607,Lexus of Brookfield,(262) 510-0474,4.9,184,18460,62,White,Brown,6-Speed Automatic,AWD,JTJBK1BA5F2473093
2015 Lexus GX 460,2015,Lexus,Black,38507,Lexus of Brookfield,(262) 510-0474,4.9,184,36438,62,Black,Black,6-Speed Automatic,4WD,JTJBM7FX7F5102642
2009 Lexus RX 350,2009,Lexus,Silver,19907,Lexus of Brookfield,(262) 510-0474,4.9,184,36653,62,Silver,Light Tan,5-Speed Automatic,AWD,2T2HK31U19C121425
2012 Lexus ES 350,2012,Lexus,Gray,18007,Lexus of Brookfield,(262) 510-0474,4.9,184,60226,62,Gray,Black,6-Speed Automatic,FWD,JTHBK1EG0C2479770
2012 Lexus LS 460,2012,Lexus,Silver,21500,Lexus of Brookfield,(262) 510-0474,4.9,184,121341,62,Silver,Black,8-Speed Automatic,AWD,JTHCL5EF4C5012950
2016 Lexus LX 570,2016,Lexus,Silver,68000,Lexus of Brookfield,(262) 373-6622,4.9,184,39439,62,Atomic Silver,Black,8-Speed Automatic,4WD,JTJHY7AX0G4192519
2015 Lexus ES 300h,2015,Lexus,Red,24200,Lexus of Brookfield,(262) 373-6622,4.9,184,60520,62,Red,Black,Automatic CVT,FWD,JTHBW1GGXF2091015
2015 Lexus IS 250 250,2015,Lexus,Black,31000,Lexus of Brookfield,(262) 373-6622,4.9,184,6245,62,Black,Black,6-Speed Automatic,AWD,JTHCF1D26F5028683
2015 Lexus NX 200t 200T,2015,Lexus,Silver,30000,Lexus of Brookfield,(262) 510-0474,4.9,184,43599,62,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ4F2032529
2015 Lexus RX 350,2015,Lexus,Gray,32000,Lexus of Brookfield,(262) 373-6622,4.9,184,21605,62,Gray,Black,6-Speed Automatic,AWD,2T2BK1BA8FC305495
2013 Lexus RX 350,2013,Lexus,Gray,22000,Lexus of Brookfield,(262) 510-0474,4.9,184,93306,62,Gray,Brown,6-Speed Automatic,AWD,2T2BK1BA3DC167037
2015 Lexus RX 350,2015,Lexus,Black,31500,Lexus of Brookfield,(262) 373-6622,4.9,184,28714,62,Black,Black,6-Speed Automatic,AWD,2T2BK1BA3FC293952
2015 Lexus RX 350,2015,Lexus,Gray,28227,Lexus of Brookfield,(262) 373-6622,4.9,184,58962,62,Gray,Light Gray,6-Speed Automatic,AWD,2T2BK1BA1FC292024
2018 Lexus ES 350,2018,Lexus,Black,46971,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG1JU097395
2007 Lexus RX 350 Base,2007,Lexus,Blue,10688,Ernie von Schledorn Buick GMC Volkswagen,(888) 231-8988,4.7,195,126931,66,Breakwater Blue Metallic,Ivory,5-Speed Automatic with Overdrive,All Wheel Drive,2T2HK31U17C021337
2015 Lexus RX 350 Base,2015,Lexus,Black,28598,Heiser Toyota,(414) 375-4859,4.8,823,34405,67,Obsidian,Black w/Leather Seat Trim or Semi-Aniline Leather,Automatic,All Wheel Drive,2T2BK1BA2FC257329
2015 Lexus NX 200t 200T,2015,Lexus,Silver,29111,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,23832,68,Atomic Silver,Cream,6-Speed Automatic,AWD,JTJBARBZ5F2030000
2017 Lexus RX 350 F Sport,2017,Lexus,Black,47444,BMW of Milwaukee North,(877) 591-3075,4.8,106,12317,73,Caviar,Black,8-Speed Automatic,AWD,2T2BZMCA3HC087903
2014 Lexus GS 350 Base,2014,Lexus,Black,24890,Andrew Toyota,(866) 786-0878,4.9,1461,46311,73,Obsidian Black,Black,6-SPEED A/T,All Wheel Drive,JTHCE1BL3E5026497
2015 Lexus RX 350 Base,2015,Lexus,Beige,30000,Lexus of Milwaukee,(414) 375-4932,5,9,28609,74,Satin Cashmere Metallic,Saddle,6-Speed Automatic,AWD,2T2BK1BA9FC331152
2015 Lexus RX 350 Base,2015,Lexus,White,28000,Lexus of Milwaukee,(414) 375-4932,5,9,39409,74,Starfire Pearl,Parchment,6-Speed Automatic,FWD,2T2ZK1BA3FC187032
2017 Lexus RX 350 350,2017,Lexus,Gray,45800,Lexus of Milwaukee,(414) 375-4932,5,9,7865,74,Nebula Gray Pearl,Gray,8-Speed Automatic,AWD,2T2BZMCA8HC095706
2017 Lexus RX 350 350,2017,Lexus,White,46500,Lexus of Milwaukee,(414) 973-2600,5,9,5687,74,Eminent White Pearl,Black,8-Speed Automatic,AWD,2T2BZMCA0HC089608
2017 Lexus RX 350 350,2017,Lexus,Silver,45900,Lexus of Milwaukee,(414) 375-4932,5,9,5792,74,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,2T2BZMCA2HC076052
2016 Lexus CT 200h Base,2016,Lexus,Blue,26000,Lexus of Milwaukee,(414) 375-4932,5,9,11498,74,Ultrasonic Blue Mica,Black,Automatic CVT,FWD,JTHKD5BH0G2277676
2018 Lexus ES 350 Base,2018,Lexus,Gray,44847,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Gray Pearl,Black,6-Speed Automatic,FWD,58ABK1GG5JU093964
2018 Lexus NX 300 F Sport,2018,Lexus,White,45149,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Ultra White,Red,6-Speed Automatic,AWD,JTJBARBZ5J2162506
2018 Lexus ES 350 Base,2018,Lexus,White,44847,Lexus of Milwaukee,(414) 375-2098,5,9,,74,White Pearl,Gray,6-Speed Automatic,FWD,58ABK1GG3JU094188
2018 Lexus ES 350 Base,2018,Lexus,White,45209,Lexus of Milwaukee,(414) 375-2098,5,9,,74,White,Black,6-Speed Automatic,FWD,58ABK1GG0JU087683
2018 Lexus GX 460 Base,2018,Lexus,Silver,55327,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Mica,Black,6-Speed Automatic,4WD,JTJBM7FX5J5194696
2018 Lexus GX 460 Base,2018,Lexus,White,55327,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Starfire Pearl,Black,6-Speed Automatic,4WD,JTJBM7FX4J5195077
2013 Lexus LS 460 L,2013,Lexus,Silver,37000,Lexus of Milwaukee,(414) 973-2600,5,9,45526,74,Liquid Platinum,Black,8-Speed Automatic,AWD,JTHDL5EF1D5005508
2018 Lexus IS 300,2018,Lexus,White,47178,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Ultra White,Red,6-Speed Automatic,AWD,JTHC81D23J5028224
2015 Lexus RX 350 Base,2015,Lexus,Red,29000,Lexus of Milwaukee,(414) 375-4932,5,9,44402,74,Claret Mica,Parchment,6-Speed Automatic,AWD,2T2BK1BA4FC273290
2015 Lexus RX 350 Base,2015,Lexus,Silver,24500,Lexus of Milwaukee,(414) 973-2600,5,9,75039,74,Silver Lining Metallic,Black,6-Speed Automatic,AWD,2T2BK1BA3FC327307
2015 Lexus RX 350 Base,2015,Lexus,Gray,29500,Lexus of Milwaukee,(414) 375-4932,5,9,42760,74,Nebula Gray Pearl,Black,6-Speed Automatic,AWD,2T2BK1BA5FC325638
2018 Lexus ES 300h Base,2018,Lexus,Black,47326,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Obsidian Black,Beige,Automatic CVT,FWD,JTHBW1GG4J2182919
2008 Lexus GX 470,2008,Lexus,Red,13000,Lexus of Milwaukee,(414) 973-2600,5,9,161541,74,Salsa Red Pearl,Dark Gray,5-Speed Automatic,4WD,JTJBT20X580171358
2017 Lexus GX 460 Base,2017,Lexus,White,48000,Lexus of Milwaukee,(414) 375-4932,5,9,17667,74,Starfire Pearl,Sepia,6-Speed Automatic,4WD,JTJBM7FX0H5158263
2016 Lexus NX 200t 200T,2016,Lexus,Silver,31500,Lexus of Milwaukee,(414) 375-4932,5,9,20239,74,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTJYARBZ6G2047092
2018 Lexus RX 350 Base,2018,Lexus,Black,52080,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Caviar,Black,8-Speed Automatic,AWD,2T2BZMCA0JC136481
2013 Lexus GX 460 460,2013,Lexus,Black,27400,Lexus of Milwaukee,(414) 973-2600,5,9,73696,74,Black Onyx,Black,6-Speed Automatic,4WD,JTJBM7FX7D5052094
2018 Lexus IS 300,2018,Lexus,White,43250,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Ultra White,Black,6-Speed Automatic,AWD,JTHC81D28J5026288
2017 Lexus ES 350 Base,2017,Lexus,Black,37200,Lexus of Milwaukee,(414) 375-4932,5,9,9586,74,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG3HU078597
2018 Lexus GX 460 Base,2018,Lexus,Black,55607,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Onyx Black,Black,6-Speed Automatic,4WD,JTJBM7FX9J5198704
2017 Lexus RX 350 350,2017,Lexus,Gray,47000,Lexus of Milwaukee,(414) 973-2600,5,9,7180,74,Silver Gray,Gray,8-Speed Automatic,AWD,2T2BZMCA4HC076862
2015 Lexus GX 460 Luxury,2015,Lexus,Red,45000,Lexus of Milwaukee,(414) 375-4932,5,9,11683,74,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX0F5115681
2015 Lexus RX 450h Base,2015,Lexus,Black,37500,Lexus of Milwaukee,(414) 375-4932,5,9,18261,74,Stargazer Black,Black,Automatic CVT,AWD,2T2BC1BA9FC003873
2016 Lexus GX 460 Luxury,2016,Lexus,Red,49000,Lexus of Milwaukee,(414) 375-4932,5,9,13407,74,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX2G5121189
2017 Lexus ES 350 Base,2017,Lexus,Black,36500,Lexus of Milwaukee,(414) 375-4932,5,9,9822,74,Caviar,Black,6-Speed Automatic,FWD,58ABK1GGXHU073588
2017 Lexus NX 200t 200T,2017,Lexus,Gray,36500,Lexus of Milwaukee,(414) 375-4932,5,9,6113,74,Nebula Gray Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZ0H2105396
2004 Lexus RX 330,2004,Lexus,Gold,7995,GS Auto,(414) 930-1646,4.9,25,114549,75,Gold,Tan,5-Speed Automatic,AWD,JTJHA31U040005866
2015 Lexus RX 350 350,2015,Lexus,Black,29798,Kayser Ford Lincoln,(608) 807-5359,4.7,399,44997,2,Obsidian Black,Black,Automatic,AWD,2T2BK1BA6FC279141
2007 Lexus ES 350,2007,Lexus,Silver,8764,Kayser Ford Lincoln,(608) 807-5359,4.7,399,119199,2,Silver,Cashmere,6-Speed Automatic,FWD,JTHBJ46G172098101
2015 Lexus GS 350,2015,Lexus,Black,27998,CarMax Madison,(608) 286-3923,4.3,3,44506,5,Black,Black,6-Speed Automatic w/OD,AWD,JTHCE1BL3FA003178
2017 Lexus NX 200t NX,2017,Lexus,Silver,33950,Lexus of Madison,(608) 478-2657,5,68,14513,6,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ2H2105545
2017 Lexus IS 300,2017,Lexus,Gray,43102,Lexus of Madison,(608) 478-2661,5,68,,6,Nebula Gray Pearl,Chateau,6-Speed Automatic,AWD,JTHCM1D23H5016967
2015 Lexus GS 350,2015,Lexus,Gray,32950,Lexus of Madison,(608) 478-2657,5,68,27890,6,Nebula Gray Pearl,Flaxen,6-Speed Automatic,AWD,JTHCE1BLXFA002397
2017 Lexus RX 350,2017,Lexus,Black,43500,Lexus of Madison,(608) 478-2657,5,68,14513,6,Caviar,Gray,8-Speed Automatic,AWD,2T2BZMCA9HC081930
2007 Lexus RX 350,2007,Lexus,Beige,9500,Lexus of Madison,(608) 478-2660,5,68,157938,6,Bamboo Pearl,Ivory,5-Speed Automatic,AWD,2T2HK31U57C008042
2018 Lexus RX 350L Premium,2018,Lexus,White,53566,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Brown,8-Speed Automatic,AWD,JTJDZKCA4J2000402
2015 Lexus GX 460 Base,2015,Lexus,Black,35950,Lexus of Madison,(608) 478-2657,5,68,56478,6,Black Onyx,Ecru,6-Speed Automatic,4WD,JTJBM7FX9F5096648
2015 Lexus GX 460 Luxury,2015,Lexus,Gray,43500,Lexus of Madison,(608) 478-2657,5,68,35674,6,Nebula Gray Pearl,Black,6-Speed Automatic,4WD,JTJJM7FX7F5117606
2012 Lexus ES 350 Base,2012,Lexus,Red,12950,Lexus of Madison,(608) 478-2660,5,68,120384,6,Matador Red Mica,Parchment,6-Speed Automatic,FWD,JTHBK1EG7C2496971
2017 Lexus RX 350,2017,Lexus,White,46950,Lexus of Madison,(608) 478-2657,5,68,16531,6,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,2T2BZMCA9HC101366
2018 Lexus RX 350 Base,2018,Lexus,White,58173,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Black,8-Speed Automatic,AWD,2T2BZMCAXJC139629
2017 Lexus NX 200t NX,2017,Lexus,Silver,32950,Lexus of Madison,(608) 478-2657,5,68,8744,6,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ0H2101140
2010 Lexus RX 350 Base,2010,Lexus,Black,13500,Lexus of Madison,(608) 478-2660,5,68,149147,6,Obsidian Black,Black,6-Speed Automatic,AWD,2T2BK1BA5AC024148
2015 Lexus RX 350 Base,2015,Lexus,Red,28950,Lexus of Madison,(608) 478-2657,5,68,50584,6,Fire Agate Pearl,Parchment,6-Speed Automatic,AWD,JTJBK1BA8F2465716
2015 Lexus RX 350 Base,2015,Lexus,Red,30750,Lexus of Madison,(608) 478-2660,5,68,32165,6,Claret Mica,Black,6-Speed Automatic,AWD,2T2BK1BA5FC260192
2013 Lexus RX 350 Base,2013,Lexus,Beige,24500,Lexus of Madison,(608) 478-2657,5,68,68191,6,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,2T2BK1BA5DC187029
2018 Lexus GX 460 Base,2018,Lexus,Gray,59277,Lexus of Madison,(608) 478-2661,5,68,,6,Nebula Gray Pearl,Black,6-Speed Automatic,4WD,JTJBM7FX4J5197945
2013 Lexus GX 460,2013,Lexus,Brown,27950,Lexus of Madison,(608) 478-2660,5,68,73907,6,Knights Armor Pearl,Black,6-Speed Automatic,4WD,JTJBM7FX0D5054401
2015 Lexus NX 200t,2015,Lexus,Silver,30990,Lexus of Madison,(608) 478-2657,5,68,16730,6,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTJYARBZ1F2002270
2018 Lexus NX 300,2018,Lexus,Black,38500,Lexus of Madison,(608) 478-2657,5,68,902,6,Caviar,Black,6-Speed Automatic,AWD,JTJBARBZ6J2150199
2015 Lexus RX 450h Base,2015,Lexus,White,31500,Lexus of Madison,(608) 478-2657,5,68,52902,6,Starfire Pearl,Saddle,Automatic CVT,AWD,2T2BC1BA6FC006262
2018 Lexus RX 350L Premium,2018,Lexus,Red,53566,Lexus of Madison,(608) 478-2661,5,68,,6,Matador Red Mica,Parchment,8-Speed Automatic,AWD,JTJDZKCA5J2000411
2018 Lexus GX 460 Base,2018,Lexus,Gray,54945,Lexus of Madison,(608) 478-2661,5,68,,6,Nebula Gray Pearl,Black,6-Speed Automatic,4WD,JTJBM7FX6J5193119
2016 Lexus NX 200t F Sport,2016,Lexus,Silver,32500,Lexus of Madison,(608) 478-2660,5,68,30417,6,Atomic Silver,Red,6-Speed Automatic,AWD,JTJBARBZ3G2061215
2018 Lexus GS 350 F Sport,2018,Lexus,Black,56461,Lexus of Madison,(608) 478-2661,5,68,,6,Obsidian Black,Black,6-Speed Automatic,AWD,JTHCZ1BL9JA008463
2015 Lexus RC 350 Base,2015,Lexus,Silver,31950,Lexus of Madison,(608) 478-2657,5,68,27031,6,Silver Lining Metallic,Black,6-Speed Automatic,AWD,JTHSE5BC3F5003547
2015 Lexus CT 200h Base,2015,Lexus,White,24500,Lexus of Madison,(608) 478-2657,5,68,10636,6,Eminent White,Black,Automatic CVT,FWD,JTHKD5BHXF2232324
2018 Lexus ES 350 Base,2018,Lexus,White,46390,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Black,6-Speed Automatic,FWD,58ABK1GG6JU086473
2018 Lexus RX 350L Premium,2018,Lexus,Silver,54373,Lexus of Madison,(608) 478-2661,5,68,,6,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,JTJDZKCA6J2005312
2017 Lexus NX 200t NX,2017,Lexus,Gray,35500,Lexus of Madison,(608) 478-2657,5,68,8684,6,Nebula Gray Pearl,Flaxen,6-Speed Automatic,AWD,JTJBARBZ0H2100912
2015 Lexus RX 350 Base,2015,Lexus,Red,29800,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303,40224,7,Claret Mica,Saddle Tan,AUTOMATIC,All Wheel Drive,2T2BK1BA0FC271438
2016 Lexus RX 350 350,2016,Lexus,White,39800,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,7537,12,Ultra White,Brown,8-Speed Automatic,AWD,2T2BZMCA5GC036272
2015 Lexus RX 350 Base,2015,Lexus,Gray,26000,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,61823,12,Nebula Gray Pearl,Light Gray,6-Speed Automatic,AWD,2T2BK1BA7FC290407
2015 Lexus RX 350 Base,2015,Lexus,Blue,26200,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,50153,12,Deep Sea Mica,Saddle,6-Speed Automatic,AWD,2T2BK1BA5FC313523
2015 Lexus RX 350 Base,2015,Lexus,Gray,25789,Kearns Motor Car Co.,(920) 541-2495,4.7,256,59698,31,Nebula Gray Pearl,Beige,6-SPEED A/T,All Wheel Drive,2T2BK1BA6FC274716
2007 Lexus ES 350,2007,Lexus,Black,8900,Janesville Nissan,(608) 423-5415,4.6,46,124258,31,Black,Light Gray,6-Speed Automatic,FWD,JTHBJ46G072010946
2015 Lexus RX 350 Base,2015,Lexus,Silver,27997,Don Larson Chevrolet Buick Cadillac GMC,(608) 360-9937,4.4,41,30431,36,Silver Lining Metallic,Black,6-Speed Automatic,AWD,2T2BK1BA8FC286804
2014 Lexus RX 350 350,2014,Lexus,White,30950,Kunes Country Chevrolet Cadillac of Delavan,(262) 586-4283,4.7,720,47823,49,White,Parchment,Automatic,AWD,2T2BK1BA3EC251120
