name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain
1993 Mazda RX-7 2dr Coupe,Mazda,Blue,29999,608 Motorsports,(608) 729-3815,5,47,92091,5,Montego Blue,Ostrich Tan Leather,5-SPEED M/T,Front Wheel Drive
2015 Nissan Rogue SL,Nissan,Black,21998,CarMax Madison,(608) 286-3923,4.3,3,24386,5,Black,Gray,1-Speed CVT w/OD,AWD
2013 Kia Optima EX,Kia,Silver,13998,CarMax Madison,(608) 286-3923,4.3,3,41554,5,Silver,Gray,6-Speed Automatic w/manual shift,FWD
1998 Toyota Supra 3dr LB Auto,Toyota,White,29900,MSI Auto Sales,(608) 478-2670,3.9,12,78715,6,Super White,Black,Automatic,Rear Wheel Drive
2016 Lexus LS 460 Base,Lexus,Silver,55950,Lexus of Madison,(608) 478-2657,5,67,16036,6,Atomic Silver,Flaxen,8-Speed Automatic,AWD
2014 Lexus GX 460 Luxury,Lexus,White,38950,Lexus of Madison,(608) 478-2660,5,67,48237,6,Starfire Pearl,Sepia,6-Speed Automatic,4WD
2015 Lexus CT 200h Base,Lexus,Silver,21500,Lexus of Madison,(608) 478-2657,5,67,29979,6,Silver Lining Metallic,Black,Automatic CVT,FWD
2007 BMW 335 i,BMW,Gray,11900,MSI Auto Sales,(608) 478-2670,3.9,12,69865,6,Gray,Red,6-SPEED M/T,Rear Wheel Drive
2017 Dodge Charger SXT,Dodge,Black,25500,Lexus of Madison,(608) 478-2660,5,67,28165,6,Pitch Black Clearcoat,,8-Speed Automatic,AWD
2012 Jeep Patriot Limited,Jeep,Black,14900,Schoepp Motors West,(608) 729-3822,4.8,1490,67178,6,Black,Dark Slate Gray,Automatic CVT,4WD
2012 Honda Accord EX,Honda,Gray,10500,Lexus of Madison,(608) 478-2660,5,67,108680,6,Polished Metal Metallic,Gray,5-Speed Automatic,FWD
2016 Audi Q5 2.0T Premium Plus quattro,Audi,Black,33950,Lexus of Madison,(608) 478-2660,5,67,11808,6,Brilliant Black,Black,8-Speed Automatic,AWD
2015 Lexus RX 350 F Sport,Lexus,White,32500,Lexus of Madison,(608) 478-2657,5,67,33632,6,Ultra White,Black,8-Speed Automatic,AWD
2011 Lexus GS 350 Base,Lexus,Beige,17950,Lexus of Madison,(608) 478-2660,5,67,58677,6,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD
2012 INFINITI EX35 Journey,INFINITI,Red,18900,Zimbrick Acura Volkswagen,(888) 862-7130,5,5,28766,6,Midnight Garnet,Wheat,7-Speed Automatic,AWD
2004 INFINITI G35 Sports Coupe,INFINITI,Blue,11995,Schoepp Motors West,(608) 729-3822,4.8,1490,24701,6,Twilight Blue Pearl,,6-Speed Manual,RWD
2015 Lexus ES 350 350,Lexus,Black,27500,Lexus of Madison,(608) 478-2660,5,67,29390,6,Obsidian Black,Black,6-Speed Automatic,FWD
2015 Lexus IS 250 SPORT,Lexus,Black,27000,Lexus of Madison,(608) 478-2657,5,67,24091,6,Obsidian Black,Parchment,6-Speed Automatic,AWD
2011 Volkswagen Jetta SportWagen SE,Volkswagen,White,10950,Lexus of Madison,(608) 478-2660,5,67,54679,6,White,,6-Speed Automatic,FWD
2015 Lexus RX 450h Base,Lexus,White,31500,Lexus of Madison,(608) 478-2660,5,67,52902,6,Starfire Pearl,Saddle,Automatic CVT,AWD
2018 Lexus NX 300,Lexus,Black,39500,Lexus of Madison,(608) 478-2657,5,67,902,6,Caviar,Black,6-Speed Automatic,AWD
2016 Toyota 4Runner Limited,Toyota,Red,34950,Lexus of Madison,(608) 478-2660,5,67,23966,6,Barcelona Red Metallic,Black,5-Speed Automatic,4WD
2017 GMC Acadia Denali,GMC,Black,36995,Schoepp Motors West,(608) 729-3822,4.8,1490,10011,6,Ebony Twilight Metallic,Cocoa,6-Speed Automatic,AWD
2015 Lexus RX 350 Base,Lexus,White,29500,Lexus of Madison,(608) 478-2660,5,67,49565,6,Starfire Pearl,Parchment,6-Speed Automatic,AWD
2015 Lexus RX 350 Base,Lexus,Red,33950,Lexus of Madison,(608) 478-2660,5,67,14621,6,Claret Mica,Parchment,6-Speed Automatic,AWD
2017 Acura MDX 3.5L,Acura,Gray,41995,Zimbrick Acura Volkswagen,(888) 865-8834,5,5,4831,6,Modern Steel Metallic,Ebony,9-Speed Automatic,AWD
2016 Chevrolet Corvette Z06,Chevrolet,Silver,64000,Bergstrom Chevrolet of Middleton,(866) 983-3457,4.4,21,4929,6,Silver,Unspecified,7-SPEED M/T,Rear Wheel Drive
2015 Acura RDX Base,Acura,Black,26980,Zimbrick Acura Volkswagen,(888) 865-8834,5,5,36433,6,Crystal Black Pearl,Ebony,6-Speed Automatic,AWD
2014 Lexus ES 350 Base,Lexus,Black,19999,Schoepp Motors West,(608) 729-3822,4.8,1490,52702,6,Obsidian Black,,6-Speed Automatic,FWD
2017 Lexus RX 350,Lexus,Beige,43500,Lexus of Madison,(608) 478-2657,5,67,11267,6,Satin Cashmere Metallic,Brown,8-Speed Automatic,AWD
2014 Nissan Sentra S,Nissan,Black,9999,Schoepp Motors West,(608) 729-3822,4.8,1490,29009,6,Super Black,Charcoal,Automatic CVT,FWD
2009 Dodge Caliber SXT,Dodge,Red,5082,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,119889,7,Inferno Red Crystal Pearlcoat,Dark Slate Gray,Automatic CVT,FWD
2009 Ford Escape XLT,Ford,Black,7203,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,120065,7,Black Clearcoat,Stone,6-Speed Automatic,4WD
2018 Jeep Grand Cherokee Limited,Jeep,Red,36912,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,12655,7,Velvet Red Pearlcoat,Black,8-Speed Automatic,4WD
2016 Dodge Journey Crossroad,Dodge,White,18993,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,17740,7,White,Black / Red,6-Speed Automatic,FWD
2015 Volkswagen Passat 1.8T S,Volkswagen,Gray,10900,Zimbrick Nissan,(608) 338-0718,4.6,97,30050,7,Platinum Gray Metallic,Moonrock Gray,5-SPEED M/T,Front Wheel Drive
2015 GMC Terrain SLE-2,GMC,Beige,20500,Zimbrick Buick GMC Eastside,(608) 729-3819,4.9,175,21875,7,Champagne Silver,Jet Black,6-Speed Automatic,AWD
2015 Honda Accord Sport,Honda,White,15986,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,34342,7,White Orchid Pearl,Black,Automatic CVT,FWD
2009 Jeep Grand Cherokee Laredo,Jeep,Gray,11364,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,81220,7,Light Greystone Pearlcoat,Dark Slate Gray,5-Speed Automatic,4WD
2013 Buick Regal GS,Buick,Black,15975,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,56120,7,Black Diamond Tri-Coat,Ebony,6-Speed Automatic,FWD
2015 Dodge Challenger R/T,Dodge,Green,29849,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,7605,7,Sublime Pearl,Black,6-Speed Manual,RWD
2014 MINI Coupe Cooper,MINI,White,12900,Zimbrick Nissan,(608) 338-0718,4.6,97,53021,7,White Silver Metallic,Carbon Black,6-SPEED M/T,Front Wheel Drive
2017 Dodge Journey SXT,Dodge,Red,17998,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,35994,7,Redline 2 Coat Pearl,Black,Automatic,AWD
2017 Hyundai Santa Fe Sport 2.4L,Hyundai,Blue,18289,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,280,45522,7,Marlin Blue,Beige,6-Speed A/T,All Wheel Drive
2014 Toyota Prius Three,Toyota,Red,16489,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,280,39337,7,Barcelona Red Metallic,Misty Gray,CVT Transmission,Front Wheel Drive
2015 Audi Q3 2.0T Premium Plus,Audi,White,23989,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,280,44993,7,Glacier White Metallic,Chestnut Brown,6-Speed A/T,All Wheel Drive
2012 Honda CR-Z EX,Honda,Black,8420,Don Miller East,(608) 729-3839,4.9,276,51398,7,Black,,Automatic CVT,FWD
2017 Nissan Leaf SV,Nissan,Blue,18599,Wilde East Towne Honda,(608) 467-1265,4.9,2661,16872,7,Deep Blue Pearl,,1-SPEED A/T,Front Wheel Drive
2013 Acura TSX 2.4,Acura,Black,15477,Russ Darrow Mazda of Madison,(608) 338-1572,4.8,141,31051,7,Crystal Black Pearl,Parchment,5-Speed Automatic,FWD
2017 Chevrolet Camaro 1LT,Chevrolet,Yellow,25500,Zimbrick Buick GMC Eastside,(608) 729-3819,4.9,175,14530,7,Bright Yellow,Jet Black,8-Speed Automatic,RWD
2016 RAM 3500 Longhorn,RAM,White,50088,Wilde East Towne Honda,(608) 467-1265,4.9,2661,40042,7,White,Canyon Brown/Light Frost Beige,6-SPEED A/T,Four Wheel Drive
2014 INFINITI Q50 Premium,INFINITI,Black,23989,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,280,16432,7,Black Obsidian,Graphite,7-Speed A/T,All Wheel Drive
2011 Dodge Caliber Express,Dodge,White,6679,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,76317,7,Bright White Clearcoat,Dark Slate Gray,5-Speed Manual,FWD
2017 Chrysler Pacifica Hybrid Platinum,Chrysler,Blue,36495,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,2165,12,Jazz Blue Pearlcoat,Black,1-Speed Automatic,FWD
2016 Audi A3 2.0T Premium Plus quattro,Audi,Red,25000,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,9310,12,Brilliant Red,Black,6-Speed Automatic with Auto-Shift,AWD
2014 Dodge SRT Viper Base,Dodge,Yellow,69000,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,27614,12,Race Yellow,Black,6-Speed Manual,RWD
2015 Toyota Highlander XLE,Toyota,Blue,24531,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,40927,12,Blue,Almond,6-Speed Automatic,FWD
2015 Ford Focus ST Base,Ford,White,16900,Stark Automotive Stoughton,(608) 205-4260,4.6,57,17639,12,Oxford White,Charcoal Black,6-Speed Manual,FWD
2016 Audi A6 3.0T Premium Plus quattro,Audi,Black,34800,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,19798,12,Black,Nougat Brown,8-Speed Automatic,AWD
2007 Chevrolet Corvette Base,Chevrolet,Black,27250,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,8000,12,Black,Ebony,6-Speed Automatic,RWD
2012 Jeep Wrangler Unlimited Sahara,Jeep,Black,24900,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,52679,12,Black Clearcoat,Black,5-Speed Automatic,4WD
2017 Dodge Charger SRT 392,Dodge,Black,48250,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,1535,12,Pitch Black Clearcoat,Sepia,8-Speed Automatic,RWD
2014 GMC Sierra 1500 Base,GMC,Gray,23999,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,45966,12,Stealth Gray Metallic,Jet Black,6-Speed Automatic,4WD
2014 Jeep Grand Cherokee Laredo,Jeep,White,16800,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,97345,12,Bright White Clearcoat,Black,8-Speed Automatic,4WD
2011 BMW 328 i xDrive,BMW,Gray,12250,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,78233,12,Gray,Cream,6-Speed Automatic,AWD
2007 Jeep Wrangler X,Jeep,Other,14800,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,72535,12,Detonator Yellow Clearcoat / Black Soft Top,Dark Slate Gray,6-Speed Manual,4WD
2016 Lexus RX 350 350,Lexus,White,41000,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,7537,12,Ultra White,Brown,8-Speed Automatic,AWD
2014 Ford Explorer Limited,Ford,Black,20400,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.7,79,65180,12,Tuxedo Black Metallic,Charcoal Black,6-Speed Automatic,FWD
2018 Dodge Charger SXT Plus,Dodge,White,25000,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4772,4.7,79,17,12,White Knuckle Clearcoat,Black,8-Speed Automatic,RWD
2016 Toyota 4Runner Trail,Toyota,Silver,29871,Francois Ford,(608) 234-4968,4.8,65,37446,15,Classic Silver Metallic,Black,5-Speed Automatic,4WD
2015 Ford Mustang EcoBoost Premium,Ford,Orange,20793,Francois Ford,(608) 234-4968,4.8,65,15587,15,Competition Orange,Ebony,6-Speed Automatic,RWD
2015 Lincoln MKZ Base,Lincoln,Silver,18987,Francois Ford,(608) 234-4968,4.8,65,57286,15,Silver,Black,6-Speed Automatic,AWD
2014 Ford F-150 King Ranch,Ford,Brown,29999,Bell Ford,(608) 745-7331,4.8,78,53252,18,Kodiak Brown Metallic,Black,6-Speed Automatic,4WD
2003 Ford F-250 XL,Ford,Red,6700,Evansville Ford LLC,(608) 205-4338,4,81,98192,19,Toreador Red Clearcoat Metallic,Medium Flint,,4WD
2017 Ford F-150 XLT,Ford,Red,28660,Evansville Ford LLC,(608) 205-4338,4,81,19750,19,Race Red,Medium Earth Gray,6-Speed Automatic w/OD,4WD
2016 Ford F-150 XLT,Ford,Black,32749,Kayser Ford Lincoln,(608) 807-5359,4.6,382,29750,2,Shadow Black,Brunello,6-Speed Automatic,4WD
2017 Ford Flex SEL,Ford,White,26260,Kayser Ford Lincoln,(608) 807-5359,4.6,382,15287,2,Oxford White,Charcoal Black,6-Speed Automatic,AWD
2016 Ford Fusion SE,Ford,Blue,14398,Kayser Ford Lincoln,(608) 807-5359,4.6,382,33635,2,Deep Impact Blue,Ebony,6-Speed Automatic,FWD
2013 Subaru Outback 2.5i Limited,Subaru,White,16776,Kayser Ford Lincoln,(608) 807-5359,4.6,382,69600,2,Satin White Pearl,Saddle Brown,Automatic CVT,AWD
2013 Kia Sportage EX,Kia,Blue,15798,Kayser Ford Lincoln,(608) 807-5359,4.6,382,41130,2,Blue,Black,6-Speed Automatic,AWD
2016 Ford Escape SE,Ford,Silver,18722,Kayser Ford Lincoln,(608) 807-5359,4.6,382,23707,2,Ingot Silver,Charcoal Black,6-Speed Automatic,4WD
2015 Ford Escape SE,Ford,Black,17925,Kayser Ford Lincoln,(608) 807-5359,4.6,382,40315,2,Tuxedo Black,Charcoal Black,6-Speed Automatic,4WD
2015 Ford Escape SE,Ford,Red,17127,Kayser Ford Lincoln,(608) 807-5359,4.6,382,39638,2,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,6-Speed Automatic,4WD
2015 Ford Expedition XLT,Ford,Black,33598,Kayser Ford Lincoln,(608) 807-5359,4.6,382,31391,2,Tuxedo Black Metallic,Dune,6-Speed Automatic,4WD
2016 Ford Fusion SE,Ford,White,13498,Kayser Ford Lincoln,(608) 807-5359,4.6,382,42519,2,Oxford White,Ebony,6-Speed Automatic,FWD
2009 smart ForTwo Pure,smart,Red,4814,Kayser Ford Lincoln,(608) 807-5359,4.6,382,43077,2,Rally Red,Gray,5-Speed Automatic with Auto-Shift,RWD
2015 Ford Escape SE,Ford,Gray,15798,Kayser Ford Lincoln,(608) 807-5359,4.6,382,53392,2,Magnetic,Medium Light Stone,6-Speed Automatic,4WD
2015 Ford F-150 XLT,Ford,Red,31998,Kayser Ford Lincoln,(608) 807-5359,4.6,382,30598,2,Red,Brunello,6-Speed Automatic,4WD
2015 Ford Escape Titanium,Ford,Red,19798,Kayser Ford Lincoln,(608) 807-5359,4.6,382,43989,2,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,6-Speed Automatic,4WD
2015 Ford Explorer XLT,Ford,Black,24149,Kayser Ford Lincoln,(608) 807-5359,4.6,382,43344,2,Tuxedo Black Metallic,Charcoal Black,6-Speed Automatic,4WD
2017 Ford Expedition EL Limited,Ford,Black,42998,Kayser Ford Lincoln,(608) 807-5359,4.6,382,23874,2,Shadow Black,Ebony,6-Speed Automatic,4WD
2015 Ford Escape SE,Ford,White,16498,Kayser Ford Lincoln,(608) 807-5359,4.6,382,48272,2,White Platinum Tri-Coat Metallic,Charcoal Black,6-Speed Automatic,4WD
2017 Ford Expedition XLT,Ford,Black,37172,Kayser Ford Lincoln,(608) 807-5359,4.6,382,29198,2,Shadow Black,Ebony,6-Speed Automatic,4WD
2015 Chevrolet Traverse 2LT,Chevrolet,Black,21329,Kayser Ford Lincoln,(608) 807-5359,4.6,382,63447,2,Black Granite Metallic,Ebony,6-Speed Automatic,AWD
2014 Ford Escape SE,Ford,Silver,9899,Kayser Ford Lincoln,(608) 807-5359,4.6,382,124761,2,Ingot Silver Metallic,Charcoal Black,6-Speed Automatic,4WD
2013 Ford Edge Limited,Ford,Black,17298,Kayser Ford Lincoln,(608) 807-5359,4.6,382,68338,2,Tuxedo Black Metallic,Charcoal Black,6-Speed Automatic,AWD
2015 Ford Escape Titanium,Ford,White,20524,Kayser Ford Lincoln,(608) 807-5359,4.6,382,27730,2,White Platinum Tri-Coat Metallic,Medium Light Stone,6-Speed Automatic,4WD
2010 Mercedes-Benz  GL 450 4MATIC,Mercedes-Benz,Black,16589,Kayser Ford Lincoln,(608) 807-5359,4.6,382,107545,2,Black,Cashmere,7-Speed Automatic,AWD
2014 Chevrolet Cruze 1LT,Chevrolet,Silver,10498,Kayser Ford Lincoln,(608) 807-5359,4.6,382,36187,2,Silver,Jet Black,6-Speed Automatic,FWD
2015 Jeep Cherokee Latitude,Jeep,Beige,17698,Kayser Ford Lincoln,(608) 807-5359,4.6,382,32281,2,Cashmere Pearlcoat,Black,9-Speed Automatic,4WD
2016 Ford Escape SE,Ford,Silver,16656,Kayser Ford Lincoln,(608) 807-5359,4.6,382,49834,2,Ingot Silver,Charcoal Black,6-Speed Automatic,4WD
2017 Ford Expedition Limited,Ford,Black,39199,Kayser Ford Lincoln,(608) 807-5359,4.6,382,29933,2,Shadow Black,Ebony,6-Speed Automatic,4WD
2016 Ford Explorer Sport,Ford,Red,34799,Kayser Ford Lincoln,(608) 807-5359,4.6,382,19494,2,Ruby Red Metallic Tinted Clearcoat,Ebony Black,6-Speed Automatic,4WD
2015 Ford Escape SE,Ford,Red,17325,Kayser Ford Lincoln,(608) 807-5359,4.6,382,39946,2,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,6-Speed Automatic,4WD
2015 Ford F-150 Platinum,Ford,Blue,39976,Kayser Ford Lincoln,(608) 807-5359,4.6,382,37393,2,Blue Flame Metallic,Black,6-Speed Automatic,4WD
2017 Toyota Camry LE,Toyota,White,17400,Smart Motors,(608) 318-4236,4.7,427,16142,4,Super White,Ash,6-Speed Automatic w/OD,FWD
2017 Chevrolet Colorado 4WD Z71,Chevrolet,Gray,35900,Smart Motors,(608) 318-4181,4.7,427,7509,4,Graphite Metallic,Jet Black,6-Speed Automatic,4WD
2017 Ford Fiesta ST,Ford,Black,17998,608 Motorsports,(608) 729-3815,5,47,11039,5,Black,Black,6-SPEED M/T,Front Wheel Drive
2010 Jeep Wrangler Unlimited Mountain,Jeep,Orange,19498,608 Motorsports,(608) 729-3815,5,47,90899,5,Mango Tango Pearl,Dark Slate Grey,6-SPEED M/T,Four Wheel Drive
2012 Lexus IS 350 4dr Sdn AWD,Lexus,Silver,17995,608 Motorsports,(608) 729-3815,5,47,64720,5,Silver,Black,6-SPEED A/T,All Wheel Drive
2016 Volkswagen Golf SportWagen TSI Limited Edition,Volkswagen,Black,16995,Zimbrick Volkswagen of Madison Preowned,(888) 412-7922,4.7,3,19621,5,Black,Black,6-Speed Automatic,FWD
2017 Ford Fusion Sport,Ford,Black,26998,CarMax Madison,(608) 286-3923,4.3,3,6848,5,Black,Gray,6-Speed Automatic w/OD,AWD
2015 Acura MDX 3.5L Technology Pkg/w Entertainment Pkg,Acura,Gray,31998,CarMax Madison,(608) 286-3923,4.3,3,36099,5,Gray,Black,6-Speed Automatic w/OD,AWD
2013 Lexus GX 460,Lexus,Brown,28750,Lexus of Madison,(608) 478-2660,5,67,73907,6,Knights Armor Pearl,Black,6-Speed Automatic,4WD
2014 Cadillac SRX Performance Collection,Cadillac,White,26999,Schoepp Motors West,(608) 729-3822,4.8,1490,25107,6,White,,6-Speed Automatic,AWD
2016 Toyota Sienna SE,Toyota,Silver,28999,Schoepp Motors West,(608) 729-3822,4.8,1490,17308,6,Silver,,6-Speed Automatic,FWD
2015 Ford Fusion S,Ford,White,8999,Schoepp Motors West,(608) 729-3822,4.8,1490,97289,6,White,,6-Speed Automatic,FWD
2014 Lexus ES 350 Base,Lexus,Black,19999,Schoepp Motors West,(608) 729-3822,4.8,1490,52702,6,Obsidian Black,,6-Speed Automatic,FWD
2016 Honda CR-V Touring,Honda,Brown,27995,Schoepp Motors West,(608) 729-3822,4.8,1490,25058,6,Brown,,Automatic CVT,AWD
2015 BMW 428 i,BMW,Black,32995,Schoepp Motors West,(608) 729-3822,4.8,1490,28604,6,Black,,8-Speed Automatic,RWD
2015 Ford Explorer Sport,Ford,Red,33300,Middleton Ford,(608) 478-2665,4.6,214,28166,6,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,6-Speed Automatic,4WD
2015 Ford F-150 Lariat,Ford,Black,34800,Middleton Ford,(608) 478-2665,4.6,214,21767,6,Tuxedo Black Metallic,Black,6-Speed Automatic,4WD
2013 Buick LaCrosse Leather,Buick,Other,15999,Wilde East Towne Honda,(608) 467-1265,4.9,2661,33432,7,,,6-SPEED A/T,Front Wheel Drive
2015 Nissan Altima 2.5 SL,Nissan,Black,16999,Wilde East Towne Honda,(608) 467-1265,4.9,2661,31499,7,Super Black,Charcoal,xtronic cvt (continuously variable),Front Wheel Drive
2016 RAM 1500 Tradesman/Express,RAM,Gray,27500,Zimbrick Buick GMC Eastside,(608) 729-3827,4.9,175,31752,7,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,8-Speed Automatic,4WD
2017 GMC Acadia SLT-1,GMC,Gray,31500,Zimbrick Buick GMC Eastside,(608) 729-3819,4.9,175,19439,7,Iridium Metallic,Jet Black,6-Speed Automatic,AWD
2015 Buick Verano Convenience Group,Buick,White,13500,Zimbrick Buick GMC Eastside,(608) 729-3819,4.9,175,44709,7,Summit White,Medium Titanium,6-Speed Automatic,FWD
2012 RAM 1500 ST,RAM,Red,18903,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,68100,7,Deep Cherry Red Crystal Pearlcoat,Dark Slate,6-Speed Automatic,4WD
2010 Toyota RAV4 Sport,Toyota,White,12507,Russ Darrow Chrysler Dodge Jeep RAM Madison (High Crossing),(608) 807-5361,4.7,922,71110,7,Super White,Ash,4-Speed Automatic,4WD
