name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2008 Lexus RX 350,Lexus,Silver,11950,Lexus of Madison,(608) 478-2660,5,68,98744,6,Millennium Silver Metallic,Black,5-Speed Automatic,AWD,2T2HK31UX8C080839
2018 Lexus GX 460 Base,Lexus,Black,54945,Lexus of Madison,(608) 478-2661,5,68,,6,Black Onyx,Black,6-Speed Automatic,4WD,JTJBM7FXXJ5191924
2010 Lexus IS 250,Lexus,Gray,12950,Lexus of Madison,(608) 478-2660,5,68,106371,6,Smoky Granite Mica,Light Gray,6-Speed Automatic,AWD,JTHCF5C20A5042497
2017 Lexus NX 200t NX,Lexus,Silver,33950,Lexus of Madison,(608) 478-2657,5,68,14513,6,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ2H2105545
2014 Lexus ES 350 Base,Lexus,Red,23750,Lexus of Madison,(608) 478-2657,5,68,42670,6,Matador Red Mica,Parchment,6-Speed Automatic,FWD,JTHBK1GG7E2128080
2015 Lexus GS 350,Lexus,Gray,33500,Lexus of Madison,(608) 478-2657,5,68,27890,6,Nebula Gray Pearl,Flaxen,6-Speed Automatic,AWD,JTHCE1BLXFA002397
2017 Lexus RX 350,Lexus,Black,43750,Lexus of Madison,(608) 478-2657,5,68,14513,6,Caviar,Gray,8-Speed Automatic,AWD,2T2BZMCA9HC081930
2015 Lexus GX 460 Base,Lexus,Silver,38950,Lexus of Madison,(608) 478-2657,5,68,32373,6,Silver Lining Metallic,Black,6-Speed Automatic,4WD,JTJBM7FX3F5100287
2018 Lexus NX 300 Base,Lexus,White,40550,Lexus of Madison,(608) 478-2661,5,68,,6,Eminent White Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZ0J2161232
2018 Lexus GX 460 Base,Lexus,White,54614,Lexus of Madison,(608) 478-2661,5,68,,6,Starfire Pearl,Ecru,6-Speed Automatic,4WD,JTJBM7FX1J5194484
2015 Lexus GX 460 Base,Lexus,Black,36500,Lexus of Madison,(608) 478-2657,5,68,56478,6,Black Onyx,Ecru,6-Speed Automatic,4WD,JTJBM7FX9F5096648
2015 Lexus GX 460 Luxury,Lexus,Gray,43950,Lexus of Madison,(608) 478-2657,5,68,35674,6,Nebula Gray Pearl,Black,6-Speed Automatic,4WD,JTJJM7FX7F5117606
2012 Lexus ES 350 Base,Lexus,Red,12950,Lexus of Madison,(608) 478-2660,5,68,120384,6,Matador Red Mica,Parchment,6-Speed Automatic,FWD,JTHBK1EG7C2496971
2017 Lexus NX 200t NX,Lexus,Silver,33500,Lexus of Madison,(608) 478-2657,5,68,8744,6,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ0H2101140
2010 Lexus RX 350 Base,Lexus,Black,13500,Lexus of Madison,(608) 478-2660,5,68,149147,6,Obsidian Black,Black,6-Speed Automatic,AWD,2T2BK1BA5AC024148
2015 Lexus RX 350 Base,Lexus,Red,29500,Lexus of Madison,(608) 478-2657,5,68,50584,6,Fire Agate Pearl,Parchment,6-Speed Automatic,AWD,JTJBK1BA8F2465716
2015 Lexus RX 350 Base,Lexus,Red,29800,Zimbrick Hyundai Eastside,(608) 338-1462,4.9,303,40224,7,Claret Mica,Saddle Tan,AUTOMATIC,All Wheel Drive,2T2BK1BA0FC271438
2016 Lexus NX 200t 200T,Lexus,Black,33831,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,4860,12,Black,Black,6-Speed Automatic,AWD,JTJBARBZ6G2075707
2016 Lexus RX 350 350,Lexus,White,39800,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,7537,12,Ultra White,Brown,8-Speed Automatic,AWD,2T2BZMCA5GC036272
2015 Lexus RX 350 Base,Lexus,Gray,26000,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,61823,12,Nebula Gray Pearl,Light Gray,6-Speed Automatic,AWD,2T2BK1BA7FC290407
2015 Lexus RX 350 Base,Lexus,Blue,26200,Van Horn Chrysler Dodge Jeep Ram of Stoughton,(608) 205-4418,4.6,85,50153,12,Deep Sea Mica,Saddle,6-Speed Automatic,AWD,2T2BK1BA5FC313523
2015 Lexus RX 350 Base,Lexus,White,25249,Kearns Motor Car Co.,(920) 541-2495,4.7,254,52066,31,White,Tan,6-SPEED A/T,Front Wheel Drive,2T2ZK1BA8FC178147
2014 Lexus ES 300h Base,Lexus,White,22992,Napleton Cadillac Rockford,(815) 552-1411,4.8,476,46591,58,Starfire Pearl,Light Gray,Automatic CVT,FWD,JTHBW1GG4E2062902
2013 Lexus ES 300h Base,Lexus,Black,21299,Boucher Hyundai,(866) 508-6541,4.9,881,57701,60,Obsidian Black,Parchment,Automatic CVT,FWD,JTHBW1GG9D2021499
2015 Lexus RX 350 Base,Lexus,Beige,25729,Boucher Cadillac of Waukesha,(877) 562-3823,5,29,41329,61,Satin Cashmere Metallic,Saddle Tan,6-Speed Automatic,AWD,JTJBK1BA1F2477514
2015 Lexus NX 200t 200T,Lexus,Silver,27500,Lexus of Brookfield,(262) 373-6622,4.9,184,30268,62,Atomic Silver,Brown,6-Speed Automatic,FWD,JTJYARBZ7F2000992
2009 Lexus RX 350,Lexus,Brown,9800,Lexus of Brookfield,(262) 510-0474,4.9,184,152810,62,Tan,Light Gray,5-Speed Automatic,AWD,2T2HK31U69C096599
2015 Lexus LS 460 L,Lexus,Black,52500,Lexus of Brookfield,(262) 373-6622,4.9,184,32307,62,Black,Light Tan,8-Speed Automatic,AWD,JTHDL1EF9F5007289
2016 Lexus RX 350 350,Lexus,White,43007,Lexus of Brookfield,(262) 510-0474,4.9,184,23725,62,White,Black,8-Speed Automatic,AWD,JTJBZMCA6G2002132
2017 Lexus ES 300h,Lexus,Black,39500,Lexus of Brookfield,(262) 510-0474,4.9,184,5135,62,Black,Black,Automatic CVT,FWD,JTHBW1GGXH2149532
2016 Lexus GS 200t 200T,Lexus,White,27500,Lexus of Brookfield,(262) 373-6622,4.9,184,18922,62,White,Brown,8-Speed Automatic,RWD,JTHBA1BL6GA000932
2018 Lexus ES 350,Lexus,Red,44909,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Matador Red Mica,Parchment,6-Speed Automatic,FWD,58ABK1GG0JU100772
2018 Lexus IS 300,Lexus,Silver,43734,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Atomic Silver,Red,6-Speed Automatic,AWD,JTHC81D21J5029159
2014 Lexus LS 460,Lexus,Black,39000,Lexus of Brookfield,(262) 373-6622,4.9,184,41616,62,Black,Black,8-Speed Automatic,AWD,JTHCL5EFXE5019968
2015 Lexus CT 200h,Lexus,Black,23000,Lexus of Brookfield,(262) 510-0474,4.9,184,18522,62,Black,Black,Automatic CVT,FWD,JTHKD5BH6F2245538
2015 Lexus CT 200h,Lexus,Gray,22000,Lexus of Brookfield,(262) 373-6622,4.9,184,22430,62,Gray,Brown,Automatic CVT,FWD,JTHKD5BH5F2222851
2018 Lexus RX 350 F Sport,Lexus,White,55504,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Ultra White,Red,8-Speed Automatic,AWD,2T2BZMCA9JC142666
2018 Lexus GX 460 Luxury,Lexus,Black,66823,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Black Onyx,Black,6-Speed Automatic,4WD,JTJJM7FX5J5196282
2018 Lexus LC 500,Lexus,Black,96919,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Caviar,Red,10-Speed Automatic,RWD,JTHHP5AY8JA003934
2016 Lexus LX 570,Lexus,Silver,68500,Lexus of Brookfield,(262) 373-6622,4.9,184,39439,62,Atomic Silver,Black,8-Speed Automatic,4WD,JTJHY7AX0G4192519
2018 Lexus ES 350,Lexus,Black,40581,Lexus of Brookfield,(262) 373-6056,4.9,184,,62,Obsidian Black,Black,6-Speed Automatic,FWD,58ABK1GG1JU086459
2016 Lexus RX 350 F Sport,Lexus,Black,40500,Lexus of Brookfield,(262) 373-6622,4.9,184,60520,62,Black,Black,8-Speed Automatic,AWD,2T2BZMCA3GC014125
2017 Lexus GS 350 350,Lexus,Blue,48500,Lexus of Brookfield,(262) 373-6622,4.9,184,13088,62,Blue,Black,6-Speed Automatic,AWD,JTHCZ1BL1HA006085
2017 Lexus ES 350,Lexus,White,38707,Lexus of Brookfield,(262) 510-0474,4.9,184,8973,62,White,Brown,6-Speed Automatic,FWD,58ABK1GG0HU059604
2015 Lexus NX 200t 200T,Lexus,Blue,33507,Lexus of Brookfield,(262) 510-0474,4.9,184,28971,62,Blue,Brown,6-Speed Automatic,AWD,JTJBARBZ0F2034892
2015 Lexus GX 460,Lexus,Black,38507,Lexus of Brookfield,(262) 510-0474,4.9,184,36438,62,Black,Black,6-Speed Automatic,4WD,JTJBM7FX7F5102642
2009 Lexus RX 350,Lexus,Silver,19907,Lexus of Brookfield,(262) 510-0474,4.9,184,36653,62,Silver,Light Tan,5-Speed Automatic,AWD,2T2HK31U19C121425
2012 Lexus ES 350,Lexus,Gray,18007,Lexus of Brookfield,(262) 510-0474,4.9,184,60226,62,Gray,Black,6-Speed Automatic,FWD,JTHBK1EG0C2479770
2010 Lexus RX 350,Lexus,Gray,19007,Lexus of Brookfield,(262) 510-0474,4.9,184,63255,62,Gray,Black,6-Speed Automatic,AWD,2T2BK1BA0AC051340
2012 Lexus LS 460,Lexus,Silver,21500,Lexus of Brookfield,(262) 510-0474,4.9,184,121341,62,Silver,Black,8-Speed Automatic,AWD,JTHCL5EF4C5012950
2015 Lexus ES 300h,Lexus,Red,24200,Lexus of Brookfield,(262) 373-6622,4.9,184,60520,62,Red,Black,Automatic CVT,FWD,JTHBW1GGXF2091015
2015 Lexus NX 200t 200T,Lexus,Silver,29111,Gordie Boucher Lincoln of West Allis,(866) 413-8566,4.9,76,23832,68,Atomic Silver,Cream,6-Speed Automatic,AWD,JTJBARBZ5F2030000
2017 Lexus RX 350 F Sport,Lexus,Black,47444,BMW of Milwaukee North,(877) 591-3075,4.8,106,12317,73,Caviar,Black,8-Speed Automatic,AWD,2T2BZMCA3HC087903
2014 Lexus GS 350 Base,Lexus,Black,24890,Andrew Toyota,(866) 786-0878,4.9,1460,46311,73,Obsidian Black,Black,6-SPEED A/T,All Wheel Drive,JTHCE1BL3E5026497
2015 Lexus RX 350 Base,Lexus,Beige,29500,Lexus of Milwaukee,(414) 375-4932,5,9,28609,74,Satin Cashmere Metallic,Saddle,6-Speed Automatic,AWD,2T2BK1BA9FC331152
2015 Lexus RX 350 Base,Lexus,White,28000,Lexus of Milwaukee,(414) 375-4932,5,9,39409,74,Starfire Pearl,Parchment,6-Speed Automatic,FWD,2T2ZK1BA3FC187032
2016 Lexus CT 200h Base,Lexus,Blue,26000,Lexus of Milwaukee,(414) 375-4932,5,9,11498,74,Ultrasonic Blue Mica,Black,Automatic CVT,FWD,JTHKD5BH0G2277676
2017 Lexus NX 200t Base,Lexus,Silver,42804,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ3H2133287
2018 Lexus NX 300 F Sport,Lexus,White,45149,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Ultra White,Red,6-Speed Automatic,AWD,JTJBARBZ0J2164809
2018 Lexus RX 350 Base,Lexus,White,52221,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,2T2BZMCA8JC138818
2017 Lexus IS 300,Lexus,Silver,43255,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Silver,Black,6-Speed Automatic,AWD,JTHCM1D26H5023945
2014 Lexus LS 460 Base,Lexus,Black,37000,Lexus of Milwaukee,(414) 375-4932,5,9,50299,74,Obsidian Black,Black,8-Speed Automatic,AWD,JTHCL5EF8E5022772
2017 Lexus RX 350 350,Lexus,Gray,45800,Lexus of Milwaukee,(414) 375-4932,5,9,7865,74,Nebula Gray Pearl,Gray,8-Speed Automatic,AWD,2T2BZMCA8HC095706
2013 Lexus LS 460 L,Lexus,Silver,37000,Lexus of Milwaukee,(414) 973-2600,5,9,45526,74,Liquid Platinum,Black,8-Speed Automatic,AWD,JTHDL5EF1D5005508
2017 Lexus RX 350 350,Lexus,White,46500,Lexus of Milwaukee,(414) 973-2600,5,9,5687,74,Eminent White Pearl,Black,8-Speed Automatic,AWD,2T2BZMCA0HC089608
2018 Lexus ES 350 Base,Lexus,White,40511,Lexus of Milwaukee,(414) 375-2098,5,9,,74,White Pearl,Black,6-Speed Automatic,FWD,58ABK1GG0JU088655
2016 Lexus NX 200t 200T,Lexus,Silver,31500,Lexus of Milwaukee,(414) 375-4932,5,9,20239,74,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTJYARBZ6G2047092
2013 Lexus GX 460 460,Lexus,Black,27400,Lexus of Milwaukee,(414) 973-2600,5,9,73696,74,Black Onyx,Black,6-Speed Automatic,4WD,JTJBM7FX7D5052094
2015 Lexus RX 350 Base,Lexus,Red,28000,Lexus of Milwaukee,(414) 375-4932,5,9,44402,74,Claret Mica,Parchment,6-Speed Automatic,AWD,2T2BK1BA4FC273290
2015 Lexus RX 350 Base,Lexus,Gray,29500,Lexus of Milwaukee,(414) 375-4932,5,9,42760,74,Nebula Gray Pearl,Black,6-Speed Automatic,AWD,2T2BK1BA5FC325638
2015 Lexus RX 350 Base,Lexus,Silver,24500,Lexus of Milwaukee,(414) 973-2600,5,9,75039,74,Silver Lining Metallic,Black,6-Speed Automatic,AWD,2T2BK1BA3FC327307
2018 Lexus NX 300 F Sport,Lexus,Black,45364,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Obsidian Black,Black,6-Speed Automatic,AWD,JTJBARBZ2J2159885
2017 Lexus RX 350 350,Lexus,Gray,47000,Lexus of Milwaukee,(414) 973-2600,5,9,7180,74,Silver Gray,Gray,8-Speed Automatic,AWD,2T2BZMCA4HC076862
2015 Lexus GX 460 Luxury,Lexus,Red,45000,Lexus of Milwaukee,(414) 375-4932,5,9,11683,74,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX0F5115681
2015 Lexus RX 450h Base,Lexus,Black,37500,Lexus of Milwaukee,(414) 375-4932,5,9,18261,74,Stargazer Black,Black,Automatic CVT,AWD,2T2BC1BA9FC003873
2016 Lexus GX 460 Luxury,Lexus,Red,49000,Lexus of Milwaukee,(414) 375-4932,5,9,13407,74,Claret Mica,Black,6-Speed Automatic,4WD,JTJJM7FX2G5121189
2017 Lexus ES 350 Base,Lexus,Black,36500,Lexus of Milwaukee,(414) 375-4932,5,9,9822,74,Caviar,Black,6-Speed Automatic,FWD,58ABK1GGXHU073588
2017 Lexus NX 200t 200T,Lexus,Gray,36500,Lexus of Milwaukee,(414) 375-4932,5,9,6113,74,Nebula Gray Pearl,Cream,6-Speed Automatic,AWD,JTJBARBZ0H2105396
2018 Lexus GX 460 Base,Lexus,Black,55607,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Onyx Black,Black,6-Speed Automatic,4WD,JTJBM7FX9J5198704
2018 Lexus ES 300h Base,Lexus,Black,47326,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Obsidian Black,Beige,Automatic CVT,FWD,JTHBW1GG4J2182919
2018 Lexus ES 350 Base,Lexus,Gray,44847,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Gray Pearl,Black,6-Speed Automatic,FWD,58ABK1GG5JU093964
2018 Lexus ES 350 Base,Lexus,Gray,42832,Lexus of Milwaukee,(414) 375-2098,5,9,,74,Cashmere Metallic,Beige,6-Speed Automatic,FWD,58ABK1GG0JU082810
2018 Lexus LX 570 570,Lexus,Silver,85000,Lexus of Milwaukee,(414) 973-2600,5,9,189,74,Atomic Silver,Black,8-Speed Automatic,4WD,JTJHY7AX5J4263575
2015 Lexus RX 350 350,Lexus,Black,29798,Kayser Ford Lincoln,(608) 807-5359,4.7,399,44997,2,Obsidian Black,Black,Automatic,AWD,2T2BK1BA6FC279141
2007 Lexus ES 350,Lexus,Silver,8839,Kayser Ford Lincoln,(608) 807-5359,4.7,399,119199,2,Silver,Cashmere,6-Speed Automatic,FWD,JTHBJ46G172098101
2015 Lexus RX 450h,Lexus,Gray,36500,Smart Motors,(608) 318-4181,4.7,432,34649,4,Nebula Gray Pearl,Black,1-Speed CVT w/OD,AWD,2T2BC1BAXFC002893
2015 Lexus GS 350,Lexus,Black,27998,CarMax Madison,(608) 286-3923,4.3,3,44506,5,Black,Black,6-Speed Automatic w/OD,AWD,JTHCE1BL3FA003178
2018 Lexus ES 350 Base,Lexus,Silver,42115,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Black,6-Speed Automatic,FWD,58ABK1GG0JU097551
2018 Lexus NX 300 F Sport,Lexus,White,51604,Lexus of Madison,(608) 478-2661,5,68,,6,Ultra White,Red,6-Speed Automatic,AWD,JTJBARBZ9J2149693
2018 Lexus GX 460 Base,Lexus,Red,54614,Lexus of Madison,(608) 478-2661,5,68,,6,Fire Agate Pearl,Ecru,6-Speed Automatic,4WD,JTJBM7FX2J5187768
2007 Lexus RX 350,Lexus,Beige,10000,Lexus of Madison,(608) 478-2660,5,68,157938,6,Bamboo Pearl,Ivory,5-Speed Automatic,AWD,2T2HK31U57C008042
2013 Lexus RX 350 Base,Lexus,Beige,24500,Lexus of Madison,(608) 478-2657,5,68,68191,6,Satin Cashmere Metallic,Parchment,6-Speed Automatic,AWD,2T2BK1BA5DC187029
2017 Lexus RX 350,Lexus,White,46950,Lexus of Madison,(608) 478-2657,5,68,16531,6,Eminent White Pearl,Parchment,8-Speed Automatic,AWD,2T2BZMCA9HC101366
2015 Lexus RX 350 Base,Lexus,Red,30750,Lexus of Madison,(608) 478-2660,5,68,32165,6,Claret Mica,Black,6-Speed Automatic,AWD,2T2BK1BA5FC260192
2015 Lexus NX 200t,Lexus,Silver,30990,Lexus of Madison,(608) 478-2657,5,68,16730,6,Silver Lining Metallic,Black,6-Speed Automatic,FWD,JTJYARBZ1F2002270
2013 Lexus GX 460,Lexus,Brown,27950,Lexus of Madison,(608) 478-2660,5,68,73907,6,Knights Armor Pearl,Black,6-Speed Automatic,4WD,JTJBM7FX0D5054401
2018 Lexus ES 350 Base,Lexus,Red,41985,Lexus of Madison,(608) 478-2661,5,68,,6,Matador Red Mica,Parchment,6-Speed Automatic,FWD,58ABK1GG4JU098864
2018 Lexus RX 350 Base,Lexus,Silver,51544,Lexus of Madison,(608) 478-2661,5,68,,6,Silver Lining Metallic,Gray,8-Speed Automatic,AWD,2T2BZMCA1JC141110
2015 Lexus RX 450h Base,Lexus,White,31500,Lexus of Madison,(608) 478-2657,5,68,52902,6,Starfire Pearl,Saddle,Automatic CVT,AWD,2T2BC1BA6FC006262
2017 Lexus GX 460 Luxury,Lexus,Red,62338,Lexus of Madison,(608) 478-2661,5,68,,6,Claret Mica,Ecru,6-Speed Automatic,4WD,JTJJM7FX8H5166879
2014 Lexus GX 460 Luxury,Lexus,White,38950,Lexus of Madison,(608) 478-2657,5,68,48237,6,Starfire Pearl,Sepia,6-Speed Automatic,4WD,JTJJM7FX6E5083916
2018 Lexus IS 300,Lexus,Silver,43432,Lexus of Madison,(608) 478-2661,5,68,,6,Atomic Silver,Red,6-Speed Automatic,AWD,JTHC81D23J5026067
2016 Lexus NX 200t F Sport,Lexus,White,34500,Lexus of Madison,(608) 478-2660,5,68,36070,6,Ultra White,Black,6-Speed Automatic,AWD,JTJBARBZ7G2066949
2016 Lexus RX 350,Lexus,Brown,44950,Lexus of Madison,(608) 478-2660,5,68,9662,6,Autumn Shimmer,Parchment,8-Speed Automatic,AWD,JTJBZMCA5G2004194
2017 Lexus NX 200t NX,Lexus,Gray,35500,Lexus of Madison,(608) 478-2657,5,68,8684,6,Nebula Gray Pearl,Flaxen,6-Speed Automatic,AWD,JTJBARBZ0H2100912
2015 Lexus CT 200h Base,Lexus,White,24500,Lexus of Madison,(608) 478-2657,5,68,10636,6,Eminent White,Black,Automatic CVT,FWD,JTHKD5BHXF2232324
2018 Lexus LC 500 Base,Lexus,Silver,94909,Lexus of Madison,(608) 478-2661,5,68,,6,Liquid Platinum,Red,10-Speed Automatic,RWD,JTHHP5AY5JA001901
2015 Lexus RC 350 Base,Lexus,Silver,31950,Lexus of Madison,(608) 478-2657,5,68,27031,6,Silver Lining Metallic,Black,6-Speed Automatic,AWD,JTHSE5BC3F5003547
2015 Lexus RC 350 Base,Lexus,Gray,34950,Lexus of Madison,(608) 478-2657,5,68,12426,6,Nebula Gray Pearl,Gray,6-Speed Automatic,AWD,JTHSE5BC2F5004575
2007 Lexus ES 350,Lexus,Black,8900,Janesville Nissan,(608) 423-5415,4.6,46,124258,31,Black,Light Gray,6-Speed Automatic,FWD,JTHBJ46G072010946
2015 Lexus RX 350 Base,Lexus,Gray,25789,Kearns Motor Car Co.,(920) 541-2495,4.7,254,59698,31,Nebula Gray Pearl,Beige,6-SPEED A/T,All Wheel Drive,2T2BK1BA6FC274716
2015 Lexus RX 350 Base,Lexus,Silver,27997,Don Larson Chevrolet Buick Cadillac GMC,(608) 360-9937,4.4,41,30431,36,Silver Lining Metallic,Black,6-Speed Automatic,AWD,2T2BK1BA8FC286804
2015 Lexus IS 250 Base,Lexus,Beige,21635,Kunes Country Chrysler Dodge Jeep Ram of Elkhorn,(262) 607-8408,4.8,276,65596,51,Beige,Tan,6-SPEED A/T,All Wheel Drive,JTHCF1D26F5022267
2015 Lexus ES 300h Base,Lexus,Silver,25432,Boucher Hyundai,(866) 508-6541,4.9,881,45505,60,Atomic Silver,Black,Automatic CVT,FWD,JTHBW1GG8F2077310
2015 Lexus RX 350 Base,Lexus,White,27000,Van Horn Ford of Lomira,(888) 637-0659,4.9,8,51571,60,Starfire Pearl,Parchment,6-Speed Automatic,AWD,2T2BK1BA7FC275518
2001 Lexus RX 300 4dr SUV 4WD,Lexus,Silver,7297,Waukesha's Best Used Cars,(414) 269-8788,5,26,83951,60,Silver,Charcoal,4-SPEED A/T,Four Wheel Drive,JTJHF10U410221058
2017 Lexus ES 350 Base,Lexus,Blue,34410,Boucher Hyundai,(866) 508-6541,4.9,881,15161,60,Nightfall Mica,Parchment,6-Speed Automatic,FWD,58ABK1GG1HU050331
2016 Lexus RX 350 350,Lexus,Blue,40533,Boucher Hyundai,(866) 508-6541,4.9,881,26299,60,Nightfall Mica,Black,8-Speed Automatic,AWD,2T2BZMCA9GC015019
2015 Lexus RX 350 4DR AWD w/ Navi & Moonroof,Lexus,Silver,19500,Wilde Honda,(262) 226-8570,4.5,631,100322,60,Silver,,6-Speed Automatic w/OD,AWD,2T2BK1BA9FC323097
2013 Lexus RX 450h 4DR AWD w/ Navi & Moonroof,Lexus,White,23500,Wilde Honda,(262) 226-8570,4.5,631,69988,60,Starfire Pearl,,1-Speed Continuously Variable Ratio,AWD,JTJBC1BA1D2451120
2016 Lexus GX 460 Base,Lexus,Gray,41500,Wilde Honda,(262) 226-8570,4.5,631,21503,60,Nebula Gray Pearl,,6-Speed Automatic w/OD,4WD,JTJBM7FX4G5134949
2015 Lexus RC 350 Base,Lexus,White,33998,Boucher Hyundai,(866) 508-6541,4.9,881,12608,60,Starfire Pearl,Black,8-Speed Automatic,RWD,JTHHE5BC5F5006301
2013 Lexus IS 250C Base,Lexus,Black,25000,Toyota of Brookfield,(262) 558-4486,4.8,62,40116,61,Obsidian Black,Black,6-Speed Automatic,RWD,JTHFF2C22D2529024
2013 Lexus RX 450h Base,Lexus,Gray,28000,Toyota of Brookfield,(262) 558-4486,4.8,62,59450,61,Nebula Gray Pearl,Parchment,Automatic CVT,AWD,JTJBC1BA7D2052597
2015 Lexus IS 250 250,Lexus,Black,31000,Lexus of Brookfield,(262) 373-6622,4.9,184,6229,62,Black,Black,6-Speed Automatic,AWD,JTHCF1D26F5028683
2015 Lexus NX 200t 200T,Lexus,Silver,30000,Lexus of Brookfield,(262) 510-0474,4.9,184,43598,62,Atomic Silver,Black,6-Speed Automatic,AWD,JTJBARBZ4F2032529
2013 Lexus RX 350,Lexus,Gray,22000,Lexus of Brookfield,(262) 510-0474,4.9,184,93306,62,Gray,Brown,6-Speed Automatic,AWD,2T2BK1BA3DC167037
2015 Lexus RX 350,Lexus,Gray,32000,Lexus of Brookfield,(262) 373-6622,4.9,184,21605,62,Gray,Black,6-Speed Automatic,AWD,2T2BK1BA8FC305495
